vial,cross,female line,male line,food,month crossed,cross number,number weighed,average wt per vial
9009,11100 x 11081,11100,11081,(N) Normal,03/12,7,4,0.855
9015,11100 x 11081,11100,11081,(F) Fat,03/12,7,10,1.008
9016,11100 x 11081,11100,11081,(F) Fat,03/12,7,7,1.2371428571
14972,11099 x 11101,11099,11101,(N) Normal,07/12,27,13,0.9630769231
14973,11099 x 11101,11099,11101,(N) Normal,07/12,27,9,1.27
14980,11099 x 11101,11099,11101,(F) Fat,07/12,27,7,1.2128571429
8994,11099 x 11100,11099,11100,(N) Normal,03/12,7,6,1.07
8995,11099 x 11100,11099,11100,(N) Normal,03/12,7,3,1.13
9001,11099 x 11100,11099,11100,(F) Fat,03/12,7,1,1.42
14944,11097 x 11104,11097,11104,(N) Normal,07/12,27,3,1.1566666667
14945,11097 x 11104,11097,11104,(N) Normal,07/12,27,15,0.9126666667
14951,11097 x 11104,11097,11104,(F) Fat,07/12,27,6,1
8952,11096 x 11097,11096,11097,(N) Normal,03/12,7,9,0.9988888889
8953,11096 x 11097,11096,11097,(N) Normal,03/12,7,15,0.7806666667
8959,11096 x 11097,11096,11097,(F) Fat,03/12,7,14,0.92
8960,11096 x 11097,11096,11097,(F) Fat,03/12,7,13,0.96
8911,11093 x 11094,11093,11094,(N) Normal,03/12,7,15,1.4553333333
8917,11093 x 11094,11093,11094,(F) Fat,03/12,7,8,1.35375
8918,11093 x 11094,11093,11094,(F) Fat,03/12,7,12,1.1691666667
8896,11092 x 11093,11092,11093,(N) Normal,03/12,7,12,1.3016666667
8897,11092 x 11093,11092,11093,(N) Normal,03/12,7,11,1.1836363636
8903,11092 x 11093,11092,11093,(F) Fat,03/12,7,5,1.13
8904,11092 x 11093,11092,11093,(F) Fat,03/12,7,6,1.1183333333
8882,11091 x 11092,11091,11092,(N) Normal,03/12,7,13,1.3353846154
8883,11091 x 11092,11091,11092,(N) Normal,03/12,7,11,1.1727272727
8889,11091 x 11092,11091,11092,(F) Fat,03/12,7,1,1.3
8890,11091 x 11092,11091,11092,(F) Fat,03/12,7,5,1.23
8868,11090 x 11091,11090,11091,(N) Normal,03/12,7,3,1.7333333333
8869,11090 x 11091,11090,11091,(N) Normal,03/12,7,10,1.571
8875,11090 x 11091,11090,11091,(F) Fat,03/12,7,3,1.3433333333
8854,11089 x 11090,11089,11090,(N) Normal,03/12,7,3,0.7466666667
8855,11089 x 11090,11089,11090,(N) Normal,03/12,7,5,1.056
8856,11089 x 11090,11089,11090,(N) Normal,03/12,7,9,1.1933333333
8861,11089 x 11090,11089,11090,(F) Fat,03/12,7,6,1.2366666667
8862,11089 x 11090,11089,11090,(F) Fat,03/12,7,4,1.315
14888,11087 x 11094,11087,11094,(N) Normal,07/12,27,15,1.0206666667
14889,11087 x 11094,11087,11094,(N) Normal,07/12,27,15,1.1873333333
14896,11087 x 11094,11087,11094,(F) Fat,07/12,27,10,1.373
8826,11086 x 11087,11086,11087,(N) Normal,03/12,7,15,1.364
8827,11086 x 11087,11086,11087,(N) Normal,03/12,7,13,1.3976923077
8833,11086 x 11087,11086,11087,(F) Fat,03/12,7,11,1.3463636364
8834,11086 x 11087,11086,11087,(F) Fat,03/12,7,7,1.4114285714
14860,11084 x 11098,11084,11098,(N) Normal,07/12,27,2,1.045
14861,11084 x 11098,11084,11098,(N) Normal,07/12,27,12,0.9533333333
14867,11084 x 11098,11084,11098,(F) Fat,07/12,27,,
14868,11084 x 11098,11084,11098,(F) Fat,07/12,27,8,1.06625
8798,11084 x 11085,11084,11085,(N) Normal,03/12,7,14,1.3328571429
8770,11081 x 11083,11081,11083,(N) Normal,03/12,7,7,0.9942857143
8771,11081 x 11083,11081,11083,(N) Normal,03/12,7,3,1.21
14846,11079 x 11084,11079,11084,(N) Normal,07/12,27,1,0.78
14847,11079 x 11084,11079,11084,(N) Normal,07/12,27,10,1.136
14853,11079 x 11084,11079,11084,(F) Fat,07/12,27,6,1.2083333333
14832,11078 x 11096,11078,11096,(N) Normal,07/12,27,9,1.1077777778
14833,11078 x 11096,11078,11096,(N) Normal,07/12,27,9,1.1155555556
14839,11078 x 11096,11078,11096,(F) Fat,07/12,27,11,1.3418181818
14845,11078 x 11096,11078,11096,(F) Fat,07/12,27,15,1.2053333333
8742,11078 x 11079,11078,11079,(N) Normal,02/12,6,11,1.2154545455
8728,11077 x 11078,11077,11078,(N) Normal,02/12,6,15,1.3693333333
8729,11077 x 11078,11077,11078,(N) Normal,02/12,6,6,1.3816666667
8732,11077 x 11078,11077,11078,(N) Normal,02/12,6,11,1.2881818182
8735,11077 x 11078,11077,11078,(F) Fat,02/12,6,5,1.42
8714,11076 x 11077,11076,11077,(N) Normal,02/12,6,16,1.225625
8715,11076 x 11077,11076,11077,(N) Normal,02/12,6,14,1.0114285714
8721,11076 x 11077,11076,11077,(F) Fat,02/12,6,10,1.43
8722,11076 x 11077,11076,11077,(F) Fat,02/12,6,3,0.7933333333
8700,11074 x 11076,11074,11076,(N) Normal,02/12,6,15,1.194
8701,11074 x 11076,11074,11076,(N) Normal,02/12,6,15,1.126
8707,11074 x 11076,11074,11076,(F) Fat,02/12,6,15,0.798
8708,11074 x 11076,11074,11076,(F) Fat,02/12,6,14,0.9971428571
14818,11073 x 11078,11073,11078,(N) Normal,07/12,27,15,1.092
14819,11073 x 11078,11073,11078,(N) Normal,07/12,27,14,1.1
14824,11073 x 11078,11073,11078,(N) Normal,07/12,27,15,1.1973333333
14825,11073 x 11078,11073,11078,(F) Fat,07/12,27,12,1.2291666667
14826,11073 x 11078,11073,11078,(F) Fat,07/12,27,7,1.3157142857
8686,11073 x 11074,11073,11074,(N) Normal,02/12,6,16,1.043125
8687,11073 x 11074,11073,11074,(N) Normal,02/12,6,15,1.114
8693,11073 x 11074,11073,11074,(F) Fat,02/12,6,15,0.512
8694,11073 x 11074,11073,11074,(F) Fat,02/12,6,10,1.104
14720,11071 x 12096,11071,12096,(N) Normal,07/12,26,15,1.32
14721,11071 x 12096,11071,12096,(N) Normal,07/12,26,15,1.366
14727,11071 x 12096,11071,12096,(F) Fat,07/12,26,12,1.075
14728,11071 x 12096,11071,12096,(F) Fat,07/12,26,9,1.2733333333
14805,11071 x 11073,11071,11073,(N) Normal,07/12,27,15,1.0766666667
14812,11071 x 11073,11071,11073,(F) Fat,07/12,27,7,1.0957142857
8658,11069 x 11071,11069,11071,(N) Normal,02/12,6,15,1.11
8659,11069 x 11071,11069,11071,(N) Normal,02/12,6,15,1.0313333333
8665,11069 x 11071,11069,11071,(F) Fat,02/12,6,4,1.0475
8666,11069 x 11071,11069,11071,(F) Fat,02/12,6,2,1.125
14706,11068 x 11071,11068,11071,(N) Normal,07/12,26,15,1.2646666667
14707,11068 x 11071,11068,11071,(N) Normal,07/12,26,8,1.31375
14713,11068 x 11071,11068,11071,(F) Fat,07/12,26,8,1.13375
14714,11068 x 11071,11068,11071,(F) Fat,07/12,26,8,1.30125
8644,11068 x 11069,11068,11069,(N) Normal,02/12,6,8,1.45125
8645,11068 x 11069,11068,11069,(N) Normal,02/12,6,12,1.3683333333
8651,11068 x 11069,11068,11069,(F) Fat,02/12,6,2,0.88
8652,11068 x 11069,11068,11069,(F) Fat,02/12,6,7,1.4285714286
8630,11067 x 11068,11067,11068,(N) Normal,02/12,6,6,1.3016666667
8631,11067 x 11068,11067,11068,(N) Normal,02/12,6,4,1.55
8638,11067 x 11068,11067,11068,(F) Fat,02/12,6,2,0.965
14678,11066 x 11067,11066,11067,(N) Normal,07/12,26,15,1.1786666667
14679,11066 x 11067,11066,11067,(N) Normal,07/12,26,11,0.9390909091
14685,11066 x 11067,11066,11067,(F) Fat,07/12,26,7,1.0114285714
14686,11066 x 11067,11066,11067,(F) Fat,07/12,26,9,0.8366666667
8616,11066 x 11067,11066,11067,(N) Normal,02/12,6,13,1.3269230769
8617,11066 x 11067,11066,11067,(N) Normal,02/12,6,15,1.2786666667
8623,11066 x 11067,11066,11067,(F) Fat,02/12,6,12,1.1025
8624,11066 x 11067,11066,11067,(F) Fat,02/12,6,7,0.99
14665,11065 x 11066,11065,11066,(N) Normal,07/12,26,8,1.23
14671,11065 x 11066,11065,11066,(F) Fat,07/12,26,10,0.867
14672,11065 x 11066,11065,11066,(F) Fat,07/12,26,4,1.18
14650,11063 x 11065,11063,11065,(N) Normal,07/12,26,15,0.748
14651,11063 x 11065,11063,11065,(N) Normal,07/12,26,11,1.2318181818
14658,11063 x 11065,11063,11065,(F) Fat,07/12,26,13,1.23
14659,11063 x 11065,11063,11065,(F) Fat,07/12,26,16,0.785625
8588,11063 x 11065,11063,11065,(N) Normal,02/12,6,15,1.284
8589,11063 x 11065,11063,11065,(N) Normal,02/12,6,6,1.3866666667
8595,11063 x 11065,11063,11065,(F) Fat,02/12,6,10,1.293
14636,11062 x 11063,11062,11063,(N) Normal,07/12,26,13,1.2984615385
14637,11062 x 11063,11062,11063,(N) Normal,07/12,26,15,1.4266666667
14643,11062 x 11063,11062,11063,(F) Fat,07/12,26,14,1.295
14644,11062 x 11063,11062,11063,(F) Fat,07/12,26,15,0.8833333333
8560,11060 x 11062,11060,11062,(N) Normal,02/12,6,15,1.356
8561,11060 x 11062,11060,11062,(N) Normal,02/12,6,15,1.3706666667
8567,11060 x 11062,11060,11062,(F) Fat,02/12,6,6,1.4616666667
8568,11060 x 11062,11060,11062,(F) Fat,02/12,6,10,1.373
14776,11059 x 11062,11059,11062,(N) Normal,07/12,26,13,1.1776923077
14777,11059 x 11062,11059,11062,(N) Normal,07/12,26,15,1.2473333333
14783,11059 x 11062,11059,11062,(F) Fat,07/12,26,13,1.4630769231
14784,11059 x 11062,11059,11062,(F) Fat,07/12,26,8,1.04875
8546,11059 x 11060,11059,11060,(N) Normal,02/12,6,15,1.3266666667
8547,11059 x 11060,11059,11060,(N) Normal,02/12,6,14,1.4992857143
8553,11059 x 11060,11059,11060,(F) Fat,02/12,6,11,1.0727272727
8554,11059 x 11060,11059,11060,(F) Fat,02/12,6,9,1.3333333333
14622,11057 x 11059,11057,11059,(N) Normal,07/12,26,14,0.8921428571
14623,11057 x 11059,11057,11059,(N) Normal,07/12,26,11,1.4327272727
14629,11057 x 11059,11057,11059,(F) Fat,07/12,26,7,0.7714285714
14630,11057 x 11059,11057,11059,(F) Fat,07/12,26,18,1.0316666667
8420,11057 x 11035,11057,11035,(N) Normal,02/12,4,15,1.244
8421,11057 x 11035,11057,11035,(N) Normal,02/12,4,15,1.234
8427,11057 x 11035,11057,11035,(F) Fat,02/12,4,16,1.401875
8406,11056 x 11057,11056,11057,(N) Normal,02/12,4,15,1.1306666667
8413,11056 x 11057,11056,11057,(F) Fat,02/12,4,15,0.9773333333
8414,11056 x 11057,11056,11057,(F) Fat,02/12,4,15,1.0953333333
8392,11055 x 11056,11055,11056,(N) Normal,02/12,4,12,0.9441666667
8393,11055 x 11056,11055,11056,(N) Normal,02/12,4,12,1.1716666667
8399,11055 x 11056,11055,11056,(F) Fat,02/12,4,20,0.9305
8400,11055 x 11056,11055,11056,(F) Fat,02/12,4,13,1.1138461538
14609,11054 x 11056,11054,11056,(N) Normal,07/12,26,9,1.3388888889
14615,11054 x 11056,11054,11056,(F) Fat,07/12,26,6,0.91
14616,11054 x 11056,11054,11056,(F) Fat,07/12,26,4,1.115
8378,11054 x 11055,11054,11055,(N) Normal,02/12,4,14,1.385
8379,11054 x 11055,11054,11055,(N) Normal,02/12,4,11,1.3463636364
8385,11054 x 11055,11054,11055,(F) Fat,02/12,4,11,1.3727272727
8386,11054 x 11055,11054,11055,(F) Fat,02/12,4,15,1.0453333333
8364,11053 x 11054,11053,11054,(N) Normal,02/12,4,16,1.141875
8365,11053 x 11054,11053,11054,(N) Normal,02/12,4,11,1.4281818182
8371,11053 x 11054,11053,11054,(F) Fat,02/12,4,8,1.36
8372,11053 x 11054,11053,11054,(F) Fat,02/12,4,24,1.31125
8351,11051 x 11053,11051,11053,(N) Normal,02/12,4,11,1.2154545455
8357,11051 x 11053,11051,11053,(F) Fat,02/12,4,11,1.1336363636
8358,11051 x 11053,11051,11053,(F) Fat,02/12,4,34,1.2814705882
14580,11050 x 11053,11050,11053,(N) Normal,07/12,26,30,1.26
14587,11050 x 11053,11050,11053,(F) Fat,07/12,26,6,1.0016666667
8336,11050 x 11051,11050,11051,(N) Normal,02/12,4,16,1.17625
8337,11050 x 11051,11050,11051,(N) Normal,02/12,4,15,1.0653333333
8343,11050 x 11051,11050,11051,(F) Fat,02/12,4,14,0.9885714286
8344,11050 x 11051,11050,11051,(F) Fat,02/12,4,12,1.3833333333
8322,11049 x 11050,11049,11050,(N) Normal,02/12,4,9,1.3111111111
8323,11049 x 11050,11049,11050,(N) Normal,02/12,4,5,1.28
8329,11049 x 11050,11049,11050,(F) Fat,02/12,4,7,0.9671428571
8330,11049 x 11050,11049,11050,(F) Fat,02/12,4,8,1.33
8511,11048 x 11052,11048,11052,(F) Fat,02/12,5,9,1.16
8512,11048 x 11052,11048,11052,(F) Fat,02/12,5,8,1.2725
8490,11047 x 11048,11047,11048,(N) Normal,02/12,5,15,0.6886666667
8491,11047 x 11048,11047,11048,(N) Normal,02/12,5,18,1.0916666667
8497,11047 x 11048,11047,11048,(F) Fat,02/12,5,9,1.0755555556
8498,11047 x 11048,11047,11048,(F) Fat,02/12,5,15,1.064
8308,11046 x 11049,11046,11049,(N) Normal,02/12,4,15,1.2853333333
8309,11046 x 11049,11046,11049,(N) Normal,02/12,4,7,0.5728571429
8315,11046 x 11049,11046,11049,(F) Fat,02/12,4,15,1.39
8316,11046 x 11049,11046,11049,(F) Fat,02/12,4,12,1.085
8476,11045 x 11047,11045,11047,(N) Normal,02/12,5,10,0.777
8477,11045 x 11047,11045,11047,(N) Normal,02/12,5,9,1.0011111111
8483,11045 x 11047,11045,11047,(F) Fat,02/12,5,9,1.0711111111
8484,11045 x 11047,11045,11047,(F) Fat,02/12,5,11,1.1381818182
14552,11044 x 11050,11044,11050,(N) Normal,07/12,26,15,1.22
14553,11044 x 11050,11044,11050,(N) Normal,07/12,26,9,1.2477777778
14559,11044 x 11050,11044,11050,(F) Fat,07/12,26,15,1.1306666667
8295,11044 x 11046,11044,11046,(N) Normal,02/12,4,15,0.8933333333
8296,11044 x 11046,11044,11046,(N) Normal,02/12,4,13,0.8607692308
8301,11044 x 11046,11044,11046,(F) Fat,02/12,4,15,1.0993333333
8302,11044 x 11046,11044,11046,(F) Fat,02/12,4,15,1.5066666667
14538,11043 x 11046,11043,11046,(N) Normal,07/12,26,14,1.2971428571
14539,11043 x 11046,11043,11046,(N) Normal,07/12,26,10,1.294
14545,11043 x 11046,11043,11046,(F) Fat,07/12,26,12,1.1583333333
14546,11043 x 11046,11043,11046,(F) Fat,07/12,26,15,1.3226666667
8280,11043 x 11044,11043,11044,(N) Normal,02/12,4,12,0.6791666667
8281,11043 x 11044,11043,11044,(N) Normal,02/12,4,15,0.8646666667
8287,11043 x 11044,11043,11044,(F) Fat,02/12,4,15,1.1546666667
8289,11043 x 11044,11043,11044,(F) Fat,02/12,4,13,1.3315384615
8266,11042 x 11043,11042,11043,(N) Normal,02/12,4,18,1.01
8267,11042 x 11043,11042,11043,(N) Normal,02/12,4,20,1.2075
8273,11042 x 11043,11042,11043,(F) Fat,02/12,4,24,1.2870833333
8274,11042 x 11043,11042,11043,(F) Fat,02/12,4,4,1.3525
8252,11041 x 11042,11041,11042,(N) Normal,02/12,4,21,1.1628571429
8253,11041 x 11042,11041,11042,(N) Normal,02/12,4,21,0.9519047619
8260,11041 x 11042,11041,11042,(F) Fat,02/12,4,17,1.1376470588
8448,11040 x 11045,11040,11045,(N) Normal,02/12,5,15,1.192
8449,11040 x 11045,11040,11045,(N) Normal,02/12,5,11,1.4818181818
8455,11040 x 11045,11040,11045,(F) Fat,02/12,5,5,1.338
14510,11040 x 11044,11040,11044,(N) Normal,07/12,26,15,1.262
14511,11040 x 11044,11040,11044,(N) Normal,07/12,26,15,1.3433333333
14517,11040 x 11044,11040,11044,(F) Fat,07/12,26,15,1.304
8238,11039 x 11041,11039,11041,(N) Normal,02/12,4,25,1.1888
8239,11039 x 11041,11039,11041,(N) Normal,02/12,4,12,0.8858333333
8245,11039 x 11041,11039,11041,(F) Fat,02/12,4,26,1.0930769231
8246,11039 x 11041,11039,11041,(F) Fat,02/12,4,50,1.1558
8224,11038 x 11039,11038,11039,(N) Normal,02/12,4,20,0.9985
8225,11038 x 11039,11038,11039,(N) Normal,02/12,4,21,0.8019047619
8231,11038 x 11039,11038,11039,(F) Fat,02/12,4,15,1.23
8232,11038 x 11039,11038,11039,(F) Fat,02/12,4,16,1.114375
8210,11037 x 11038,11037,11038,(N) Normal,02/12,4,13,0.74
8211,11037 x 11038,11037,11038,(N) Normal,02/12,4,15,1.0473333333
8217,11037 x 11038,11037,11038,(F) Fat,02/12,4,15,1.0726666667
8218,11037 x 11038,11037,11038,(F) Fat,02/12,4,15,1.134
8196,11036 x 11037,11036,11037,(N) Normal,02/12,4,14,1.0721428571
8197,11036 x 11037,11036,11037,(N) Normal,02/12,4,15,1.166
8203,11036 x 11037,11036,11037,(F) Fat,02/12,4,12,1.1133333333
8204,11036 x 11037,11036,11037,(F) Fat,02/12,4,15,1.19
14496,11035 x 11042,11035,11042,(N) Normal,07/12,26,12,1.035
14497,11035 x 11042,11035,11042,(N) Normal,07/12,26,15,1.1346666667
14498,11035 x 11042,11035,11042,(N) Normal,07/12,26,10,1.338
14503,11035 x 11042,11035,11042,(F) Fat,07/12,26,10,1.055
14504,11035 x 11042,11035,11042,(F) Fat,07/12,26,9,1.2944444444
8182,11035 x 11036,11035,11036,(N) Normal,02/12,4,15,1.2846666667
8183,11035 x 11036,11035,11036,(N) Normal,02/12,4,15,1.2873333333
8189,11035 x 11036,11035,11036,(F) Fat,02/12,4,14,1.4214285714
8190,11035 x 11036,11035,11036,(F) Fat,02/12,4,15,1.3026666667
14482,11034 x 11040,11034,11040,(N) Normal,07/12,26,14,0.9214285714
14483,11034 x 11040,11034,11040,(N) Normal,07/12,26,15,1.3793333333
14489,11034 x 11040,11034,11040,(F) Fat,07/12,26,9,1.2211111111
14490,11034 x 11040,11034,11040,(F) Fat,07/12,26,9,1.2
8434,11034 x 11028,11034,11028,(N) Normal,02/12,5,7,1.9171428571
8435,11034 x 11028,11034,11028,(N) Normal,02/12,5,8,1.62
8441,11034 x 11028,11034,11028,(F) Fat,02/12,5,8,1.385
8442,11034 x 11028,11034,11028,(F) Fat,02/12,5,14,1.1471428571
8112,11034 x 11011,11034,11011,(N) Normal,02/12,3,15,1.4113333333
8113,11034 x 11011,11034,11011,(N) Normal,02/12,3,15,1.3913333333
8119,11034 x 11011,11034,11011,(F) Fat,02/12,3,15,1.1786666667
8120,11034 x 11011,11034,11011,(F) Fat,02/12,3,11,1.2772727273
8154,11034 x 11011,11034,11011,(N) Normal,02/12,4,14,1.1421428571
8155,11034 x 11011,11034,11011,(N) Normal,02/12,4,9,1.2111111111
8161,11034 x 11011,11034,11011,(F) Fat,02/12,4,11,1.4009090909
8162,11034 x 11011,11034,11011,(F) Fat,02/12,4,14,1.245
8098,11033 x 11034,11033,11034,(N) Normal,02/12,3,8,1.4375
8099,11033 x 11034,11033,11034,(N) Normal,02/12,3,12,1.3108333333
8105,11033 x 11034,11033,11034,(F) Fat,02/12,3,5,1.426
8106,11033 x 11034,11033,11034,(F) Fat,02/12,3,4,1.4225
8084,11032 x 11033,11032,11033,(N) Normal,02/12,3,15,1.3986666667
8085,11032 x 11033,11032,11033,(N) Normal,02/12,3,15,1.304
8091,11032 x 11033,11032,11033,(F) Fat,02/12,3,15,1.2446666667
8092,11032 x 11033,11032,11033,(F) Fat,02/12,3,15,1.132
8070,11031 x 11032,11031,11032,(N) Normal,02/12,3,9,1.0655555556
8071,11031 x 11032,11031,11032,(N) Normal,02/12,3,9,1.0855555556
8077,11031 x 11032,11031,11032,(F) Fat,02/12,3,13,1.0184615385
8078,11031 x 11032,11031,11032,(F) Fat,02/12,3,15,1.1293333333
8168,11028 x 11031,11028,11031,(N) Normal,02/12,4,13,1.2384615385
8169,11028 x 11031,11028,11031,(N) Normal,02/12,4,15,1.1726666667
8175,11028 x 11031,11028,11031,(F) Fat,02/12,4,10,1.224
8176,11028 x 11031,11028,11031,(F) Fat,02/12,4,6,1.1533333333
14468,11027 x 11035,11027,11035,(N) Normal,07/12,26,15,1.3026666667
14469,11027 x 11035,11027,11035,(N) Normal,07/12,26,10,1.286
14475,11027 x 11035,11027,11035,(F) Fat,07/12,26,12,1.345
8056,11027 x 11030,11027,11030,(N) Normal,02/12,3,15,1.1013333333
8057,11027 x 11030,11027,11030,(N) Normal,02/12,3,10,1.168
8063,11027 x 11030,11027,11030,(F) Fat,02/12,3,12,1.0341666667
8064,11027 x 11030,11027,11030,(F) Fat,02/12,3,3,1.13
8140,11027 x 11030,11027,11030,(N) Normal,02/12,4,6,1.255
8147,11027 x 11030,11027,11030,(F) Fat,02/12,4,13,1.1346153846
8042,11025 x 11027,11025,11027,(N) Normal,02/12,3,11,1.1809090909
8043,11025 x 11027,11025,11027,(N) Normal,02/12,3,4,1.2925
8049,11025 x 11027,11025,11027,(F) Fat,02/12,3,12,1.3183333333
8050,11025 x 11027,11025,11027,(F) Fat,02/12,3,8,1.26
14454,11024 x 11034,11024,11034,(N) Normal,07/12,26,10,1.134
8028,11023 x 11024,11023,11024,(N) Normal,02/12,3,15,1.3233333333
8029,11023 x 11024,11023,11024,(N) Normal,02/12,3,15,1.0433333333
8035,11023 x 11024,11023,11024,(F) Fat,02/12,3,10,0.887
8036,11023 x 11024,11023,11024,(F) Fat,02/12,3,8,0.94625
8014,11022 x 11023,11022,11023,(N) Normal,02/12,3,10,1.286
8015,11022 x 11023,11022,11023,(N) Normal,02/12,3,7,1.4571428571
8021,11022 x 11023,11022,11023,(F) Fat,02/12,3,10,1.142
8022,11022 x 11023,11022,11023,(F) Fat,02/12,3,8,0.9875
19760,11020 x 11013,11020,11013,(N) Normal,1/13,50,22,1.1513636364
19767,11020 x 11013,11020,11013,(F) Fat,1/13,50,18,1.2016666667
19914,11019 x 11012,11019,11012,(N) Normal,1/13,50,28,1.3735714286
19921,11019 x 11012,11019,11012,(F) Fat,1/13,50,23,1.3017391304
19788,11018 x 11019,11018,11019,(N) Normal,1/13,50,21,1.3695238095
19795,11018 x 11019,11018,11019,(F) Fat,1/13,50,26,1.2988461538
19956,11017 x 11018,11017,11018,(N) Normal,1/13,50,16,1.270625
19963,11017 x 11018,11017,11018,(F) Fat,1/13,50,15,1.1373333333
878,11016 x 11017,11016,11017,(N) Normal,12/11,1,10,1.304
19900,11015 x 11016,11015,11016,(N) Normal,1/13,50,30,1.1796666667
19907,11015 x 11016,11015,11016,(F) Fat,1/13,50,23,1.1495652174
19858,11014 x 11015,11014,11015,(N) Normal,1/13,50,10,1.482
19865,11014 x 11015,11014,11015,(F) Fat,1/13,50,20,1.2455
19732,11013 x 11021,11013,11021,(N) Normal,1/13,50,6,1.3166666667
19739,11013 x 11021,11013,11021,(F) Fat,1/13,50,18,1.0533333333
19886,11013 x 11014,11013,11014,(N) Normal,1/13,50,30,1.031
19893,11013 x 11014,11013,11014,(F) Fat,1/13,50,25,1.0048
19802,11012 x 11013,11012,11013,(N) Normal,1/13,50,16,1.151875
19809,11012 x 11013,11012,11013,(F) Fat,1/13,50,15,1.2413333333
14426,11011 x 11023,11011,11023,(N) Normal,07/12,26,18,0.8622222222
14427,11011 x 11023,11011,11023,(N) Normal,07/12,26,13,1.2207692308
14433,11011 x 11023,11011,11023,(F) Fat,07/12,26,12,1.3083333333
14434,11011 x 11023,11011,11023,(F) Fat,07/12,26,9,1.17
8000,11011 x 11022,11011,11022,(N) Normal,02/12,3,13,1.4776923077
8001,11011 x 11022,11011,11022,(N) Normal,02/12,3,12,1.4583333333
8007,11011 x 11022,11011,11022,(F) Fat,02/12,3,8,1.415
8008,11011 x 11022,11011,11022,(F) Fat,02/12,3,15,1.2406666667
19942,11010 x 11020,11010,11020,(N) Normal,1/12,50,20,1.029
19949,11010 x 11020,11010,11020,(F) Fat,1/12,50,13,1.2053846154
19816,11010 x 11008,11010,11008,(N) Normal,1/12,50,13,1.2630769231
19823,11010 x 11008,11010,11008,(F) Fat,1/12,50,10,1.141
19620,11010 x 11002,11010,11002,(N) Normal,12/11,49,27,1.3359259259
19627,11010 x 11002,11010,11002,(F) Fat,12/11,49,26,1.5084615385
805,11009 x 11010,11009,11010,(F) Fat,12/11,1,36,1.1555555556
806,11009 x 11010,11009,11010,(N) Normal,12/11,1,34,1.2017647059
19648,11008 x 11009,11008,11009,(N) Normal,12/11,49,15,1.3193333333
19655,11008 x 11009,11008,11009,(F) Fat,12/11,49,30,1.278
19690,11006 x 11007,11006,11007,(N) Normal,12/11,49,22,1.4568181818
19697,11006 x 11007,11006,11007,(F) Fat,12/11,49,30,1.3483333333
19662,11005 x 11006,11005,11006,(N) Normal,12/11,49,25,1.1436
19669,11005 x 11006,11005,11006,(F) Fat,12/11,49,14,1.455
19676,11003 x 11005,11003,11005,(N) Normal,12/11,49,26,1.2388461538
19683,11003 x 11005,11003,11005,(F) Fat,12/11,49,17,1.2376470588
19634,11002 x 11003,11002,11003,(N) Normal,12/11,49,30,1.2416666667
19641,11002 x 11003,11002,11003,(F) Fat,12/11,49,27,1.2962962963
