vial,cross,female line,male line,food,month crossed,cross number,number weighed,average wt per vial
14328,12085 x 12086,12085,12086,(N) Normal,07/12,25,9,1.1833333333
14335,12085 x 12086,12085,12086,(F) Fat,07/12,25,12,1.1408333333
14314,12084 x 12085,12084,12085,(N) Normal,07/12,25,5,1.132
14286,12081 x 12083,12081,12083,(N) Normal,07/12,25,12,1.18
14272,12074 x 12075,12074,12075,(N) Normal,07/12,25,15,1.2666666667
14279,12074 x 12075,12074,12075,(F) Fat,07/12,25,11,1.1881818182
14258,12073 x 12074,12073,12074,(N) Normal,07/12,25,15,1.1693333333
14265,12073 x 12074,12073,12074,(F) Fat,07/12,25,7,1.1128571429
14230,12068 x 12069,12068,12069,(N) Normal,07/12,25,15,1.004
14237,12068 x 12069,12068,12069,(F) Fat,07/12,25,3,1.0166666667
14207,12064 x 12065,12064,12065,(N) Normal,07/12,25,12,0.9475
14412,12063 x 12095,12063,12095,(N) Normal,07/12,25,15,0.934
14413,12063 x 12095,12063,12095,(N) Normal,07/12,25,15,1.2213333333
14419,12063 x 12095,12063,12095,(F) Fat,07/12,25,15,1.1106666667
14188,12062 x 12050,12062,12050,(N) Normal,07/12,25,13,1.0038461538
14189,12062 x 12050,12062,12050,(N) Normal,07/12,25,14,0.8028571429
14195,12062 x 12050,12062,12050,(F) Fat,07/12,25,14,1.1642857143
14196,12062 x 12050,12062,12050,(F) Fat,07/12,25,7,1.2028571429
13992,12062 x 12033,12062,12033,(N) Normal,06/12,24,15,1.2386666667
13993,12062 x 12033,12062,12033,(N) Normal,06/12,24,15,0.9766666667
13999,12062 x 12033,12062,12033,(F) Fat,06/12,24,15,1.034
14000,12062 x 12033,12062,12033,(F) Fat,06/12,24,15,1.1493333333
13964,12060 x 12061,12060,12061,(N) Normal,06/12,24,13,0.8792307692
13965,12060 x 12061,12060,12061,(N) Normal,06/12,24,14,1.6585714286
13971,12060 x 12061,12060,12061,(F) Fat,06/12,24,11,1.28
13972,12060 x 12061,12060,12061,(F) Fat,06/12,24,9,1.0166666667
13950,12059 x 12060,12059,12060,(N) Normal,06/12,24,18,0.9355555556
13951,12059 x 12060,12059,12060,(N) Normal,06/12,24,15,1.1513333333
13957,12059 x 12060,12059,12060,(F) Fat,06/12,24,13,1.1376923077
13958,12059 x 12060,12059,12060,(F) Fat,06/12,24,15,1.1953333333
13936,12058 x 12059,12058,12059,(N) Normal,06/12,24,10,1.524
13937,12058 x 12059,12058,12059,(N) Normal,06/12,24,30,1.109
13943,12058 x 12059,12058,12059,(F) Fat,06/12,24,30,1.3326666667
13944,12058 x 12059,12058,12059,(F) Fat,06/12,24,15,1.262
13922,12057 x 12058,12057,12058,(N) Normal,06/12,24,11,1.2781818182
13908,12056 x 12057,12056,12057,(N) Normal,06/12,24,15,1.1806666667
13909,12056 x 12057,12056,12057,(N) Normal,06/12,24,15,1.154
13915,12056 x 12057,12056,12057,(F) Fat,06/12,24,15,1.054
13916,12056 x 12057,12056,12057,(F) Fat,06/12,24,15,1.0373333333
13894,12054 x 12055,12054,12055,(N) Normal,06/12,24,15,1.262
13895,12054 x 12055,12054,12055,(N) Normal,06/12,24,15,1.4113333333
13901,12054 x 12055,12054,12055,(F) Fat,06/12,24,15,1.3926666667
13903,12054 x 12055,12054,12055,(F) Fat,06/12,24,10,1.259
13866,12051 x 12052,12051,12052,(N) Normal,06/12,24,30,1.087
13867,12051 x 12052,12051,12052,(N) Normal,06/12,24,14,1.25
13873,12051 x 12052,12051,12052,(F) Fat,06/12,24,15,1.3873333333
13874,12051 x 12052,12051,12052,(F) Fat,06/12,24,7,1.2414285714
13852,12050 x 12051,12050,12051,(N) Normal,06/12,24,15,1.2133333333
13853,12050 x 12051,12050,12051,(N) Normal,06/12,24,15,1.2906666667
13859,12050 x 12051,12050,12051,(F) Fat,06/12,24,14,1.1507142857
13860,12050 x 12051,12050,12051,(F) Fat,06/12,24,10,1.164
13838,12049 x 12050,12049,12050,(N) Normal,06/12,24,15,1.266
13839,12049 x 12050,12049,12050,(N) Normal,06/12,24,15,1.3713333333
13845,12049 x 12050,12049,12050,(F) Fat,06/12,24,8,1.4125
13846,12049 x 12050,12049,12050,(F) Fat,06/12,24,15,1.3553333333
13824,12048 x 12049,12048,12049,(N) Normal,06/12,24,15,1.35
13825,12048 x 12049,12048,12049,(N) Normal,06/12,24,14,1.2642857143
13831,12048 x 12049,12048,12049,(F) Fat,06/12,24,15,1.188
13810,12047 x 12048,12047,12048,(N) Normal,06/12,24,13,1.3707692308
13811,12047 x 12048,12047,12048,(N) Normal,06/12,24,14,1.315
13817,12047 x 12048,12047,12048,(F) Fat,06/12,24,7,1.1
13782,12045 x 12046,12045,12046,(N) Normal,06/12,24,15,1.3253333333
13783,12045 x 12046,12045,12046,(N) Normal,06/12,24,15,1.3206666667
13789,12045 x 12046,12045,12046,(F) Fat,06/12,24,11,1.3172727273
13790,12045 x 12046,12045,12046,(F) Fat,06/12,24,13,1.2753846154
13768,12041 x 12044,12041,12044,(N) Normal,06/12,24,30,0.9963333333
13769,12041 x 12044,12041,12044,(N) Normal,06/12,24,15,1.274
13775,12041 x 12044,12041,12044,(F) Fat,06/12,24,12,1.335
13776,12041 x 12044,12041,12044,(F) Fat,06/12,24,15,1.3006666667
14160,12041 x 12037,12041,12037,(N) Normal,07/12,25,11,0.9681818182
14161,12041 x 12037,12041,12037,(N) Normal,07/12,25,9,1.0755555556
14167,12041 x 12037,12041,12037,(F) Fat,07/12,25,13,1.0469230769
14168,12041 x 12037,12041,12037,(F) Fat,07/12,25,15,1.062
13754,12040 x 12041,12040,12041,(N) Normal,06/12,24,15,1.302
13755,12040 x 12041,12040,12041,(N) Normal,06/12,24,15,1.3793333333
13761,12040 x 12041,12040,12041,(F) Fat,06/12,24,12,1.3325
13762,12040 x 12041,12040,12041,(F) Fat,06/12,24,8,1.34125
13740,12038 x 12039,12038,12039,(N) Normal,06/12,24,14,1.4121428571
13741,12038 x 12039,12038,12039,(N) Normal,06/12,24,15,1.352
13747,12038 x 12039,12038,12039,(F) Fat,06/12,24,15,1.282
13748,12038 x 12039,12038,12039,(F) Fat,06/12,24,14,1.2564285714
13712,12036 x 12037,12036,12037,(N) Normal,06/12,24,15,1.2766666667
13713,12036 x 12037,12036,12037,(N) Normal,06/12,24,15,1.2046666667
13719,12036 x 12037,12036,12037,(F) Fat,06/12,24,15,1.214
13720,12036 x 12037,12036,12037,(F) Fat,06/12,24,15,1.214
16050,12035 x 11360,12035,11360,(N) Normal,08/12,30,15,1.2753333333
16051,12035 x 11360,12035,11360,(N) Normal,08/12,30,15,1.2233333333
16057,12035 x 11360,12035,11360,(F) Fat,08/12,30,15,1.2893333333
16058,12035 x 11360,12035,11360,(F) Fat,08/12,30,6,1.335
13698,12033 x 12034,12033,12034,(N) Normal,06/12,24,11,1.1372727273
13699,12033 x 12034,12033,12034,(N) Normal,06/12,24,30,1.1766666667
13705,12033 x 12034,12033,12034,(F) Fat,06/12,24,6,1.45
16750,12028 x 12101,12028,12101,(N) Normal,08/12,33,15,1.154
16751,12028 x 12101,12028,12101,(N) Normal,08/12,33,15,1.2666666667
16757,12028 x 12101,12028,12101,(F) Fat,08/12,33,7,1.2157142857
16759,12028 x 12101,12028,12101,(F) Fat,08/12,33,5,1.224
13614,12027 x 12029,12027,12029,(N) Normal,06/12,23,15,1.394
13615,12027 x 12029,12027,12029,(N) Normal,06/12,23,12,1.5191666667
13620,12027 x 12029,12027,12029,(N) Normal,06/12,23,15,1.4153333333
13621,12027 x 12029,12027,12029,(F) Fat,06/12,23,14,1.3685714286
13559,12022 x 12023,12022,12023,(N) Normal,06/12,23,9,1.1933333333
13565,12022 x 12023,12022,12023,(F) Fat,06/12,23,5,1.222
13566,12022 x 12023,12022,12023,(F) Fat,06/12,23,8,1.0525
13502,12017 x 12019,12017,12019,(N) Normal,06/12,23,15,1.3706666667
13503,12017 x 12019,12017,12019,(N) Normal,06/12,23,7,1.4157142857
13509,12017 x 12019,12017,12019,(F) Fat,06/12,23,8,1.3075
13510,12017 x 12019,12017,12019,(F) Fat,06/12,23,7,1.2557142857
13460,12014 x 12015,12014,12015,(N) Normal,06/12,23,1,1.28
13461,12014 x 12015,12014,12015,(N) Normal,06/12,23,12,1.2791666667
13468,12014 x 12015,12014,12015,(F) Fat,06/12,23,2,1.44
13418,12009 x 12010,12009,12010,(N) Normal,06/12,23,12,1.3108333333
13419,12009 x 12010,12009,12010,(N) Normal,06/12,23,10,1.355
13425,12009 x 12010,12009,12010,(F) Fat,06/12,23,6,1.275
13426,12009 x 12010,12009,12010,(F) Fat,06/12,23,9,1.2944444444
13404,12008 x 12009,12008,12009,(N) Normal,06/12,23,10,1.464
13405,12008 x 12009,12008,12009,(N) Normal,06/12,23,8,1.39
13411,12008 x 12009,12008,12009,(F) Fat,06/12,23,11,1.4009090909
13412,12008 x 12009,12008,12009,(F) Fat,06/12,23,6,1.38
13390,12007 x 12008,12007,12008,(N) Normal,06/12,23,15,1.33
13391,12007 x 12008,12007,12008,(N) Normal,06/12,23,14,1.4221428571
13397,12007 x 12008,12007,12008,(F) Fat,06/12,23,11,1.4036363636
14048,12007 x 11490,12007,11490,(N) Normal,06/12,24,11,0.9654545455
13348,12001 x 12002,12001,12002,(N) Normal,06/12,23,27,1.3103703704
13349,12001 x 12002,12001,12002,(N) Normal,06/12,23,15,1.162
13356,12001 x 12002,12001,12002,(F) Fat,06/12,23,15,1.1333333333
13357,12001 x 12002,12001,12002,(F) Fat,06/12,23,7,1.2314285714
14034,12001 x 11486,12001,11486,(N) Normal,06/12,24,10,0.806
14020,11491 x 12056,11491,12056,(N) Normal,06/12,24,15,1.1053333333
14027,11491 x 12056,11491,12056,(F) Fat,06/12,24,15,1.0653333333
14028,11491 x 12056,11491,12056,(F) Fat,06/12,24,10,1.227
13334,11491 x 12001,11491,12001,(N) Normal,06/12,23,15,1.214
13335,11491 x 12001,11491,12001,(N) Normal,06/12,23,12,1.5625
13342,11491 x 12001,11491,12001,(F) Fat,06/12,23,11,1.1754545455
13306,11489 x 11490,11489,11490,(N) Normal,06/12,23,15,1.3726666667
13307,11489 x 11490,11489,11490,(N) Normal,06/12,23,15,1.418
13313,11489 x 11490,11489,11490,(F) Fat,06/12,23,15,1.518
13314,11489 x 11490,11489,11490,(F) Fat,06/12,23,10,1.455
14006,11486 x 12045,11486,12045,(N) Normal,06/12,24,30,0.7843333333
14007,11486 x 12045,11486,12045,(N) Normal,06/12,24,10,1.019
14013,11486 x 12045,11486,12045,(F) Fat,06/12,24,15,1.256
14014,11486 x 12045,11486,12045,(F) Fat,06/12,24,15,1.3006666667
13292,11486 x 11489,11486,11489,(N) Normal,06/12,23,15,1.3113333333
13299,11486 x 11489,11486,11489,(F) Fat,06/12,23,11,1.3672727273
13278,11485 x 11486,11485,11486,(N) Normal,06/12,23,15,1.296
13279,11485 x 11486,11485,11486,(N) Normal,06/12,23,14,1.4485714286
13285,11485 x 11486,11485,11486,(F) Fat,06/12,23,10,1.289
13286,11485 x 11486,11485,11486,(F) Fat,06/12,23,7,1.4257142857
16666,11483 x 11397,11483,11397,(N) Normal,08/12,32,9,1.2988888889
16667,11483 x 11397,11483,11397,(N) Normal,08/12,32,15,1.1726666667
16673,11483 x 11397,11483,11397,(F) Fat,08/12,32,6,1.275
16674,11483 x 11397,11483,11397,(F) Fat,08/12,32,9,1.1144444444
13236,11481 x 11482,11481,11482,(N) Normal,06/12,22,12,1.2358333333
13237,11481 x 11482,11481,11482,(N) Normal,06/12,22,9,1.3677777778
13243,11481 x 11482,11481,11482,(F) Fat,06/12,22,7,1.3042857143
13244,11481 x 11482,11481,11482,(F) Fat,06/12,22,9,1.33
13684,11481 x 11476,11481,11476,(N) Normal,06/12,23,9,1.5322222222
16722,11479 x 12018,11479,12018,(N) Normal,08/12,33,15,1.3146666667
16729,11479 x 12018,11479,12018,(F) Fat,08/12,33,10,1.405
13208,11478 x 11480,11478,11480,(N) Normal,06/12,22,12,1.2516666667
13209,11478 x 11480,11478,11480,(N) Normal,06/12,22,13,1.3161538462
13215,11478 x 11480,11478,11480,(F) Fat,06/12,22,11,1.4063636364
13216,11478 x 11480,11478,11480,(F) Fat,06/12,22,15,1.226
13194,11477 x 11478,11477,11478,(N) Normal,06/12,22,11,1.1827272727
13195,11477 x 11478,11477,11478,(N) Normal,06/12,22,12,1.1533333333
13201,11477 x 11478,11477,11478,(F) Fat,06/12,22,15,1.246
13202,11477 x 11478,11477,11478,(F) Fat,06/12,22,11,1.1745454545
13180,11476 x 11477,11476,11477,(N) Normal,06/12,22,15,1.3186666667
13181,11476 x 11477,11476,11477,(N) Normal,06/12,22,10,1.469
13187,11476 x 11477,11476,11477,(F) Fat,06/12,22,12,1.2208333333
13188,11476 x 11477,11476,11477,(F) Fat,06/12,22,4,1.2525
13193,11476 x 11477,11476,11477,(F) Fat,06/12,22,3,1.19
13166,11475 x 11476,11475,11476,(N) Normal,06/12,22,8,1.19375
13167,11475 x 11476,11475,11476,(N) Normal,06/12,22,15,1.3226666667
13173,11475 x 11476,11475,11476,(F) Fat,06/12,22,8,1.2925
13174,11475 x 11476,11475,11476,(F) Fat,06/12,22,12,1.3125
13152,11474 x 11475,11474,11475,(N) Normal,06/12,22,7,1.1485714286
13153,11474 x 11475,11474,11475,(N) Normal,06/12,22,15,1.2153333333
13157,11474 x 11475,11474,11475,(N) Normal,06/12,22,15,1.2153333333
13159,11474 x 11475,11474,11475,(F) Fat,06/12,22,15,1.27
13160,11474 x 11475,11474,11475,(F) Fat,06/12,22,12,1.325
13164,11474 x 11475,11474,11475,(F) Fat,06/12,22,15,1.1853333333
13124,11472 x 11473,11472,11473,(N) Normal,06/12,22,8,1.1975
13125,11472 x 11473,11472,11473,(N) Normal,06/12,22,7,1.3742857143
13131,11472 x 11473,11472,11473,(F) Fat,06/12,22,15,1.2626666667
13110,11471 x 11472,11471,11472,(N) Normal,06/12,22,9,1.1488888889
13111,11471 x 11472,11471,11472,(N) Normal,06/12,22,15,1.3566666667
13117,11471 x 11472,11471,11472,(F) Fat,06/12,22,11,1.1545454545
13118,11471 x 11472,11471,11472,(F) Fat,06/12,22,15,1.1533333333
13096,11470 x 11471,11470,11471,(N) Normal,06/12,22,12,1.1908333333
13097,11470 x 11471,11470,11471,(N) Normal,06/12,22,11,1.3663636364
13104,11470 x 11471,11470,11471,(F) Fat,06/12,22,15,1.1973333333
13012,11463 x 11464,11463,11464,(N) Normal,06/12,22,12,1.3441666667
13013,11463 x 11464,11463,11464,(N) Normal,06/12,22,12,1.3625
13019,11463 x 11464,11463,11464,(F) Fat,06/12,22,11,1.3727272727
13020,11463 x 11464,11463,11464,(F) Fat,06/12,22,11,1.3063636364
12998,11462 x 11463,11462,11463,(N) Normal,06/12,22,9,1.3411111111
12999,11462 x 11463,11462,11463,(N) Normal,06/12,22,15,1.302
13005,11462 x 11463,11462,11463,(F) Fat,06/12,22,13,1.2576923077
13006,11462 x 11463,11462,11463,(F) Fat,06/12,22,14,1.205
12956,11458 x 11460,11458,11460,(N) Normal,06/12,22,13,1.1669230769
12957,11458 x 11460,11458,11460,(N) Normal,06/12,22,12,1.3758333333
12963,11458 x 11460,11458,11460,(F) Fat,06/12,22,12,1.1075
12964,11458 x 11460,11458,11460,(F) Fat,06/12,22,14,1.1942857143
12942,11457 x 11458,11457,11458,(N) Normal,06/12,22,15,1.0526666667
12943,11457 x 11458,11457,11458,(N) Normal,06/12,22,15,1.1013333333
12949,11457 x 11458,11457,11458,(F) Fat,06/12,22,15,1.0993333333
12950,11457 x 11458,11457,11458,(F) Fat,06/12,22,15,1.0013333333
12928,11456 x 11457,11456,11457,(N) Normal,06/12,22,10,1.21
12929,11456 x 11457,11456,11457,(N) Normal,06/12,22,13,1.2523076923
12935,11456 x 11457,11456,11457,(F) Fat,06/12,22,10,0.97
12936,11456 x 11457,11456,11457,(F) Fat,06/12,22,12,1.26
12914,11455 x 11456,11455,11456,(N) Normal,06/12,22,14,1.2914285714
12915,11455 x 11456,11455,11456,(N) Normal,06/12,22,15,1.0353333333
12921,11455 x 11456,11455,11456,(F) Fat,06/12,22,12,1.1325
12922,11455 x 11456,11455,11456,(F) Fat,06/12,22,13,1.1292307692
12900,11454 x 11455,11454,11455,(N) Normal,06/12,22,14,1.3978571429
12901,11454 x 11455,11454,11455,(N) Normal,06/12,22,12,1.2941666667
12907,11454 x 11455,11454,11455,(F) Fat,06/12,22,15,1.018
12908,11454 x 11455,11454,11455,(F) Fat,06/12,22,12,1.375
16512,11452 x 11395,11452,11395,(N) Normal,08/12,32,15,1.1953333333
16513,11452 x 11395,11452,11395,(N) Normal,08/12,32,11,1.3054545455
16519,11452 x 11395,11452,11395,(F) Fat,08/12,32,7,1.3085714286
16520,11452 x 11395,11452,11395,(F) Fat,08/12,32,12,1.5333333333
12844,11448 x 11450,11448,11450,(N) Normal,06/12,21,15,1.234
12845,11448 x 11450,11448,11450,(N) Normal,06/12,21,15,1.234
12851,11448 x 11450,11448,11450,(F) Fat,06/12,21,9,1.0677777778
12852,11448 x 11450,11448,11450,(F) Fat,06/12,21,11,1.1245454545
12788,11444 x 11445,11444,11445,(N) Normal,06/12,21,15,1.2833333333
12789,11444 x 11445,11444,11445,(N) Normal,06/12,21,15,1.3166666667
12795,11444 x 11445,11444,11445,(F) Fat,06/12,21,15,1.0786666667
12796,11444 x 11445,11444,11445,(F) Fat,06/12,21,15,1.1726666667
16582,11444 x 11436,11444,11436,(N) Normal,08/12,32,13,1.3092307692
16583,11444 x 11436,11444,11436,(N) Normal,08/12,32,15,1.28
16589,11444 x 11436,11444,11436,(F) Fat,08/12,32,6,1.2216666667
16590,11444 x 11436,11444,11436,(F) Fat,08/12,32,14,1.06
16596,11442 x 11444,11442,11444,(N) Normal,08/12,32,10,1.284
16597,11442 x 11444,11442,11444,(N) Normal,08/12,32,12,1.255
16603,11442 x 11444,11442,11444,(F) Fat,08/12,32,8,1.3775
16604,11442 x 11444,11442,11444,(F) Fat,08/12,32,10,1.237
16568,11436 x 11413,11436,11413,(N) Normal,08/12,32,15,1.3166666667
16569,11436 x 11413,11436,11413,(N) Normal,08/12,32,12,1.3233333333
16575,11436 x 11413,11436,11413,(F) Fat,08/12,32,15,1.162
16576,11436 x 11413,11436,11413,(F) Fat,08/12,32,10,1.136
12676,11433 x 11434,11433,11434,(N) Normal,06/12,21,15,1.2206666667
12677,11433 x 11434,11433,11434,(N) Normal,06/12,21,15,1.444
12683,11433 x 11434,11433,11434,(F) Fat,06/12,21,10,1.253
12684,11433 x 11434,11433,11434,(F) Fat,06/12,21,9,1.3111111111
12606,11428 x 11429,11428,11429,(N) Normal,06/12,21,15,1.3773333333
12607,11428 x 11429,11428,11429,(N) Normal,06/12,21,15,1.4
12613,11428 x 11429,11428,11429,(F) Fat,06/12,21,10,1.091
12614,11428 x 11429,11428,11429,(F) Fat,06/12,21,9,1.2644444444
12537,11421 x 11423,11421,11423,(N) Normal,06/12,21,15,1.3933333333
12544,11421 x 11423,11421,11423,(F) Fat,06/12,21,12,1.2891666667
12508,11416 x 11420,11416,11420,(N) Normal,06/12,20,15,1.2173333333
12509,11416 x 11420,11416,11420,(N) Normal,06/12,20,15,1.3266666667
12515,11416 x 11420,11416,11420,(F) Fat,06/12,20,15,1.358
12516,11416 x 11420,11416,11420,(F) Fat,06/12,20,12,1.0658333333
12494,11415 x 11416,11415,11416,(N) Normal,06/12,20,15,1.2193333333
12495,11415 x 11416,11415,11416,(N) Normal,06/12,20,6,1.2766666667
12501,11415 x 11416,11415,11416,(F) Fat,06/12,20,7,1.1842857143
16610,11414 x 11442,11414,11442,(N) Normal,08/12,32,10,1.374
16611,11414 x 11442,11414,11442,(N) Normal,08/12,32,15,1.1813333333
16617,11414 x 11442,11414,11442,(F) Fat,08/12,32,8,1.22375
16618,11414 x 11442,11414,11442,(F) Fat,08/12,32,9,1.0044444444
12480,11414 x 11415,11414,11415,(N) Normal,06/12,20,15,1.5746666667
12481,11414 x 11415,11414,11415,(N) Normal,06/12,20,10,1.54
12487,11414 x 11415,11414,11415,(F) Fat,06/12,20,7,1.4942857143
12488,11414 x 11415,11414,11415,(F) Fat,06/12,20,13,1.4307692308
12466,11413 x 11414,11413,11414,(N) Normal,06/12,20,10,1.436
12467,11413 x 11414,11413,11414,(N) Normal,06/12,20,12,1.4641666667
12473,11413 x 11414,11413,11414,(F) Fat,06/12,20,9,1.4444444444
12474,11413 x 11414,11413,11414,(F) Fat,06/12,20,13,1.3646153846
16554,11413 x 11410,11413,11410,(N) Normal,08/12,32,15,1.144
16555,11413 x 11410,11413,11410,(N) Normal,08/12,32,10,1.099
16561,11413 x 11410,11413,11410,(F) Fat,08/12,32,15,1.3953333333
16562,11413 x 11410,11413,11410,(F) Fat,08/12,32,14,1.3664285714
16624,11411 x 11414,11411,11414,(N) Normal,08/12,32,9,1.3188888889
12452,11411 x 11413,11411,11413,(N) Normal,06/12,20,15,1.3293333333
12453,11411 x 11413,11411,11413,(N) Normal,06/12,20,14,1.1657142857
12459,11411 x 11413,11411,11413,(F) Fat,06/12,20,5,1.404
12460,11411 x 11413,11411,11413,(F) Fat,06/12,20,14,1.0928571429
12424,11408 x 11410,11408,11410,(N) Normal,06/12,20,6,1.225
12431,11408 x 11410,11408,11410,(F) Fat,06/12,20,12,1.1333333333
16638,11405 x 11411,11405,11411,(N) Normal,08/12,32,12,1.3066666667
16639,11405 x 11411,11405,11411,(N) Normal,08/12,32,15,1.5113333333
16645,11405 x 11411,11405,11411,(F) Fat,08/12,32,2,1.31
16646,11405 x 11411,11405,11411,(F) Fat,08/12,32,10,1.308
12396,11404 x 11405,11404,11405,(N) Normal,06/12,20,15,1.656
12397,11404 x 11405,11404,11405,(N) Normal,06/12,20,13,1.6553846154
12403,11404 x 11405,11404,11405,(F) Fat,06/12,20,7,1.1828571429
12404,11404 x 11405,11404,11405,(F) Fat,06/12,20,7,1.3942857143
12382,11403 x 11404,11403,11404,(N) Normal,06/12,20,12,1.2783333333
12383,11403 x 11404,11403,11404,(N) Normal,06/12,20,10,1.498
16526,11398 x 11452,11398,11452,(N) Normal,08/12,32,11,1.2936363636
16527,11398 x 11452,11398,11452,(N) Normal,08/12,32,9,1.3333333333
16533,11398 x 11452,11398,11452,(F) Fat,08/12,32,15,1.0933333333
16534,11398 x 11452,11398,11452,(F) Fat,08/12,32,11,1.3981818182
16652,11397 x 11405,11397,11405,(N) Normal,08/12,32,15,1.16
16653,11397 x 11405,11397,11405,(N) Normal,08/12,32,15,1.4326666667
16659,11397 x 11405,11397,11405,(F) Fat,08/12,32,6,1.61
16498,11395 x 12004,11395,12004,(N) Normal,08/12,32,15,1.0946666667
16499,11395 x 12004,11395,12004,(N) Normal,08/12,32,15,1.2633333333
16505,11395 x 12004,11395,12004,(F) Fat,08/12,32,8,1.22375
16506,11395 x 12004,11395,12004,(F) Fat,08/12,32,7,1.14
12298,11395 x 11396,11395,11396,(N) Normal,06/12,20,13,1.3076923077
12270,11392 x 11393,11392,11393,(N) Normal,06/12,20,7,1.1
12271,11392 x 11393,11392,11393,(N) Normal,06/12,20,15,1.2226666667
12277,11392 x 11393,11392,11393,(F) Fat,06/12,20,15,1.3366666667
12278,11392 x 11393,11392,11393,(F) Fat,06/12,20,7,1.1471428571
12214,11387 x 11388,11387,11388,(N) Normal,06/12,20,11,1.2254545455
12215,11387 x 11388,11387,11388,(N) Normal,06/12,20,15,1.472
12221,11387 x 11388,11387,11388,(F) Fat,06/12,20,15,1.1833333333
12222,11387 x 11388,11387,11388,(F) Fat,06/12,20,15,0.9786666667
16414,11385 x 11334,11385,11334,(N) Normal,08/12,31,7,1.0571428571
16415,11385 x 11334,11385,11334,(N) Normal,08/12,31,15,1.1526666667
16421,11385 x 11334,11385,11334,(F) Fat,08/12,31,15,1.0486666667
16422,11385 x 11334,11385,11334,(F) Fat,08/12,31,30,1.1036666667
12186,11384 x 11385,11384,11385,(N) Normal,06/12,20,13,1.1007692308
12187,11384 x 11385,11384,11385,(N) Normal,06/12,20,12,1.3716666667
12193,11384 x 11385,11384,11385,(F) Fat,06/12,20,8,1.11625
12158,11381 x 11383,11381,11383,(N) Normal,06/12,20,13,1.4953846154
12159,11381 x 11383,11381,11383,(N) Normal,06/12,20,12,1.3441666667
12165,11381 x 11383,11381,11383,(F) Fat,06/12,20,10,1.047
12166,11381 x 11383,11381,11383,(F) Fat,06/12,20,10,1.834
12144,11380 x 11381,11380,11381,(N) Normal,06/12,20,15,1.402
12151,11380 x 11381,11380,11381,(F) Fat,06/12,20,5,1.568
16218,11374 x 11330,11374,11330,(N) Normal,08/12,31,4,1.3675
16225,11374 x 11330,11374,11330,(F) Fat,08/12,31,15,1.226
16226,11374 x 11330,11374,11330,(F) Fat,08/12,31,3,1.5533333333
16036,11371 x 12035,11371,12035,(N) Normal,08/12,30,15,1.166
16037,11371 x 12035,11371,12035,(N) Normal,08/12,30,15,1.1573333333
16043,11371 x 12035,11371,12035,(F) Fat,08/12,30,15,1.1073333333
16044,11371 x 12035,11371,12035,(F) Fat,08/12,30,15,0.9526666667
12018,11371 x 11372,11371,11372,(N) Normal,05/12,19,25,1.1924
12019,11371 x 11372,11371,11372,(N) Normal,05/12,19,15,1.0973333333
12025,11371 x 11372,11371,11372,(F) Fat,05/12,19,20,1.2065
12026,11371 x 11372,11371,11372,(F) Fat,05/12,19,8,1.1875
12004,11370 x 11371,11370,11371,(N) Normal,05/12,19,15,1.016
12005,11370 x 11371,11370,11371,(N) Normal,05/12,19,15,0.9726666667
12011,11370 x 11371,11370,11371,(F) Fat,05/12,19,7,0.9771428571
12012,11370 x 11371,11370,11371,(F) Fat,05/12,19,4,1.09
11976,11367 x 11369,11367,11369,(N) Normal,05/12,19,30,1.1856666667
11977,11367 x 11369,11367,11369,(N) Normal,05/12,19,30,1.1406666667
11983,11367 x 11369,11367,11369,(F) Fat,05/12,19,13,1.3276923077
11984,11367 x 11369,11367,11369,(F) Fat,05/12,19,8,1.30125
16330,11365 x 11372,11365,11372,(N) Normal,08/12,31,15,1.164
16331,11365 x 11372,11365,11372,(N) Normal,08/12,31,15,1.1553333333
16337,11365 x 11372,11365,11372,(F) Fat,08/12,31,5,1.336
16338,11365 x 11372,11365,11372,(F) Fat,08/12,31,15,1.18
16302,11364 x 11344,11364,11344,(N) Normal,08/12,31,15,1.3013333333
16309,11364 x 11344,11364,11344,(F) Fat,08/12,31,8,1.1825
11906,11362 x 11363,11362,11363,(N) Normal,05/12,19,15,1.074
11907,11362 x 11363,11362,11363,(N) Normal,05/12,19,15,1.148
11913,11362 x 11363,11362,11363,(F) Fat,05/12,19,14,1.105
11914,11362 x 11363,11362,11363,(F) Fat,05/12,19,9,1.1788888889
11901,11361 x 11362,11361,11362,(F) Fat,05/12,19,14,1.4514285714
11878,11360 x 11361,11360,11361,(N) Normal,05/12,19,30,1.2176666667
11879,11360 x 11361,11360,11361,(N) Normal,05/12,19,30,1.1076666667
11885,11360 x 11361,11360,11361,(F) Fat,05/12,19,21,1.1247619048
11886,11360 x 11361,11360,11361,(F) Fat,05/12,19,22,1.0754545455
16064,11360 x 11321,11360,11321,(N) Normal,08/12,30,17,1.3735294118
16065,11360 x 11321,11360,11321,(N) Normal,08/12,30,15,1.1746666667
16071,11360 x 11321,11360,11321,(F) Fat,08/12,30,13,1.1846153846
16072,11360 x 11321,11360,11321,(F) Fat,08/12,30,15,1.1173333333
11864,11359 x 11360,11359,11360,(N) Normal,05/12,19,15,0.8893333333
11865,11359 x 11360,11359,11360,(N) Normal,05/12,19,11,1.0136363636
11871,11359 x 11360,11359,11360,(F) Fat,05/12,19,4,0.985
11872,11359 x 11360,11359,11360,(F) Fat,05/12,19,8,1.1525
