"QTL1","Log Like - Additive","Log Like - Dominant","Log Like - Full","Log Like - D-Additive","Log Like - D-Dominant","Log Like - D-Full"
"1",1,2655.21538975851,2672.28251119783,2693.48208919579,2704.37700506362,2717.04989813854,2744.38348586281
"2",1,2655.21538975851,2672.28251119783,2693.48208919579,2704.37700506362,2717.04989813854,2744.38348586281
"3",2,2655.21563440435,2672.29676219278,2693.48981710299,2704.38310617553,2717.0537112283,2744.39959749922
"4",2,2655.21563440435,2672.29676219278,2693.48981710299,2704.38310617553,2717.0537112283,2744.39959749922
"5",3,2655.21589760297,2672.29680177688,2693.48597732783,2704.38158168143,2717.05515195924,2744.4015667804
"6",3,2655.21589760297,2672.29680177688,2693.48597732783,2704.38158168143,2717.05515195924,2744.4015667804
"7",4,2655.2161509697,2672.28073481146,2693.48321983104,2704.37776488509,2717.04260726422,2744.38689066634
"8",4,2655.2161509697,2672.28073481146,2693.48321983104,2704.37776488509,2717.04260726422,2744.38689066634
"9",5,2655.21640822303,2672.29021965123,2693.50049842856,2704.3945544613,2717.05877479612,2744.39356476977
"10",5,2655.21640822303,2672.29021965123,2693.50049842856,2704.3945544613,2717.05877479612,2744.39356476977
"11",6,2655.21669698134,2672.28790527532,2693.5021038802,2704.39658154341,2717.06255832471,2744.4101347454
"12",6,2655.21669698134,2672.28790527532,2693.5021038802,2704.39658154341,2717.06255832471,2744.4101347454
"13",7,2655.21701339851,2672.27436664273,2693.49815732742,2704.39088533774,2717.04748911254,2744.42532103987
"14",7,2655.21701339851,2672.27436664273,2693.49815732742,2704.39088533774,2717.04748911254,2744.42532103987
"15",8,2655.21732892196,2672.28018065396,2693.50092358199,2704.39391067723,2717.0449299029,2744.43240747167
"16",8,2655.21732892196,2672.28018065396,2693.50092358199,2704.39391067723,2717.0449299029,2744.43240747167
"17",9,2655.21764108832,2672.27621271031,2693.51002183413,2704.40272402006,2717.05608995346,2744.41751443699
"18",9,2655.21764108832,2672.27621271031,2693.51002183413,2704.40272402006,2717.05608995346,2744.41751443699
"19",10,2655.21795768163,2672.28393535387,2693.51677536061,2704.41116159313,2717.06784912934,2744.44805939459
"20",10,2655.21795768163,2672.28393535387,2693.51677536061,2704.41116159313,2717.06784912934,2744.44805939459
"21",11,2655.21826893255,2672.28586423648,2693.51819204395,2704.4127801203,2717.06453685229,2744.46971853054
"22",11,2655.21826893255,2672.28586423648,2693.51819204395,2704.4127801203,2717.06453685229,2744.46971853054
"23",12,2655.21857864715,2672.28005045754,2693.51819386338,2704.41322924971,2717.06161851744,2744.46504577991
"24",12,2655.21857864715,2672.28005045754,2693.51819386338,2704.41322924971,2717.06161851744,2744.46504577991
"25",13,2655.21889229146,2672.2882971281,2693.54337135607,2704.43829182989,2717.08799117506,2744.4725328362
"26",13,2655.21889229146,2672.2882971281,2693.54337135607,2704.43829182989,2717.08799117506,2744.4725328362
"27",14,2655.21924435901,2672.28644763525,2693.54043279883,2704.43450436349,2717.08182201074,2744.48260166189
"28",14,2655.21924435901,2672.28644763525,2693.54043279883,2704.43450436349,2717.08182201074,2744.48260166189
"29",15,2655.21960729396,2672.27868137619,2693.53672397869,2704.43202438975,2717.07847240901,2744.48373397105
"30",15,2655.21960729396,2672.27868137619,2693.53672397869,2704.43202438975,2717.07847240901,2744.48373397105
"31",16,2655.21997264032,2672.27754737725,2693.54129352186,2704.43530162189,2717.07770115176,2744.49736823718
"32",16,2655.21997264032,2672.27754737725,2693.54129352186,2704.43530162189,2717.07770115176,2744.49736823718
"33",17,2655.22035274508,2672.27688799576,2693.54400469823,2704.43731540376,2717.07349131893,2744.49301970666
"34",17,2655.22035274508,2672.27688799576,2693.54400469823,2704.43731540376,2717.07349131893,2744.49301970666
"35",18,2655.22074515489,2672.27877686188,2693.56024228466,2704.45162395365,2717.09076906614,2744.51316131754
"36",18,2655.22074515489,2672.27877686188,2693.56024228466,2704.45162395365,2717.09076906614,2744.51316131754
"37",19,2655.2211472129,2672.28081610311,2693.57159651594,2704.46219928195,2717.09630665879,2744.53655661781
"38",19,2655.2211472129,2672.28081610311,2693.57159651594,2704.46219928195,2717.09630665879,2744.53655661781
"39",20,2655.22154366104,2672.26315599838,2693.56248123333,2704.45008929886,2717.08675275174,2744.52833477313
"40",20,2655.22154366104,2672.26315599838,2693.56248123333,2704.45008929886,2717.08675275174,2744.52833477313
"41",21,2655.22195130583,2672.27966567015,2693.5850198951,2704.47109963688,2717.10267148244,2744.56581484688
"42",21,2655.22195130583,2672.27966567015,2693.5850198951,2704.47109963688,2717.10267148244,2744.56581484688
"43",22,2655.2223509604,2672.2798986017,2693.59435105747,2704.47897303773,2717.12115577426,2744.57096496335
"44",22,2655.2223509604,2672.2798986017,2693.59435105747,2704.47897303773,2717.12115577426,2744.57096496335
"45",23,2655.22274424584,2672.27267225511,2693.60174846815,2704.48043997182,2717.11908303249,2744.58593296162
"46",23,2655.22274424584,2672.27267225511,2693.60174846815,2704.48043997182,2717.11908303249,2744.58593296162
"47",24,2655.22315306394,2672.27037962081,2693.59585510054,2704.47057354489,2717.09859740355,2744.57801347872
"48",24,2655.22315306394,2672.27037962081,2693.59585510054,2704.47057354489,2717.09859740355,2744.57801347872
"49",25,2655.22355702406,2672.28205265961,2693.61651759091,2704.48471913694,2717.06002162165,2744.58330541887
"50",25,2655.22355702406,2672.28205265961,2693.61651759091,2704.48471913694,2717.06002162165,2744.58330541887
"51",26,2655.22394923505,2672.27622240406,2693.62358531369,2704.48303561301,2717.05985986349,2744.58289173969
"52",26,2655.22394923505,2672.27622240406,2693.62358531369,2704.48303561301,2717.05985986349,2744.58289173969
"53",27,2655.22435628645,2672.26707365052,2693.61502966689,2704.4633977466,2717.04176017562,2744.22777122523
"54",27,2655.22435628645,2672.26707365052,2693.61502966689,2704.4633977466,2717.04176017562,2744.22777122523
"55",28,2655.22474745943,2672.27916828998,2693.62375927526,2704.45409771943,2717.03380354603,2744.30389669783
"56",28,2655.22474745943,2672.27916828998,2693.62375927526,2704.45409771943,2717.03380354603,2744.30389669783
"57",29,2655.22515524009,2672.2763951379,2693.49686290889,2704.31280040587,2716.85083981885,2744.21101793109
"58",29,2655.22515524009,2672.2763951379,2693.49686290889,2704.31280040587,2716.85083981885,2744.21101793109
"59",30,2655.2255538706,2672.27044202428,2693.53509292816,2704.3719580456,2716.90902337869,2744.31034988632
"60",30,2655.2255538706,2672.27044202428,2693.53509292816,2704.3719580456,2716.90902337869,2744.31034988632
"61",31,2655.22597375237,2672.26602027065,2693.56850764875,2704.4198629515,2716.9526801525,2744.36731936803
"62",31,2655.22597375237,2672.26602027065,2693.56850764875,2704.4198629515,2716.9526801525,2744.36731936803
"63",32,2655.22641337857,2672.27958188685,2693.58666599725,2704.438538911,2716.9635678384,2744.37701842837
"64",32,2655.22641337857,2672.27958188685,2693.58666599725,2704.438538911,2716.9635678384,2744.37701842837
"65",33,2655.22685462658,2672.26264036955,2693.58039294334,2704.4286186945,2716.94577379891,2744.33815915688
"66",33,2655.22685462658,2672.26264036955,2693.58039294334,2704.4286186945,2716.94577379891,2744.33815915688
"67",34,2655.22734181478,2672.26335073315,2693.59097872326,2704.43977731094,2716.94947403232,2744.35141500157
"68",34,2655.22734181478,2672.26335073315,2693.59097872326,2704.43977731094,2716.94947403232,2744.35141500157
"69",35,2655.227830495,2672.24761674499,2693.60082396919,2704.44768481126,2716.95028122806,2744.35128180705
"70",35,2655.227830495,2672.24761674499,2693.60082396919,2704.44768481126,2716.95028122806,2744.35128180705
"71",36,2655.2283225062,2672.25323601268,2693.61772552064,2704.46641231181,2716.96059484856,2744.35954668523
"72",36,2655.2283225062,2672.25323601268,2693.61772552064,2704.46641231181,2716.96059484856,2744.35954668523
"73",37,2655.22881683414,2672.26204969512,2693.65619013368,2704.50602536296,2716.99279240845,2744.3854656934
"74",37,2655.22881683414,2672.26204969512,2693.65619013368,2704.50602536296,2716.99279240845,2744.3854656934
"75",38,2655.2292996678,2672.23507361404,2693.64301579647,2704.48957243318,2716.96857613013,2744.32905659855
"76",38,2655.2292996678,2672.23507361404,2693.64301579647,2704.48957243318,2716.96857613013,2744.32905659855
"77",39,2655.22978954706,2672.24826331817,2693.67869829089,2704.52750373042,2716.99895389903,2744.35031486231
"78",39,2655.22978954706,2672.24826331817,2693.67869829089,2704.52750373042,2716.99895389903,2744.35031486231
"79",40,2655.23027386924,2672.23951445206,2693.67713487914,2704.52191407671,2716.98350661091,2744.33430865072
"80",40,2655.23027386924,2672.23951445206,2693.67713487914,2704.52191407671,2716.98350661091,2744.33430865072
"81",41,2655.23076675936,2672.22852748253,2693.68326200202,2704.52747934155,2716.98216865457,2744.12114447195
"82",41,2655.23076675936,2672.22852748253,2693.68326200202,2704.52747934155,2716.98216865457,2744.12114447195
"83",42,2655.23125966426,2672.23518152316,2693.71373554411,2704.55942447325,2717.00808202787,2744.15410273812
"84",42,2655.23125966426,2672.23518152316,2693.71373554411,2704.55942447325,2717.00808202787,2744.15410273812
"85",43,2655.23174552601,2672.23433453382,2693.72512798366,2704.56791302158,2717.00958632008,2744.16806682608
"86",43,2655.23174552601,2672.23433453382,2693.72512798366,2704.56791302158,2717.00958632008,2744.16806682608
"87",44,2655.23224238053,2672.22360613554,2693.72967396715,2704.57484509639,2717.00909063296,2744.13011632796
"88",44,2655.23224238053,2672.22360613554,2693.72967396715,2704.57484509639,2717.00909063296,2744.13011632796
"89",45,2655.23272898042,2672.22547681017,2693.74892728297,2704.59030650156,2717.01738771063,2744.16936700855
"90",45,2655.23272898042,2672.22547681017,2693.74892728297,2704.59030650156,2717.01738771063,2744.16936700855
"91",46,2655.23321277231,2672.22009539702,2693.77533600005,2704.61827242339,2717.03735642674,2744.13645266862
"92",46,2655.23321277231,2672.22009539702,2693.77533600005,2704.61827242339,2717.03735642674,2744.13645266862
"93",47,2655.23370364223,2672.2126491607,2693.78227340713,2704.6221892067,2717.03361641998,2744.13083596219
"94",47,2655.23370364223,2672.2126491607,2693.78227340713,2704.6221892067,2717.03361641998,2744.13083596219
"95",48,2655.23419422342,2672.22054707226,2693.8008157464,2704.63926247137,2717.04321051555,2744.14878917009
"96",48,2655.23419422342,2672.22054707226,2693.8008157464,2704.63926247137,2717.04321051555,2744.14878917009
"97",49,2655.23470206496,2672.20930201382,2693.81159505418,2704.64989303743,2717.05277151991,2744.16353486634
"98",49,2655.23470206496,2672.20930201382,2693.81159505418,2704.64989303743,2717.05277151991,2744.16353486634
"99",50,2655.23523732591,2672.19797708319,2693.82671776653,2704.66469090872,2717.06265643614,2744.1247458844
"100",50,2655.23523732591,2672.19797708319,2693.82671776653,2704.66469090872,2717.06265643614,2744.1247458844
"101",51,2655.23578882522,2672.1932323625,2693.85161725881,2704.69011986837,2717.08514845272,2744.10228712932
"102",51,2655.23578882522,2672.1932323625,2693.85161725881,2704.69011986837,2717.08514845272,2744.10228712932
"103",52,2655.23633461908,2672.20507009005,2693.87332310278,2704.70929827622,2717.10188697185,2744.1409165347
"104",52,2655.23633461908,2672.20507009005,2693.87332310278,2704.70929827622,2717.10188697185,2744.1409165347
"105",53,2655.23730961536,2672.18072549383,2693.90003461983,2704.7298532843,2717.11269907067,2744.14778097134
"106",53,2655.23730961536,2672.18072549383,2693.90003461983,2704.7298532843,2717.11269907067,2744.14778097134
