vial,cross,female line,male line,food,month crossed,cross number,plate,TG_concentration
9626,11161 x 11162,11161,11162,(N) Normal,03/12,10,9,0.1819022
9633,11161 x 11162,11161,11162,(F) Fat,03/12,10,11,0.3532751
9633,11161 x 11162,11161,11162,(F) Fat,03/12,10,11,0.5584286
9633,11161 x 11162,11161,11162,(F) Fat,03/12,10,11,0.6071135
9598,11159 x 11160,11159,11160,(N) Normal,03/12,10,12,0.2412852
9598,11159 x 11160,11159,11160,(N) Normal,03/12,10,11,0.3318538
9605,11159 x 11160,11159,11160,(F) Fat,03/12,10,13,0.307107
9605,11159 x 11160,11159,11160,(F) Fat,03/12,10,13,0.4412283
9605,11159 x 11160,11159,11160,(F) Fat,03/12,10,11,0.4948841
9570,11156 x 11157,11156,11157,(N) Normal,03/12,10,12,0.2057356
9570,11156 x 11157,11156,11157,(N) Normal,03/12,10,12,0.2771014
9570,11156 x 11157,11156,11157,(N) Normal,03/12,10,12,0.2974992
9577,11156 x 11157,11156,11157,(F) Fat,03/12,10,12,0.2597868
9577,11156 x 11157,11156,11157,(F) Fat,03/12,10,12,0.4295812
9542,11154 x 11155,11154,11155,(N) Normal,03/12,10,12,0.2695997
9542,11154 x 11155,11154,11155,(N) Normal,03/12,10,12,0.3161449
9542,11154 x 11155,11154,11155,(N) Normal,03/12,10,11,0.48567
9549,11154 x 11155,11154,11155,(F) Fat,03/12,10,11,0.3612755
9528,11153 x 11154,11153,11154,(N) Normal,03/12,10,12,0.397965
9528,11153 x 11154,11153,11154,(N) Normal,03/12,10,12,0.5182798
9528,11153 x 11154,11153,11154,(N) Normal,03/12,10,11,0.4670106
9535,11153 x 11154,11153,11154,(F) Fat,03/12,10,12,0.5269283
9535,11153 x 11154,11153,11154,(F) Fat,03/12,10,11,0.7583594
15184,11150 x 11180,11150,11180,(N) Normal,07/12,27,31,0.643392
15184,11150 x 11180,11150,11180,(N) Normal,07/12,27,31,0.6967182
15184,11150 x 11180,11150,11180,(N) Normal,07/12,27,31,1.3028432
15191,11150 x 11180,11150,11180,(F) Fat,07/12,27,31,0.7975727
15191,11150 x 11180,11150,11180,(F) Fat,07/12,27,31,0.9813141
15191,11150 x 11180,11150,11180,(F) Fat,07/12,27,30,0.2852305
9486,11149 x 11150,11149,11150,(N) Normal,03/12,10,12,0.243638
9486,11149 x 11150,11149,11150,(N) Normal,03/12,10,12,0.2855026
9486,11149 x 11150,11149,11150,(N) Normal,03/12,10,12,0.3192455
9493,11149 x 11150,11149,11150,(F) Fat,03/12,10,12,0.3493149
9493,11149 x 11150,11149,11150,(F) Fat,03/12,10,11,0.3501535
9493,11149 x 11150,11149,11150,(F) Fat,03/12,10,11,0.4692468
15156,11148 x 11150,11148,11150,(N) Normal,07/12,27,31,0.4297045
15156,11148 x 11150,11148,11150,(N) Normal,07/12,27,31,0.7075311
15156,11148 x 11150,11148,11150,(N) Normal,07/12,27,31,0.7327589
15163,11148 x 11150,11148,11150,(F) Fat,07/12,27,46,0.7254424
15163,11148 x 11150,11148,11150,(F) Fat,07/12,27,43,0.4686014
15163,11148 x 11150,11148,11150,(F) Fat,07/12,27,42,0.9448506
9472,11148 x 11149,11148,11149,(N) Normal,03/12,10,11,0.2341835
9472,11148 x 11149,11148,11149,(N) Normal,03/12,10,10,0.2120351
9472,11148 x 11149,11148,11149,(N) Normal,03/12,10,9,0.19394
9479,11148 x 11149,11148,11149,(F) Fat,03/12,10,11,0.3622157
9479,11148 x 11149,11148,11149,(F) Fat,03/12,10,11,0.4459538
9457,11147 x 11148,11147,11148,(N) Normal,03/12,10,13,0.5499161
9444,11146 x 11147,11146,11147,(N) Normal,03/12,10,12,0.4523574
9444,11146 x 11147,11146,11147,(N) Normal,03/12,10,11,0.4329899
9451,11146 x 11147,11146,11147,(F) Fat,03/12,10,12,0.452825
9451,11146 x 11147,11146,11147,(F) Fat,03/12,10,11,0.3015547
9402,11143 x 11105,11143,11105,(N) Normal,03/12,9,10,0.2504909
9402,11143 x 11105,11143,11105,(N) Normal,03/12,9,10,0.6391246
9409,11143 x 11105,11143,11105,(F) Fat,03/12,9,11,0.4747404
9409,11143 x 11105,11143,11105,(F) Fat,03/12,9,11,0.5134763
9409,11143 x 11105,11143,11105,(F) Fat,03/12,9,11,0.541764
9360,11142 x 11116,11142,11116,(N) Normal,03/12,9,11,0.3431736
9360,11142 x 11116,11142,11116,(N) Normal,03/12,9,11,0.395197
9360,11142 x 11116,11142,11116,(N) Normal,03/12,9,11,0.4270468
9367,11142 x 11116,11142,11116,(F) Fat,03/12,9,10,0.6223491
9367,11142 x 11116,11142,11116,(F) Fat,03/12,9,10,0.8620819
9367,11142 x 11116,11142,11116,(F) Fat,03/12,9,9,0.9031462
9346,11138 x 11142,11138,11142,(N) Normal,03/12,9,11,0.4715079
9346,11138 x 11142,11138,11142,(N) Normal,03/12,9,11,0.731232
9353,11138 x 11142,11138,11142,(F) Fat,03/12,9,10,0.5935883
9353,11138 x 11142,11138,11142,(F) Fat,03/12,9,9,0.6088085
9332,11135 x  1138,11135, 1138,(N) Normal,03/12,9,8,0.7443801
9332,11135 x  1138,11135, 1138,(N) Normal,03/12,9,8,0.8483693
9339,11135 x  1138,11135, 1138,(F) Fat,03/12,9,8,0.4228501
9339,11135 x  1138,11135, 1138,(F) Fat,03/12,9,8,0.8728933
9339,11135 x  1138,11135, 1138,(F) Fat,03/12,9,8,0.9441215
15142,11133 x 11149,11133,11149,(N) Normal,07/12,27,47,0.7063558
15142,11133 x 11149,11133,11149,(N) Normal,07/12,27,46,1.0503123
15142,11133 x 11149,11133,11149,(N) Normal,07/12,27,45,0.8842233
15149,11133 x 11149,11133,11149,(F) Fat,07/12,27,47,0.5479885
15149,11133 x 11149,11133,11149,(F) Fat,07/12,27,45,0.829301
15149,11133 x 11149,11133,11149,(F) Fat,07/12,27,43,0.533762
15121,11129 x 11133,11129,11133,(F) Fat,07/12,27,31,0.5842024
15121,11129 x 11133,11129,11133,(F) Fat,07/12,27,30,0.5038391
9290,11129 x 11131,11129,11131,(N) Normal,03/12,9,8,0.4602744
9290,11129 x 11131,11129,11131,(N) Normal,03/12,9,8,0.7650028
9290,11129 x 11131,11129,11131,(N) Normal,03/12,9,8,0.9862304
9291,11129 x 11131,11129,11131,(N) Normal,03/12,9,58,0.6726258
9297,11129 x 11131,11129,11131,(F) Fat,03/12,9,8,0.3384999
9297,11129 x 11131,11129,11131,(F) Fat,03/12,9,8,0.5514162
9297,11129 x 11131,11129,11131,(F) Fat,03/12,9,8,0.883141
15100,11128 x 11131,11128,11131,(N) Normal,07/12,27,31,0.7016603
15100,11128 x 11131,11128,11131,(N) Normal,07/12,27,30,0.5143819
15100,11128 x 11131,11128,11131,(N) Normal,07/12,27,30,0.7906356
15107,11128 x 11131,11128,11131,(F) Fat,07/12,27,45,0.5831949
15107,11128 x 11131,11128,11131,(F) Fat,07/12,27,45,1.3458296
15107,11128 x 11131,11128,11131,(F) Fat,07/12,27,42,1.2087373
9262,11127 x 11128,11127,11128,(N) Normal,03/12,9,10,0.3253432
9262,11127 x 11128,11127,11128,(N) Normal,03/12,9,9,0.3233326
9269,11127 x 11128,11127,11128,(F) Fat,03/12,9,9,0.1939752
9269,11127 x 11128,11127,11128,(F) Fat,03/12,9,9,0.2906705
9248,11126 x 11127,11126,11127,(N) Normal,03/12,9,12,0.3949177
9248,11126 x 11127,11126,11127,(N) Normal,03/12,9,11,0.4210832
9248,11126 x 11127,11126,11127,(N) Normal,03/12,9,11,0.8075737
9255,11126 x 11127,11126,11127,(F) Fat,03/12,9,10,0.5897319
9255,11126 x 11127,11126,11127,(F) Fat,03/12,9,9,0.3218334
9255,11126 x 11127,11126,11127,(F) Fat,03/12,9,9,0.4647018
9213,11121 x 11124,11121,11124,(F) Fat,03/12,9,10,0.5349803
9213,11121 x 11124,11121,11124,(F) Fat,03/12,9,9,0.4452911
15086,11118 x 11129,11118,11129,(N) Normal,07/12,27,31,0.7768477
15086,11118 x 11129,11118,11129,(N) Normal,07/12,27,30,0.9000689
15086,11118 x 11129,11118,11129,(N) Normal,07/12,27,30,0.9002226
15093,11118 x 11129,11118,11129,(F) Fat,07/12,27,31,0.6144081
15093,11118 x 11129,11118,11129,(F) Fat,07/12,27,30,0.5820673
15093,11118 x 11129,11118,11129,(F) Fat,07/12,27,30,0.973601
9164,11117 x 11118,11117,11118,(N) Normal,03/12,8,9,0.3823734
9164,11117 x 11118,11117,11118,(N) Normal,03/12,8,9,0.6434199
9171,11117 x 11118,11117,11118,(F) Fat,03/12,8,10,0.5029799
9171,11117 x 11118,11117,11118,(F) Fat,03/12,8,9,0.3568538
9171,11117 x 11118,11117,11118,(F) Fat,03/12,8,9,0.471224
9192,11116 x 11121,11116,11121,(N) Normal,03/12,9,9,0.2547314
9192,11116 x 11121,11116,11121,(N) Normal,03/12,9,9,0.2942224
9192,11116 x 11121,11116,11121,(N) Normal,03/12,9,9,0.3128747
9199,11116 x 11121,11116,11121,(F) Fat,03/12,9,8,0.5113214
9199,11116 x 11121,11116,11121,(F) Fat,03/12,9,8,0.6092791
9150,11114 x 11117,11114,11117,(N) Normal,03/12,8,10,0.3953353
9150,11114 x 11117,11114,11117,(N) Normal,03/12,8,10,0.9415081
9150,11114 x 11117,11114,11117,(N) Normal,03/12,8,9,0.3323421
9154,11114 x 11117,11114,11117,(N) Normal,03/12,8,11,0.597288
9157,11114 x 11117,11114,11117,(F) Fat,03/12,8,8,0.3850384
9157,11114 x 11117,11114,11117,(F) Fat,03/12,8,8,0.4891357
9157,11114 x 11117,11114,11117,(F) Fat,03/12,8,8,0.6291993
9136,11113 x 11114,11113,11114,(N) Normal,03/12,8,8,0.5680876
9136,11113 x 11114,11113,11114,(N) Normal,03/12,8,8,0.6737173
9143,11113 x 11114,11113,11114,(F) Fat,03/12,8,8,0.5042526
9143,11113 x 11114,11113,11114,(F) Fat,03/12,8,8,0.9640334
9143,11113 x 11114,11113,11114,(F) Fat,03/12,8,8,0.9664604
9122,11112 x 11113,11112,11113,(N) Normal,03/12,8,10,0.4111092
9122,11112 x 11113,11112,11113,(N) Normal,03/12,8,9,0.3779125
15072,11111 x 11128,11111,11128,(N) Normal,07/12,27,31,0.7719121
15072,11111 x 11128,11111,11128,(N) Normal,07/12,27,30,0.4938083
15072,11111 x 11128,11111,11128,(N) Normal,07/12,27,30,0.9426337
15079,11111 x 11128,11111,11128,(F) Fat,07/12,27,44,0.9006991
15079,11111 x 11128,11111,11128,(F) Fat,07/12,27,43,0.9622208
9108,11111 x 11112,11111,11112,(N) Normal,03/12,8,8,0.5335622
9108,11111 x 11112,11111,11112,(N) Normal,03/12,8,8,0.8592614
9108,11111 x 11112,11111,11112,(N) Normal,03/12,8,8,1.0247635
9115,11111 x 11112,11111,11112,(F) Fat,03/12,8,10,0.2384303
9115,11111 x 11112,11111,11112,(F) Fat,03/12,8,10,0.293998
9115,11111 x 11112,11111,11112,(F) Fat,03/12,8,9,0.2795952
9388,11109 x 11143,11109,11143,(N) Normal,03/12,9,11,0.3529388
9395,11109 x 11143,11109,11143,(F) Fat,03/12,9,9,0.3721961
9398,11109 x 11143,11109,11143,(F) Fat,03/12,9,11,0.4028857
15044,11109 x 11111,11109,11111,(N) Normal,07/12,27,31,0.9093456
15044,11109 x 11111,11109,11111,(N) Normal,07/12,27,30,0.5725201
15051,11109 x 11111,11109,11111,(F) Fat,07/12,27,30,0.6781705
15051,11109 x 11111,11109,11111,(F) Fat,07/12,27,30,1.0180399
9066,11106 x 11107,11106,11107,(N) Normal,03/12,8,9,0.4276054
9073,11106 x 11107,11106,11107,(F) Fat,03/12,8,10,0.4131413
9073,11106 x 11107,11106,11107,(F) Fat,03/12,8,9,0.3830611
9374,11105 x 11109,11105,11109,(N) Normal,03/12,9,8,0.710711
9052,11104 x 11106,11104,11106,(N) Normal,03/12,8,10,0.3297009
9052,11104 x 11106,11104,11106,(N) Normal,03/12,8,9,0.4019351
9052,11104 x 11106,11104,11106,(N) Normal,03/12,8,9,0.4178744
9059,11104 x 11106,11104,11106,(F) Fat,03/12,8,10,0.3093568
9059,11104 x 11106,11104,11106,(F) Fat,03/12,8,9,0.383184
9059,11104 x 11106,11104,11106,(F) Fat,03/12,8,9,0.4525506
15016,11104 x 11099,11104,11099,(N) Normal,07/12,27,31,0.6620519
15016,11104 x 11099,11104,11099,(N) Normal,07/12,27,30,0.7703884
15023,11104 x 11099,11104,11099,(F) Fat,07/12,27,46,0.735179
15023,11104 x 11099,11104,11099,(F) Fat,07/12,27,46,0.7854035
15023,11104 x 11099,11104,11099,(F) Fat,07/12,27,45,0.7183074
15001,11103 x 11097,11103,11097,(N) Normal,07/12,27,31,0.4115311
15002,11103 x 11097,11103,11097,(N) Normal,07/12,27,31,0.5909495
15002,11103 x 11097,11103,11097,(N) Normal,07/12,27,30,0.5255181
15002,11103 x 11097,11103,11097,(N) Normal,07/12,27,30,0.7017845
15009,11103 x 11097,11103,11097,(F) Fat,07/12,27,31,0.5208029
9010,11100 x 11081,11100,11081,(N) Normal,03/12,7,10,0.325833
9010,11100 x 11081,11100,11081,(N) Normal,03/12,7,10,0.3934675
9010,11100 x 11081,11100,11081,(N) Normal,03/12,7,9,0.2949863
9017,11100 x 11081,11100,11081,(F) Fat,03/12,7,10,0.2366601
9017,11100 x 11081,11100,11081,(F) Fat,03/12,7,10,0.2760572
9017,11100 x 11081,11100,11081,(F) Fat,03/12,7,9,0.2267245
14974,11099 x 11101,11099,11101,(N) Normal,07/12,27,30,0.701589
14974,11099 x 11101,11099,11101,(N) Normal,07/12,27,30,1.0614628
14981,11099 x 11101,11099,11101,(F) Fat,07/12,27,31,1.0029558
14981,11099 x 11101,11099,11101,(F) Fat,07/12,27,30,0.6457699
14946,11097 x 11104,11097,11104,(N) Normal,07/12,27,30,0.2954922
14946,11097 x 11104,11097,11104,(N) Normal,07/12,27,30,0.3033669
14946,11097 x 11104,11097,11104,(N) Normal,07/12,27,30,0.8136973
14953,11097 x 11104,11097,11104,(F) Fat,07/12,27,31,0.4182643
14953,11097 x 11104,11097,11104,(F) Fat,07/12,27,30,0.3812526
14953,11097 x 11104,11097,11104,(F) Fat,07/12,27,30,0.3826387
8919,11093 x 11094,11093,11094,(F) Fat,03/12,7,10,0.3177024
8919,11093 x 11094,11093,11094,(F) Fat,03/12,7,9,0.3354188
8919,11093 x 11094,11093,11094,(F) Fat,03/12,7,6,0.2351724
8899,11092 x 11093,11092,11093,(N) Normal,03/12,7,10,0.3241333
8899,11092 x 11093,11092,11093,(N) Normal,03/12,7,10,0.4221992
8899,11092 x 11093,11092,11093,(N) Normal,03/12,7,9,0.269335
8905,11092 x 11093,11092,11093,(F) Fat,03/12,7,10,0.2920728
8905,11092 x 11093,11092,11093,(F) Fat,03/12,7,9,0.3185919
8905,11092 x 11093,11092,11093,(F) Fat,03/12,7,9,0.4016707
8884,11091 x 11092,11091,11092,(N) Normal,03/12,7,7,0.4569833
8884,11091 x 11092,11091,11092,(N) Normal,03/12,7,7,0.8079628
8884,11091 x 11092,11091,11092,(N) Normal,03/12,7,6,0.4025678
8891,11091 x 11092,11091,11092,(F) Fat,03/12,7,7,0.3206216
8891,11091 x 11092,11091,11092,(F) Fat,03/12,7,7,0.4445121
8891,11091 x 11092,11091,11092,(F) Fat,03/12,7,7,0.6371148
8856,11089 x 11090,11089,11090,(N) Normal,03/12,7,6,0.404966
8856,11089 x 11090,11089,11090,(N) Normal,03/12,7,6,0.4773165
8856,11089 x 11090,11089,11090,(N) Normal,03/12,7,6,0.8979729
8863,11089 x 11090,11089,11090,(F) Fat,03/12,7,6,0.3752397
8863,11089 x 11090,11089,11090,(F) Fat,03/12,7,6,0.4147132
8863,11089 x 11090,11089,11090,(F) Fat,03/12,7,6,0.8145718
14897,11087 x 11094,11087,11094,(F) Fat,07/12,27,47,0.5638415
14897,11087 x 11094,11087,11094,(F) Fat,07/12,27,46,0.6290521
14897,11087 x 11094,11087,11094,(F) Fat,07/12,27,43,0.4585261
8834,11086 x 11087,11086,11087,(F) Fat,03/12,7,7,0.3331896
8834,11086 x 11087,11086,11087,(F) Fat,03/12,7,7,0.4523127
8835,11086 x 11087,11086,11087,(F) Fat,03/12,7,10,0.3119115
8835,11086 x 11087,11086,11087,(F) Fat,03/12,7,10,0.3338019
8835,11086 x 11087,11086,11087,(F) Fat,03/12,7,9,0.3290321
8814,11085 x 11086,11085,11086,(N) Normal,03/12,7,10,0.440506
8814,11085 x 11086,11085,11086,(N) Normal,03/12,7,9,0.4287729
14862,11084 x 11098,11084,11098,(N) Normal,07/12,27,45,0.4338371
14862,11084 x 11098,11084,11098,(N) Normal,07/12,27,44,0.7656409
14869,11084 x 11098,11084,11098,(F) Fat,07/12,27,31,0.3721779
14869,11084 x 11098,11084,11098,(F) Fat,07/12,27,31,0.4083165
14869,11084 x 11098,11084,11098,(F) Fat,07/12,27,31,0.693926
8772,11081 x 11083,11081,11083,(N) Normal,03/12,7,6,0.3151606
14855,11079 x 11084,11079,11084,(F) Fat,07/12,27,31,0.8988823
14855,11079 x 11084,11079,11084,(F) Fat,07/12,27,27,0.8908874
14841,11078 x 11096,11078,11096,(F) Fat,07/12,27,47,0.6837922
14841,11078 x 11096,11078,11096,(F) Fat,07/12,27,45,0.8811399
8730,11077 x 11078,11077,11078,(N) Normal,02/12,6,7,1.2198373
8730,11077 x 11078,11077,11078,(N) Normal,02/12,6,6,0.4154481
8730,11077 x 11078,11077,11078,(N) Normal,02/12,6,6,2.2725833
8737,11077 x 11078,11077,11078,(F) Fat,02/12,6,7,0.6619224
8737,11077 x 11078,11077,11078,(F) Fat,02/12,6,6,0.6402148
8716,11076 x 11077,11076,11077,(N) Normal,02/12,6,7,0.3831458
8716,11076 x 11077,11076,11077,(N) Normal,02/12,6,6,0.3021409
8716,11076 x 11077,11076,11077,(N) Normal,02/12,6,6,0.3085867
8723,11076 x 11077,11076,11077,(F) Fat,02/12,6,7,0.8072415
8723,11076 x 11077,11076,11077,(F) Fat,02/12,6,7,1.2773029
8723,11076 x 11077,11076,11077,(F) Fat,02/12,6,6,0.6432377
8702,11074 x 11076,11074,11076,(N) Normal,02/12,6,7,0.5387485
8702,11074 x 11076,11074,11076,(N) Normal,02/12,6,7,0.6921643
8702,11074 x 11076,11074,11076,(N) Normal,02/12,6,7,0.8122422
8709,11074 x 11076,11074,11076,(F) Fat,02/12,6,7,0.3748017
8709,11074 x 11076,11074,11076,(F) Fat,02/12,6,7,0.3985112
8709,11074 x 11076,11074,11076,(F) Fat,02/12,6,7,0.4451442
14820,11073 x 11078,11073,11078,(N) Normal,07/12,27,46,0.7972333
14820,11073 x 11078,11073,11078,(N) Normal,07/12,27,45,0.6525033
14820,11073 x 11078,11073,11078,(N) Normal,07/12,27,43,1.0977681
14827,11073 x 11078,11073,11078,(F) Fat,07/12,27,47,0.5931825
14827,11073 x 11078,11073,11078,(F) Fat,07/12,27,46,0.5211316
14827,11073 x 11078,11073,11078,(F) Fat,07/12,27,44,0.6803743
8688,11073 x 11074,11073,11074,(N) Normal,02/12,6,6,0.2463252
8688,11073 x 11074,11073,11074,(N) Normal,02/12,6,6,0.2881334
8695,11073 x 11074,11073,11074,(F) Fat,02/12,6,7,0.4566414
8695,11073 x 11074,11073,11074,(F) Fat,02/12,6,6,0.2714589
14722,11071 x 12096,11071,12096,(N) Normal,07/12,26,45,0.54876
14722,11071 x 12096,11071,12096,(N) Normal,07/12,26,45,0.6173298
14722,11071 x 12096,11071,12096,(N) Normal,07/12,26,45,0.7444825
14806,11071 x 11073,11071,11073,(N) Normal,07/12,27,46,0.7473495
14806,11071 x 11073,11071,11073,(N) Normal,07/12,27,44,0.7273387
14806,11071 x 11073,11071,11073,(N) Normal,07/12,27,43,0.6005727
14813,11071 x 11073,11071,11073,(F) Fat,07/12,27,31,0.5330606
14813,11071 x 11073,11071,11073,(F) Fat,07/12,27,30,0.5421273
14813,11071 x 11073,11071,11073,(F) Fat,07/12,27,30,0.6167947
14708,11068 x 11071,11068,11071,(N) Normal,07/12,26,40,0.6291965
14708,11068 x 11071,11068,11071,(N) Normal,07/12,26,39,0.4082939
14708,11068 x 11071,11068,11071,(N) Normal,07/12,26,39,0.4794947
14715,11068 x 11071,11068,11071,(F) Fat,07/12,26,47,0.4422866
14715,11068 x 11071,11068,11071,(F) Fat,07/12,26,43,0.5551845
8645,11068 x 11069,11068,11069,(N) Normal,02/12,6,7,0.5505379
8646,11068 x 11069,11068,11069,(N) Normal,02/12,6,7,0.5998531
8646,11068 x 11069,11068,11069,(N) Normal,02/12,6,6,0.2368575
8646,11068 x 11069,11068,11069,(N) Normal,02/12,6,6,0.2963909
8653,11068 x 11069,11068,11069,(F) Fat,02/12,6,7,0.1987
8653,11068 x 11069,11068,11069,(F) Fat,02/12,6,7,0.2432255
14681,11066 x 11067,11066,11067,(N) Normal,07/12,26,47,0.5547507
14681,11066 x 11067,11066,11067,(N) Normal,07/12,26,46,0.5964833
14681,11066 x 11067,11066,11067,(N) Normal,07/12,26,44,0.8554473
14687,11066 x 11067,11066,11067,(F) Fat,07/12,26,46,0.6001651
14687,11066 x 11067,11066,11067,(F) Fat,07/12,26,44,0.4866468
14687,11066 x 11067,11066,11067,(F) Fat,07/12,26,42,0.5417993
14666,11065 x 11066,11065,11066,(N) Normal,07/12,26,46,0.7203884
14666,11065 x 11066,11065,11066,(N) Normal,07/12,26,45,0.9664417
14673,11065 x 11066,11065,11066,(F) Fat,07/12,26,45,0.7883897
14673,11065 x 11066,11065,11066,(F) Fat,07/12,26,43,0.6333266
8590,11063 x 11065,11063,11065,(N) Normal,02/12,6,7,0.1858362
8590,11063 x 11065,11063,11065,(N) Normal,02/12,6,6,0.2968332
8590,11063 x 11065,11063,11065,(N) Normal,02/12,6,6,0.4253883
8597,11063 x 11065,11063,11065,(F) Fat,02/12,6,7,0.5760686
8597,11063 x 11065,11063,11065,(F) Fat,02/12,6,7,0.6184466
8597,11063 x 11065,11063,11065,(F) Fat,02/12,6,6,0.4716803
14652,11063 x 11065,11063,11065,(N) Normal,07/12,26,39,0.6719587
14652,11063 x 11065,11063,11065,(N) Normal,07/12,26,39,0.7114121
14659,11063 x 11065,11063,11065,(F) Fat,07/12,26,47,0.9462818
14659,11063 x 11065,11063,11065,(F) Fat,07/12,26,47,1.0222713
14659,11063 x 11065,11063,11065,(F) Fat,07/12,26,44,0.8317489
14638,11062 x 11063,11062,11063,(N) Normal,07/12,26,39,0.6718052
14638,11062 x 11063,11062,11063,(N) Normal,07/12,26,39,0.8353801
14645,11062 x 11063,11062,11063,(F) Fat,07/12,26,47,0.8013308
14645,11062 x 11063,11062,11063,(F) Fat,07/12,26,46,0.87256
14645,11062 x 11063,11062,11063,(F) Fat,07/12,26,46,0.8849229
8562,11060 x 11062,11060,11062,(N) Normal,02/12,6,6,0.3090861
8562,11060 x 11062,11060,11062,(N) Normal,02/12,6,6,0.3798511
8562,11060 x 11062,11060,11062,(N) Normal,02/12,6,6,0.6647808
8569,11060 x 11062,11060,11062,(F) Fat,02/12,6,7,0.9008928
8569,11060 x 11062,11060,11062,(F) Fat,02/12,6,7,1.1433163
8569,11060 x 11062,11060,11062,(F) Fat,02/12,6,6,0.5370462
14781,11059 x 11062,11059,11062,(N) Normal,07/12,26,40,0.7608788
14781,11059 x 11062,11059,11062,(N) Normal,07/12,26,39,0.619267
14781,11059 x 11062,11059,11062,(N) Normal,07/12,26,39,0.7658351
14785,11059 x 11062,11059,11062,(F) Fat,07/12,26,46,0.5786326
14785,11059 x 11062,11059,11062,(F) Fat,07/12,26,44,0.3880481
14785,11059 x 11062,11059,11062,(F) Fat,07/12,26,43,0.940558
8548,11059 x 11060,11059,11060,(N) Normal,02/12,6,7,0.2769073
8548,11059 x 11060,11059,11060,(N) Normal,02/12,6,7,0.3901798
8548,11059 x 11060,11059,11060,(N) Normal,02/12,6,6,0.3756415
8548,11059 x 11060,11059,11060,(N) Normal,02/12,6,6,0.5810708
8555,11059 x 11060,11059,11060,(F) Fat,02/12,6,7,0.5129837
8555,11059 x 11060,11059,11060,(F) Fat,02/12,6,6,0.3893016
8555,11059 x 11060,11059,11060,(F) Fat,02/12,6,6,0.8077556
8534,11058 x 11040,11058,11040,(N) Normal,02/12,5,6,0.5960784
8541,11058 x 11040,11058,11040,(F) Fat,02/12,5,7,0.8131926
8541,11058 x 11040,11058,11040,(F) Fat,02/12,5,7,0.9575169
14624,11057 x 11059,11057,11059,(N) Normal,07/12,26,40,0.9073441
14624,11057 x 11059,11057,11059,(N) Normal,07/12,26,39,0.8190587
14624,11057 x 11059,11057,11059,(N) Normal,07/12,26,39,1.2997246
14628,11057 x 11059,11057,11059,(N) Normal,07/12,26,39,0.5289899
14630,11057 x 11059,11057,11059,(F) Fat,07/12,26,45,0.6526497
14630,11057 x 11059,11057,11059,(F) Fat,07/12,26,43,0.4705109
14630,11057 x 11059,11057,11059,(F) Fat,07/12,26,42,0.7437261
8422,11057 x 11035,11057,11035,(N) Normal,02/12,4,4,0.2299929
8422,11057 x 11035,11057,11035,(N) Normal,02/12,4,3,0.1373688
8429,11057 x 11035,11057,11035,(F) Fat,02/12,4,4,0.2706522
8429,11057 x 11035,11057,11035,(F) Fat,02/12,4,4,0.328683
8408,11056 x 11057,11056,11057,(N) Normal,02/12,4,3,0.1326485
8408,11056 x 11057,11056,11057,(N) Normal,02/12,4,3,0.4442063
8394,11055 x 11056,11055,11056,(N) Normal,02/12,4,3,0.0976867
8394,11055 x 11056,11055,11056,(N) Normal,02/12,4,3,0.1277024
8394,11055 x 11056,11055,11056,(N) Normal,02/12,4,3,0.1673367
8401,11055 x 11056,11055,11056,(F) Fat,02/12,4,3,0.1099448
8401,11055 x 11056,11055,11056,(F) Fat,02/12,4,3,0.1355512
8401,11055 x 11056,11055,11056,(F) Fat,02/12,4,3,0.1667059
14610,11054 x 11056,11054,11056,(N) Normal,07/12,26,41,0.7370579
14610,11054 x 11056,11054,11056,(N) Normal,07/12,26,41,0.8670758
14610,11054 x 11056,11054,11056,(N) Normal,07/12,26,41,1.4271329
14617,11054 x 11056,11054,11056,(F) Fat,07/12,26,40,0.8010349
14617,11054 x 11056,11054,11056,(F) Fat,07/12,26,39,0.6493602
14617,11054 x 11056,11054,11056,(F) Fat,07/12,26,39,0.7617918
8380,11054 x 11055,11054,11055,(N) Normal,02/12,4,3,0.1735336
8380,11054 x 11055,11054,11055,(N) Normal,02/12,4,3,0.1870387
8380,11054 x 11055,11054,11055,(N) Normal,02/12,4,3,0.2377163
8387,11054 x 11055,11054,11055,(F) Fat,02/12,4,3,0.1528159
8387,11054 x 11055,11054,11055,(F) Fat,02/12,4,3,0.1673959
8387,11054 x 11055,11054,11055,(F) Fat,02/12,4,3,0.1941032
8366,11053 x 11054,11053,11054,(N) Normal,02/12,4,3,0.2088064
8366,11053 x 11054,11053,11054,(N) Normal,02/12,4,3,0.2969076
8373,11053 x 11054,11053,11054,(F) Fat,02/12,4,3,0.1368271
8373,11053 x 11054,11053,11054,(F) Fat,02/12,4,3,0.182067
8373,11053 x 11054,11053,11054,(F) Fat,02/12,4,3,0.2141314
8527,11052 x 11058,11052,11058,(F) Fat,02/12,5,4,0.125943
8527,11052 x 11058,11052,11058,(F) Fat,02/12,5,4,0.2566555
8527,11052 x 11058,11052,11058,(F) Fat,02/12,5,4,0.3946704
8352,11051 x 11053,11051,11053,(N) Normal,02/12,4,2,0.0674141
8352,11051 x 11053,11051,11053,(N) Normal,02/12,4,2,0.1199263
8352,11051 x 11053,11051,11053,(N) Normal,02/12,4,2,0.3359161
8359,11051 x 11053,11051,11053,(F) Fat,02/12,4,3,0.2255093
8359,11051 x 11053,11051,11053,(F) Fat,02/12,4,3,0.2784736
