vial,cross,female line,male line,food,month crossed,cross number,plate,TG_concentration
19468,12336 x 12337,12336,12337,(N) Normal,12/12,48,82,0.2005095
19468,12336 x 12337,12336,12337,(N) Normal,12/12,48,82,0.4722979
19468,12336 x 12337,12336,12337,(N) Normal,12/12,48,79,0.1988163
19475,12336 x 12337,12336,12337,(F) Fat,12/12,48,83,0.3873551
19475,12336 x 12337,12336,12337,(F) Fat,12/12,48,83,0.7739798
19475,12336 x 12337,12336,12337,(F) Fat,12/12,48,79,0.6067269
19412,12327 x 12332,12327,12332,(N) Normal,12/12,47,88,0.71383099
19419,12327 x 12332,12327,12332,(F) Fat,12/12,47,88,0.54852034
19419,12327 x 12332,12327,12332,(F) Fat,12/12,47,88,0.78567239
19405,12324 x 12327,12324,12327,(F) Fat,12/12,47,88,0.65986467
19405,12324 x 12327,12324,12327,(F) Fat,12/12,47,88,0.81616372
19405,12324 x 12327,12324,12327,(F) Fat,12/12,47,88,0.82988456
19356,12321 x 12322,12321,12322,(N) Normal,12/12,47,88,0.54397925
19356,12321 x 12322,12321,12322,(N) Normal,12/12,47,88,0.55345459
19356,12321 x 12322,12321,12322,(N) Normal,12/12,47,88,0.73723346
19363,12321 x 12322,12321,12322,(F) Fat,12/12,47,88,0.59216136
19363,12321 x 12322,12321,12322,(F) Fat,12/12,47,88,0.6376455
19363,12321 x 12322,12321,12322,(F) Fat,12/12,47,88,0.76244091
19314,12317 x 12318,12317,12318,(N) Normal,12/12,47,88,0.62780177
19314,12317 x 12318,12317,12318,(N) Normal,12/12,47,88,0.67913447
19314,12317 x 12318,12317,12318,(N) Normal,12/12,47,88,0.70051932
19317,12317 x 12318,12317,12318,(N) Normal,12/12,47,79,0.3181434
19321,12317 x 12318,12317,12318,(F) Fat,12/12,47,88,0.59910517
19321,12317 x 12318,12317,12318,(F) Fat,12/12,47,88,0.64275559
19321,12317 x 12318,12317,12318,(F) Fat,12/12,47,88,0.67662339
19272,12314 x 12315,12314,12315,(N) Normal,12/12,47,82,0.5973301
19272,12314 x 12315,12314,12315,(N) Normal,12/12,47,80,0.4204854
19279,12314 x 12315,12314,12315,(F) Fat,12/12,47,88,0.59077477
19279,12314 x 12315,12314,12315,(F) Fat,12/12,47,88,0.60525569
19279,12314 x 12315,12314,12315,(F) Fat,12/12,47,88,0.66729422
19257,12313 x 12314,12313,12314,(N) Normal,12/12,47,83,0.7215804
19258,12313 x 12314,12313,12314,(N) Normal,12/12,47,81,0.5650746
19258,12313 x 12314,12313,12314,(N) Normal,12/12,47,80,0.3283642
19258,12313 x 12314,12313,12314,(N) Normal,12/12,47,80,0.4017446
19265,12313 x 12314,12313,12314,(F) Fat,12/12,47,88,0.75535455
19265,12313 x 12314,12313,12314,(F) Fat,12/12,47,88,0.75736407
19265,12313 x 12314,12313,12314,(F) Fat,12/12,47,88,0.89456631
19216,12309 x 12310,12309,12310,(N) Normal,11/12,46,81,0.5798248
19216,12309 x 12310,12309,12310,(N) Normal,11/12,46,80,0.4526244
19216,12309 x 12310,12309,12310,(N) Normal,11/12,46,79,0.4370525
19223,12309 x 12310,12309,12310,(F) Fat,11/12,46,82,0.9927243
19223,12309 x 12310,12309,12310,(F) Fat,11/12,46,80,0.4142518
19223,12309 x 12310,12309,12310,(F) Fat,11/12,46,80,0.4873003
19209,12308 x 12309,12308,12309,(F) Fat,11/12,46,80,0.5044919
19188,12307 x 12308,12307,12308,(N) Normal,11/12,46,82,0.4424107
19188,12307 x 12308,12307,12308,(N) Normal,11/12,46,80,0.4145066
19174,12306 x 12307,12306,12307,(N) Normal,11/12,46,83,0.3687813
19174,12306 x 12307,12306,12307,(N) Normal,11/12,46,83,0.416891
19174,12306 x 12307,12306,12307,(N) Normal,11/12,46,82,0.9220909
19181,12306 x 12307,12306,12307,(F) Fat,11/12,46,82,0.3869075
19181,12306 x 12307,12306,12307,(F) Fat,11/12,46,81,0.3251251
19146,12304 x 12305,12304,12305,(N) Normal,11/12,46,83,0.3696337
19146,12304 x 12305,12304,12305,(N) Normal,11/12,46,83,0.3846611
19146,12304 x 12305,12304,12305,(N) Normal,11/12,46,81,0.6416
19153,12304 x 12305,12304,12305,(F) Fat,11/12,46,83,0.2672083
19153,12304 x 12305,12304,12305,(F) Fat,11/12,46,81,0.3792257
19153,12304 x 12305,12304,12305,(F) Fat,11/12,46,73,0.4253181
19132,12302 x 12304,12302,12304,(N) Normal,11/12,46,82,1.1696492
19132,12302 x 12304,12302,12304,(N) Normal,11/12,46,80,0.4832351
19132,12302 x 12304,12302,12304,(N) Normal,11/12,46,80,0.4878977
19139,12302 x 12304,12302,12304,(F) Fat,11/12,46,82,0.6328168
19139,12302 x 12304,12302,12304,(F) Fat,11/12,46,82,0.7099686
19139,12302 x 12304,12302,12304,(F) Fat,11/12,46,80,0.2693446
19097,12299 x 12300,12299,12300,(F) Fat,11/12,46,81,0.6959957
19097,12299 x 12300,12299,12300,(F) Fat,11/12,46,81,0.7287088
19076,12298 x 12299,12298,12299,(N) Normal,11/12,46,83,0.5436395
19076,12298 x 12299,12298,12299,(N) Normal,11/12,46,81,0.4192011
19076,12298 x 12299,12298,12299,(N) Normal,11/12,46,80,0.5031768
19077,12298 x 12299,12298,12299,(N) Normal,11/12,46,82,0.8347937
19083,12298 x 12299,12298,12299,(F) Fat,11/12,46,83,0.8734923
19083,12298 x 12299,12298,12299,(F) Fat,11/12,46,82,0.3769497
19083,12298 x 12299,12298,12299,(F) Fat,11/12,46,79,0.321227
19062,12297 x 12284,12297,12284,(N) Normal,11/12,45,81,0.3471518
19069,12297 x 12284,12297,12284,(F) Fat,11/12,45,80,0.4578393
19048,12296 x 12297,12296,12297,(N) Normal,11/12,45,78,0.4275158
19048,12296 x 12297,12296,12297,(N) Normal,11/12,45,77,0.5170004
19048,12296 x 12297,12296,12297,(N) Normal,11/12,45,74,0.5428529
19055,12296 x 12297,12296,12297,(F) Fat,11/12,45,81,0.8443138
19055,12296 x 12297,12296,12297,(F) Fat,11/12,45,80,0.9313101
19055,12296 x 12297,12296,12297,(F) Fat,11/12,45,79,1.1398472
19034,12295 x 12296,12295,12296,(N) Normal,11/12,45,77,0.3738932
19034,12295 x 12296,12295,12296,(N) Normal,11/12,45,77,0.5006081
19041,12295 x 12296,12295,12296,(F) Fat,11/12,45,79,0.8123872
19020,12294 x 12295,12294,12295,(N) Normal,11/12,45,83,0.8272306
19021,12294 x 12295,12294,12295,(N) Normal,11/12,45,83,0.3745404
19027,12294 x 12295,12294,12295,(F) Fat,11/12,45,81,0.4793676
19027,12294 x 12295,12294,12295,(F) Fat,11/12,45,79,0.5371773
18978,12291 x 12292,12291,12292,(N) Normal,11/12,45,78,0.3799613
18978,12291 x 12292,12291,12292,(N) Normal,11/12,45,74,0.5015723
18978,12291 x 12292,12291,12292,(N) Normal,11/12,45,73,0.2971929
18985,12291 x 12292,12291,12292,(F) Fat,11/12,45,83,0.8978817
18985,12291 x 12292,12291,12292,(F) Fat,11/12,45,81,0.6366243
18957,12289 x 12290,12289,12290,(F) Fat,11/12,45,77,0.4194352
18958,12289 x 12290,12289,12290,(F) Fat,11/12,45,82,0.6707748
18936,12288 x 12289,12288,12289,(N) Normal,11/12,45,77,0.5003579
18936,12288 x 12289,12288,12289,(N) Normal,11/12,45,74,0.3593818
18922,12287 x 12288,12287,12288,(N) Normal,11/12,45,82,0.3457752
18922,12287 x 12288,12287,12288,(N) Normal,11/12,45,81,0.3328883
18922,12287 x 12288,12287,12288,(N) Normal,11/12,45,80,0.3097917
18929,12287 x 12288,12287,12288,(F) Fat,11/12,45,83,1.2187631
18929,12287 x 12288,12287,12288,(F) Fat,11/12,45,82,0.455304
18929,12287 x 12288,12287,12288,(F) Fat,11/12,45,80,0.7472241
18908,12286 x 12287,12286,12287,(N) Normal,11/12,45,78,0.4178541
18908,12286 x 12287,12286,12287,(N) Normal,11/12,45,74,0.4366407
18880,12284 x 12285,12284,12285,(N) Normal,11/12,45,78,0.3232781
18880,12284 x 12285,12284,12285,(N) Normal,11/12,45,78,0.3783841
18887,12284 x 12285,12284,12285,(F) Fat,11/12,45,82,0.7218332
18887,12284 x 12285,12284,12285,(F) Fat,11/12,45,78,0.565041
18852,12281 x 12282,12281,12282,(N) Normal,11/12,44,82,0.3971506
18859,12281 x 12282,12281,12282,(F) Fat,11/12,44,83,0.4376
18859,12281 x 12282,12281,12282,(F) Fat,11/12,44,81,0.5249298
18838,12280 x 12281,12280,12281,(N) Normal,11/12,44,83,0.5395418
18838,12280 x 12281,12280,12281,(N) Normal,11/12,44,82,0.5952246
18845,12280 x 12281,12280,12281,(F) Fat,11/12,44,78,0.4524386
18824,12279 x 12280,12279,12280,(N) Normal,11/12,44,79,0.5113364
18810,12278 x 12279,12278,12279,(N) Normal,11/12,44,83,0.4549966
18810,12278 x 12279,12278,12279,(N) Normal,11/12,44,82,0.5918016
18810,12278 x 12279,12278,12279,(N) Normal,11/12,44,79,0.6525796
18817,12278 x 12279,12278,12279,(F) Fat,11/12,44,77,0.5310897
18817,12278 x 12279,12278,12279,(F) Fat,11/12,44,77,0.5669418
18817,12278 x 12279,12278,12279,(F) Fat,11/12,44,74,0.6091312
18796,12277 x 12278,12277,12278,(N) Normal,11/12,44,78,0.2620789
18796,12277 x 12278,12277,12278,(N) Normal,11/12,44,77,0.3356312
18796,12277 x 12278,12277,12278,(N) Normal,11/12,44,77,0.3647027
18803,12277 x 12278,12277,12278,(F) Fat,11/12,44,83,0.3685998
18803,12277 x 12278,12277,12278,(F) Fat,11/12,44,82,0.5536966
18803,12277 x 12278,12277,12278,(F) Fat,11/12,44,79,0.6597276
18775,12274 x 12275,12274,12275,(F) Fat,11/12,44,78,0.6515041
18726,12271 x 12272,12271,12272,(N) Normal,11/12,44,83,0.864692
18733,12271 x 12272,12271,12272,(F) Fat,11/12,44,78,0.2855474
18733,12271 x 12272,12271,12272,(F) Fat,11/12,44,77,0.2454855
18733,12271 x 12272,12271,12272,(F) Fat,11/12,44,74,0.2896142
18712,12270 x 12271,12270,12271,(N) Normal,11/12,44,78,0.4489472
18712,12270 x 12271,12270,12271,(N) Normal,11/12,44,77,0.3192423
18719,12270 x 12271,12270,12271,(F) Fat,11/12,44,79,0.3487672
18467,12247 x 12236,12247,12236,(F) Fat,11/12,42,78,0.7743643
18467,12247 x 12236,12247,12236,(F) Fat,11/12,42,77,0.4933016
18467,12247 x 12236,12247,12236,(F) Fat,11/12,42,77,0.6356727
18432,12245 x 12246,12245,12246,(N) Normal,11/12,42,78,0.3683987
18432,12245 x 12246,12245,12246,(N) Normal,11/12,42,75,0.1813757
18432,12245 x 12246,12245,12246,(N) Normal,11/12,42,74,0.4173664
18439,12245 x 12246,12245,12246,(F) Fat,11/12,42,78,0.4471935
18439,12245 x 12246,12245,12246,(F) Fat,11/12,42,78,0.5777999
18439,12245 x 12246,12245,12246,(F) Fat,11/12,42,74,0.6135419
18425,12244 x 12245,12244,12245,(F) Fat,11/12,42,77,0.526121
18425,12244 x 12245,12244,12245,(F) Fat,11/12,42,75,0.7443041
18360,12237 x 12238,12237,12238,(N) Normal,11/12,42,79,0.5970814
18348,12236 x 12237,12236,12237,(N) Normal,11/12,42,74,0.4911643
18355,12236 x 12237,12236,12237,(F) Fat,11/12,42,76,0.6605887
18355,12236 x 12237,12236,12237,(F) Fat,11/12,42,74,0.4911769
18355,12236 x 12237,12236,12237,(F) Fat,11/12,42,74,0.553933
18222,12224 x 12225,12224,12225,(N) Normal,10/12,40,74,0.7330343
18201,12222 x 12223,12222,12223,(F) Fat,10/12,40,78,0.6359481
18201,12222 x 12223,12222,12223,(F) Fat,10/12,40,77,0.5588967
18054,12208 x 12209,12208,12209,(N) Normal,10/12,40,77,0.5996921
18054,12208 x 12209,12208,12209,(N) Normal,10/12,40,75,0.5519901
18054,12208 x 12209,12208,12209,(N) Normal,10/12,40,74,0.5945656
18061,12208 x 12209,12208,12209,(F) Fat,10/12,40,78,0.4781874
18061,12208 x 12209,12208,12209,(F) Fat,10/12,40,78,0.7740707
18061,12208 x 12209,12208,12209,(F) Fat,10/12,40,77,0.5710615
17956,12199 x 12200,12199,12200,(N) Normal,10/12,39,73,0.331822
17956,12199 x 12200,12199,12200,(N) Normal,10/12,39,73,0.6563651
17956,12199 x 12200,12199,12200,(N) Normal,10/12,39,71,0.3709591
17963,12199 x 12200,12199,12200,(F) Fat,10/12,39,71,0.4281574
17963,12199 x 12200,12199,12200,(F) Fat,10/12,39,70,0.4139121
17963,12199 x 12200,12199,12200,(F) Fat,10/12,39,70,0.4581063
17928,12194 x 12198,12194,12198,(N) Normal,10/12,39,71,0.3995447
17928,12194 x 12198,12194,12198,(N) Normal,10/12,39,71,0.4381392
17935,12194 x 12198,12194,12198,(F) Fat,10/12,39,71,0.6040124
17921,12193 x 12194,12193,12194,(F) Fat,10/12,39,70,0.4268311
17907,12192 x 12193,12192,12193,(F) Fat,10/12,39,71,0.5140482
17704,12187 x 12173,12187,12173,(N) Normal,09/12,37,78,0.4617269
17704,12187 x 12173,12187,12173,(N) Normal,09/12,37,74,0.6775748
17690,12186 x 12187,12186,12187,(N) Normal,09/12,37,78,0.2507782
17690,12186 x 12187,12186,12187,(N) Normal,09/12,37,78,0.372701
17690,12186 x 12187,12186,12187,(N) Normal,09/12,37,77,0.2172414
17697,12186 x 12187,12186,12187,(F) Fat,09/12,37,78,0.3172579
17697,12186 x 12187,12186,12187,(F) Fat,09/12,37,77,0.4785541
17697,12186 x 12187,12186,12187,(F) Fat,09/12,37,74,0.4001228
17676,12185 x 12186,12185,12186,(N) Normal,09/12,37,78,0.2667234
17676,12185 x 12186,12185,12186,(N) Normal,09/12,37,77,0.3199004
17676,12185 x 12186,12185,12186,(N) Normal,09/12,37,77,0.3550513
17683,12185 x 12186,12185,12186,(F) Fat,09/12,37,78,0.3215869
17683,12185 x 12186,12185,12186,(F) Fat,09/12,37,78,0.3871614
17683,12185 x 12186,12185,12186,(F) Fat,09/12,37,75,0.2750573
17662,12184 x 12185,12184,12185,(N) Normal,09/12,37,75,0.9598859
17669,12184 x 12185,12184,12185,(F) Fat,09/12,37,76,0.2074646
17669,12184 x 12185,12184,12185,(F) Fat,09/12,37,76,0.2492099
17669,12184 x 12185,12184,12185,(F) Fat,09/12,37,75,0.2259386
17648,12183 x 12184,12183,12184,(N) Normal,09/12,37,75,0.2292453
17648,12183 x 12184,12183,12184,(N) Normal,09/12,37,75,0.2377262
17648,12183 x 12184,12183,12184,(N) Normal,09/12,37,75,0.2877887
17655,12183 x 12184,12183,12184,(F) Fat,09/12,37,75,0.1883015
17655,12183 x 12184,12183,12184,(F) Fat,09/12,37,74,0.1835768
17634,12182 x 12183,12182,12183,(N) Normal,09/12,37,78,0.251899
17634,12182 x 12183,12182,12183,(N) Normal,09/12,37,78,0.608712
17634,12182 x 12183,12182,12183,(N) Normal,09/12,37,77,0.2489897
17641,12182 x 12183,12182,12183,(F) Fat,09/12,37,78,0.3147597
17641,12182 x 12183,12182,12183,(F) Fat,09/12,37,77,0.4444638
17641,12182 x 12183,12182,12183,(F) Fat,09/12,37,76,0.2360394
17620,12181 x 12182,12181,12182,(N) Normal,09/12,37,77,0.298742
17620,12181 x 12182,12181,12182,(N) Normal,09/12,37,74,0.5238847
17627,12181 x 12182,12181,12182,(F) Fat,09/12,37,77,0.3335498
17627,12181 x 12182,12181,12182,(F) Fat,09/12,37,74,0.3820011
17627,12181 x 12182,12181,12182,(F) Fat,09/12,37,74,0.3870073
17606,12180 x 12181,12180,12181,(N) Normal,09/12,37,75,0.5926729
17606,12180 x 12181,12180,12181,(N) Normal,09/12,37,75,0.7879587
17613,12180 x 12181,12180,12181,(F) Fat,09/12,37,76,0.4101527
17613,12180 x 12181,12180,12181,(F) Fat,09/12,37,76,0.5749993
17613,12180 x 12181,12180,12181,(F) Fat,09/12,37,75,0.4339196
17592,12179 x 12180,12179,12180,(N) Normal,09/12,37,76,0.390013
17592,12179 x 12180,12179,12180,(N) Normal,09/12,37,76,0.5097238
17592,12179 x 12180,12179,12180,(N) Normal,09/12,37,75,0.5085976
17599,12179 x 12180,12179,12180,(F) Fat,09/12,37,76,0.5955292
17599,12179 x 12180,12179,12180,(F) Fat,09/12,37,75,0.6208559
17599,12179 x 12180,12179,12180,(F) Fat,09/12,37,74,0.381953
17600,12179 x 12180,12179,12180,(F) Fat,09/12,37,22,0.6395007
17578,12178 x 12179,12178,12179,(N) Normal,09/12,37,76,0.205361
17578,12178 x 12179,12178,12179,(N) Normal,09/12,37,76,0.3478432
17578,12178 x 12179,12178,12179,(N) Normal,09/12,37,76,0.570327
17585,12178 x 12179,12178,12179,(F) Fat,09/12,37,76,0.3885649
17585,12178 x 12179,12178,12179,(F) Fat,09/12,37,74,0.5646825
17550,12174 x 12175,12174,12175,(N) Normal,09/12,37,78,0.467993
17550,12174 x 12175,12174,12175,(N) Normal,09/12,37,77,0.444964
17550,12174 x 12175,12174,12175,(N) Normal,09/12,37,77,0.5109327
17557,12174 x 12175,12174,12175,(F) Fat,09/12,37,77,0.4472677
17557,12174 x 12175,12174,12175,(F) Fat,09/12,37,75,0.3363965
17536,12173 x 12174,12173,12174,(N) Normal,09/12,37,76,0.2178767
17536,12173 x 12174,12173,12174,(N) Normal,09/12,37,75,0.2830804
17543,12173 x 12174,12173,12174,(F) Fat,09/12,37,76,0.4797548
17520,12171 x 12159,12171,12159,(N) Normal,09/12,36,74,0.446814
17522,12171 x 12159,12171,12159,(N) Normal,09/12,36,75,0.4407313
17522,12171 x 12159,12171,12159,(N) Normal,09/12,36,74,0.3777722
17529,12171 x 12159,12171,12159,(F) Fat,09/12,36,76,0.241989
17529,12171 x 12159,12171,12159,(F) Fat,09/12,36,76,0.2538225
17529,12171 x 12159,12171,12159,(F) Fat,09/12,36,76,0.4661428
17529,12171 x 12159,12171,12159,(F) Fat,09/12,36,74,0.36587
17508,12170 x 12171,12170,12171,(N) Normal,09/12,36,76,0.4707521
17508,12170 x 12171,12170,12171,(N) Normal,09/12,36,76,0.4922713
17515,12170 x 12171,12170,12171,(F) Fat,09/12,36,75,0.3983386
17494,12169 x 12170,12169,12170,(N) Normal,09/12,36,75,0.4675509
17501,12169 x 12170,12169,12170,(F) Fat,09/12,36,74,0.4289055
17480,12168 x 12169,12168,12169,(N) Normal,09/12,36,76,0.5685347
17480,12168 x 12169,12168,12169,(N) Normal,09/12,36,75,0.4505838
17480,12168 x 12169,12168,12169,(N) Normal,09/12,36,75,0.5139582
17487,12168 x 12169,12168,12169,(F) Fat,09/12,36,76,0.3166812
17487,12168 x 12169,12168,12169,(F) Fat,09/12,36,75,0.609053
17487,12168 x 12169,12168,12169,(F) Fat,09/12,36,74,0.3822569
17438,12164 x 12165,12164,12165,(N) Normal,09/12,36,75,0.6281185
17445,12164 x 12165,12164,12165,(F) Fat,09/12,36,76,0.3753978
17445,12164 x 12165,12164,12165,(F) Fat,09/12,36,76,0.4536965
17445,12164 x 12165,12164,12165,(F) Fat,09/12,36,75,0.5845158
17382,12159 x 12161,12159,12161,(N) Normal,09/12,36,75,0.7074682
17382,12159 x 12161,12159,12161,(N) Normal,09/12,36,74,0.5744041
17375,12146 x 12168,12146,12168,(F) Fat,09/12,36,76,0.4258881
17375,12146 x 12168,12146,12168,(F) Fat,09/12,36,76,0.4367488
17375,12146 x 12168,12146,12168,(F) Fat,09/12,36,74,0.4102501
17172,12143 x 12115,12143,12115,(N) Normal,09/12,34,72,0.3731809
17179,12143 x 12115,12143,12115,(F) Fat,09/12,34,71,0.3052439
17179,12143 x 12115,12143,12115,(F) Fat,09/12,34,70,0.2492004
17179,12143 x 12115,12143,12115,(F) Fat,09/12,34,70,0.2631337
17144,12135 x 12142,12135,12142,(N) Normal,09/12,34,72,0.4021302
17144,12135 x 12142,12135,12142,(N) Normal,09/12,34,72,0.5879273
17151,12135 x 12142,12135,12142,(F) Fat,09/12,34,73,0.8264018
17151,12135 x 12142,12135,12142,(F) Fat,09/12,34,72,0.5592684
17130,12134 x 12135,12134,12135,(N) Normal,09/12,34,71,0.2804501
17130,12134 x 12135,12134,12135,(N) Normal,09/12,34,71,0.2887954
17130,12134 x 12135,12134,12135,(N) Normal,09/12,34,70,0.2974739
17137,12134 x 12135,12134,12135,(F) Fat,09/12,34,73,0.3725543
17137,12134 x 12135,12134,12135,(F) Fat,09/12,34,73,0.6055291
17137,12134 x 12135,12134,12135,(F) Fat,09/12,34,72,0.937212
17095,12130 x 12131,12130,12131,(F) Fat,09/12,34,72,0.5790234
17074,12128 x 12130,12128,12130,(N) Normal,09/12,34,73,0.4840482
17074,12128 x 12130,12128,12130,(N) Normal,09/12,34,72,0.3472784
17074,12128 x 12130,12128,12130,(N) Normal,09/12,34,72,0.3796584
17081,12128 x 12130,12128,12130,(F) Fat,09/12,34,73,0.6737001
17081,12128 x 12130,12128,12130,(F) Fat,09/12,34,72,0.6000559
17081,12128 x 12130,12128,12130,(F) Fat,09/12,34,72,0.6290955
17060,12127 x 12128,12127,12128,(N) Normal,09/12,34,73,0.4364807
17060,12127 x 12128,12127,12128,(N) Normal,09/12,34,72,0.4588049
17060,12127 x 12128,12127,12128,(N) Normal,09/12,34,72,0.5192853
17067,12127 x 12128,12127,12128,(F) Fat,09/12,34,73,0.5123736
17067,12127 x 12128,12127,12128,(F) Fat,09/12,34,73,0.637745
17067,12127 x 12128,12127,12128,(F) Fat,09/12,34,73,0.8612324
17046,12124 x 12127,12124,12127,(N) Normal,09/12,34,73,0.389986
17046,12124 x 12127,12124,12127,(N) Normal,09/12,34,73,0.4829755
17046,12124 x 12127,12124,12127,(N) Normal,09/12,34,72,0.5241089
17053,12124 x 12127,12124,12127,(F) Fat,09/12,34,73,0.3756443
17053,12124 x 12127,12124,12127,(F) Fat,09/12,34,73,0.5301768
17053,12124 x 12127,12124,12127,(F) Fat,09/12,34,73,0.5557586
17004,12120 x 12121,12120,12121,(N) Normal,09/12,34,73,0.4238392
17004,12120 x 12121,12120,12121,(N) Normal,09/12,34,73,0.9178443
16990,12119 x 12120,12119,12120,(N) Normal,09/12,34,72,0.4284267
16990,12119 x 12120,12119,12120,(N) Normal,09/12,34,60,0.4473935
16948,12115 x 12116,12115,12116,(N) Normal,08/12,33,70,0.3273153
16948,12115 x 12116,12115,12116,(N) Normal,08/12,33,70,0.332501
16948,12115 x 12116,12115,12116,(N) Normal,08/12,33,70,0.4139999
16955,12115 x 12116,12115,12116,(F) Fat,08/12,33,73,0.5004155
16955,12115 x 12116,12115,12116,(F) Fat,08/12,33,71,0.3741542
16934,12114 x 12115,12114,12115,(N) Normal,08/12,33,71,0.4948039
16941,12114 x 12115,12114,12115,(F) Fat,08/12,33,70,0.7246779
16919,12113 x 12114,12113,12114,(N) Normal,08/12,33,40,0.6190319
16927,12113 x 12114,12113,12114,(F) Fat,08/12,33,70,0.9172946
16878,12110 x 12111,12110,12111,(N) Normal,08/12,33,73,0.5364693
16878,12110 x 12111,12110,12111,(N) Normal,08/12,33,72,0.4784646
16878,12110 x 12111,12110,12111,(N) Normal,08/12,33,72,0.5628852
16885,12110 x 12111,12110,12111,(F) Fat,08/12,33,73,0.3469394
16885,12110 x 12111,12110,12111,(F) Fat,08/12,33,72,0.475431
16885,12110 x 12111,12110,12111,(F) Fat,08/12,33,72,0.4900225
16864,12109 x 12110,12109,12110,(N) Normal,08/12,33,73,0.3607609
16864,12109 x 12110,12109,12110,(N) Normal,08/12,33,73,0.5016408
16851,12108 x 12109,12108,12109,(N) Normal,08/12,33,76,0.5141544
16857,12108 x 12109,12108,12109,(F) Fat,08/12,33,76,0.340583
16857,12108 x 12109,12108,12109,(F) Fat,08/12,33,75,0.4913625
16857,12108 x 12109,12108,12109,(F) Fat,08/12,33,75,0.5692707
16857,12108 x 12109,12108,12109,(F) Fat,08/12,33,75,0.5851549
16857,12108 x 12109,12108,12109,(F) Fat,08/12,33,74,0.529913
16857,12108 x 12109,12108,12109,(F) Fat,08/12,33,73,0.320207
16836,12107 x 12108,12107,12108,(N) Normal,08/12,33,71,0.5819188
16836,12107 x 12108,12107,12108,(N) Normal,08/12,33,70,0.3287086
16836,12107 x 12108,12107,12108,(N) Normal,08/12,33,70,0.4814184
16843,12107 x 12108,12107,12108,(F) Fat,08/12,33,71,0.2936562
16843,12107 x 12108,12107,12108,(F) Fat,08/12,33,71,0.4164831
16846,12107 x 12108,12107,12108,(F) Fat,08/12,33,72,0.5664532
16822,12105 x 12107,12105,12107,(N) Normal,08/12,33,76,0.3322228
16822,12105 x 12107,12105,12107,(N) Normal,08/12,33,76,0.6905398
16822,12105 x 12107,12105,12107,(N) Normal,08/12,33,75,0.472198
16829,12105 x 12107,12105,12107,(F) Fat,08/12,33,76,0.271688
16829,12105 x 12107,12105,12107,(F) Fat,08/12,33,76,0.3325734
16829,12105 x 12107,12105,12107,(F) Fat,08/12,33,76,0.4226069
16787,12102 x 12103,12102,12103,(F) Fat,08/12,33,70,0.5836917
16787,12102 x 12103,12102,12103,(F) Fat,08/12,33,70,0.5894044
16766,12101 x 12102,12101,12102,(N) Normal,08/12,33,71,0.3418835
16766,12101 x 12102,12101,12102,(N) Normal,08/12,33,70,0.360483
16766,12101 x 12102,12101,12102,(N) Normal,08/12,33,70,0.3655202
16773,12101 x 12102,12101,12102,(F) Fat,08/12,33,71,0.4773116
16773,12101 x 12102,12101,12102,(F) Fat,08/12,33,71,0.4797493
14792,12099 x 11011,12099,11011,(N) Normal,07/12,26,45,1.3789649
14792,12099 x 11011,12099,11011,(N) Normal,07/12,26,44,1.0983102
14771,12098 x 12100,12098,12100,(F) Fat,07/12,26,46,0.4605935
14771,12098 x 12100,12098,12100,(F) Fat,07/12,26,46,0.5768297
14757,12097 x 12099,12097,12099,(F) Fat,07/12,26,40,0.8567267
14757,12097 x 12099,12097,12099,(F) Fat,07/12,26,40,1.1605837
14736,12096 x 12098,12096,12098,(N) Normal,07/12,26,47,0.7377672
14736,12096 x 12098,12096,12098,(N) Normal,07/12,26,46,0.7474894
14736,12096 x 12098,12096,12098,(N) Normal,07/12,26,43,0.7433997
14743,12096 x 12098,12096,12098,(F) Fat,07/12,26,40,0.6490393
14743,12096 x 12098,12096,12098,(F) Fat,07/12,26,40,0.7086036
14743,12096 x 12098,12096,12098,(F) Fat,07/12,26,40,0.9604803
14400,12091 x 12092,12091,12092,(N) Normal,07/12,25,52,0.4225072
14386,12090 x 12091,12090,12091,(N) Normal,07/12,25,53,0.3089336
14386,12090 x 12091,12090,12091,(N) Normal,07/12,25,53,0.5408053
14386,12090 x 12091,12090,12091,(N) Normal,07/12,25,52,0.3175058
14390,12090 x 12091,12090,12091,(N) Normal,07/12,25,45,1.1244441
14390,12090 x 12091,12090,12091,(N) Normal,07/12,25,44,0.6028632
14393,12090 x 12091,12090,12091,(F) Fat,07/12,25,52,0.2614525
14393,12090 x 12091,12090,12091,(F) Fat,07/12,25,52,0.4360474
14393,12090 x 12091,12090,12091,(F) Fat,07/12,25,52,0.4683145
14358,12088 x 12089,12088,12089,(N) Normal,07/12,25,57,0.5622553
14365,12088 x 12089,12088,12089,(F) Fat,07/12,25,41,0.6474229
14365,12088 x 12089,12088,12089,(F) Fat,07/12,25,41,0.7353322
14365,12088 x 12089,12088,12089,(F) Fat,07/12,25,41,0.8356175
14344,12086 x 12088,12086,12088,(N) Normal,07/12,25,57,0.5429887
14344,12086 x 12088,12086,12088,(N) Normal,07/12,25,54,0.3215176
14344,12086 x 12088,12086,12088,(N) Normal,07/12,25,53,0.4069531
14351,12086 x 12088,12086,12088,(F) Fat,07/12,25,54,0.4080359
14351,12086 x 12088,12086,12088,(F) Fat,07/12,25,52,0.46638
14351,12086 x 12088,12086,12088,(F) Fat,07/12,25,52,0.5462036
