vial,cross type,female line,male line,food type,month crossed,cross number,plate,y
13756,12040 X 12041,12040,12041,(N) Normal,12-Jun,24,38,0.5748165
13756,12040 X 12041,12040,12041,(N) Normal,12-Jun,24,38,0.6747343
13763,12040 X 12041,12040,12041,(F) Fat,12-Jun,24,35,0.5383985
13763,12040 X 12041,12040,12041,(F) Fat,12-Jun,24,38,0.676078
13763,12040 X 12041,12040,12041,(F) Fat,12-Jun,24,37,0.987931
14162,12041 X 12037,12041,12037,(N) Normal,12-Jul,25,53,0.8039733
13771,12041 X 12044,12041,12044,(N) Normal,12-Jun,24,37,1.1780771
13771,12041 X 12044,12041,12044,(N) Normal,12-Jun,24,38,1.2588217
13770,12041 X 12044,12041,12044,(N) Normal,12-Jun,24,36,0.6755248
13770,12041 X 12044,12041,12044,(N) Normal,12-Jun,24,38,0.8706956
13770,12041 X 12044,12041,12044,(N) Normal,12-Jun,24,37,1.1697385
13770,12041 X 12044,12041,12044,(N) Normal,12-Jun,24,37,1.605412
13784,12045 X 12046,12045,12046,(N) Normal,12-Jun,24,36,0.6205508
13784,12045 X 12046,12045,12046,(N) Normal,12-Jun,24,38,0.8642235
13784,12045 X 12046,12045,12046,(N) Normal,12-Jun,24,38,1.1472753
13791,12045 X 12046,12045,12046,(F) Fat,12-Jun,24,36,0.4365044
13791,12045 X 12046,12045,12046,(F) Fat,12-Jun,24,36,0.5221287
13791,12045 X 12046,12045,12046,(F) Fat,12-Jun,24,36,0.5955662
13798,12046 X 12047,12046,12047,(N) Normal,12-Jun,24,41,0.3965433
13798,12046 X 12047,12046,12047,(N) Normal,12-Jun,24,41,0.6453713
13805,12046 X 12047,12046,12047,(F) Fat,12-Jun,24,35,0.3367372
13805,12046 X 12047,12046,12047,(F) Fat,12-Jun,24,37,0.6831312
13826,12048 X 12049,12048,12049,(N) Normal,12-Jun,24,35,0.4381456
13826,12048 X 12049,12048,12049,(N) Normal,12-Jun,24,35,0.6527792
13826,12048 X 12049,12048,12049,(N) Normal,12-Jun,24,35,0.6724884
13847,12049 X 12050,12049,12050,(F) Fat,12-Jun,24,37,1.7218739
14175,12050 X 12038,12050,12038,(N) Normal,12-Jul,25,47,0.6819036
14183,12050 X 12038,12050,12038,(F) Fat,12-Jul,25,41,0.7643885
14183,12050 X 12038,12050,12038,(F) Fat,12-Jul,25,41,1.1066397
13854,12050 X 12051,12050,12051,(N) Normal,12-Jun,24,36,0.4700413
13854,12050 X 12051,12050,12051,(N) Normal,12-Jun,24,36,0.4946422
13854,12050 X 12051,12050,12051,(N) Normal,12-Jun,24,37,0.7728789
13861,12050 X 12051,12050,12051,(F) Fat,12-Jun,24,35,0.6466071
13861,12050 X 12051,12050,12051,(F) Fat,12-Jun,24,38,0.6679334
13868,12051 X 12052,12051,12052,(N) Normal,12-Jun,24,36,0.6114065
13868,12051 X 12052,12051,12052,(N) Normal,12-Jun,24,36,0.676474
13868,12051 X 12052,12051,12052,(N) Normal,12-Jun,24,35,0.8143012
13875,12051 X 12052,12051,12052,(F) Fat,12-Jun,24,35,0.7173917
13875,12051 X 12052,12051,12052,(F) Fat,12-Jun,24,36,0.7247212
13881,12052 X 12054,12052,12054,(N) Normal,12-Jun,24,62,0.6091062
13882,12052 X 12054,12052,12054,(N) Normal,12-Jun,24,36,0.7052385
13882,12052 X 12054,12052,12054,(N) Normal,12-Jun,24,35,0.9178503
13889,12052 X 12054,12052,12054,(F) Fat,12-Jun,24,37,1.1954251
13889,12052 X 12054,12052,12054,(F) Fat,12-Jun,24,37,1.2694323
13895,12054 X 12055,12054,12055,(N) Normal,12-Jun,24,35,0.7397685
13896,12054 X 12055,12054,12055,(N) Normal,12-Jun,24,41,0.4191636
13896,12054 X 12055,12054,12055,(N) Normal,12-Jun,24,41,0.4506965
13896,12054 X 12055,12054,12055,(N) Normal,12-Jun,24,41,0.6152207
13903,12054 X 12055,12054,12055,(F) Fat,12-Jun,24,36,0.6256225
13903,12054 X 12055,12054,12055,(F) Fat,12-Jun,24,36,0.7102137
13903,12054 X 12055,12054,12055,(F) Fat,12-Jun,24,38,1.0017996
13910,12056 X 12057,12056,12057,(N) Normal,12-Jun,24,36,0.5551027
13917,12056 X 12057,12056,12057,(F) Fat,12-Jun,24,36,0.4941144
13917,12056 X 12057,12056,12057,(F) Fat,12-Jun,24,35,0.5865367
13917,12056 X 12057,12056,12057,(F) Fat,12-Jun,24,35,0.6246223
13948,12058 X 12059,12058,12059,(F) Fat,12-Jun,24,58,0.5517851
13938,12058 X 12059,12058,12059,(N) Normal,12-Jun,24,35,0.6440157
13938,12058 X 12059,12058,12059,(N) Normal,12-Jun,24,35,0.9361878
13945,12058 X 12059,12058,12059,(F) Fat,12-Jun,24,36,0.5902327
13945,12058 X 12059,12058,12059,(F) Fat,12-Jun,24,36,0.6414702
13952,12059 X 12060,12059,12060,(N) Normal,12-Jun,24,35,0.6219416
13952,12059 X 12060,12059,12060,(N) Normal,12-Jun,24,36,0.8424627
13952,12059 X 12060,12059,12060,(N) Normal,12-Jun,24,37,1.2161823
13959,12059 X 12060,12059,12060,(F) Fat,12-Jun,24,36,0.4695178
13959,12059 X 12060,12059,12060,(F) Fat,12-Jun,24,36,0.7555273
13959,12059 X 12060,12059,12060,(F) Fat,12-Jun,24,38,0.8888317
13966,12060 X 12061,12060,12061,(N) Normal,12-Jun,24,36,0.5624942
13966,12060 X 12061,12060,12061,(N) Normal,12-Jun,24,36,0.5995978
13966,12060 X 12061,12060,12061,(N) Normal,12-Jun,24,37,0.7094113
13973,12060 X 12061,12060,12061,(F) Fat,12-Jun,24,35,0.9558212
13973,12060 X 12061,12060,12061,(F) Fat,12-Jun,24,37,1.6937848
13973,12060 X 12061,12060,12061,(F) Fat,12-Jun,24,37,1.9023838
13980,12061 X 12062,12061,12062,(N) Normal,12-Jun,24,35,0.6688251
13994,12062 X 12033,12062,12033,(N) Normal,12-Jun,24,36,0.6876125
13994,12062 X 12033,12062,12033,(N) Normal,12-Jun,24,36,0.7688606
13994,12062 X 12033,12062,12033,(N) Normal,12-Jun,24,38,1.2197312
14001,12062 X 12033,12062,12033,(F) Fat,12-Jun,24,57,0.3762601
14001,12062 X 12033,12062,12033,(F) Fat,12-Jun,24,41,0.4725096
14001,12062 X 12033,12062,12033,(F) Fat,12-Jun,24,41,0.5470492
14001,12062 X 12033,12062,12033,(F) Fat,12-Jun,24,41,0.6926551
14190,12062 X 12050,12062,12050,(N) Normal,12-Jul,25,41,0.7268294
14190,12062 X 12050,12062,12050,(N) Normal,12-Jul,25,41,1.1204237
14197,12062 X 12050,12062,12050,(F) Fat,12-Jul,25,41,0.6087669
14414,12063 X 12095,12063,12095,(N) Normal,12-Jul,25,41,0.9922383
14421,12063 X 12095,12063,12095,(F) Fat,12-Jul,25,41,1.2057517
14204,12064 X 12065,12064,12065,(N) Normal,12-Jul,25,41,0.5930339
14211,12064 X 12065,12064,12065,(F) Fat,12-Jul,25,41,1.0226289
14242,12068 X 12069,12068,12069,(F) Fat,12-Jul,25,53,0.6058977
14232,12068 X 12069,12068,12069,(N) Normal,12-Jul,25,53,0.5196591
14246,12069 X 12070,12069,12070,(N) Normal,12-Jul,25,41,0.6654364
14246,12069 X 12070,12069,12070,(N) Normal,12-Jul,25,41,0.6666689
14253,12069 X 12070,12069,12070,(F) Fat,12-Jul,25,41,0.5835811
14253,12069 X 12070,12069,12070,(F) Fat,12-Jul,25,41,0.6923167
14260,12073 X 12074,12073,12074,(N) Normal,12-Jul,25,41,0.661855
14260,12073 X 12074,12073,12074,(N) Normal,12-Jul,25,41,0.7752104
14267,12073 X 12074,12073,12074,(F) Fat,12-Jul,25,54,0.4390502
14267,12073 X 12074,12073,12074,(F) Fat,12-Jul,25,52,0.4555935
14267,12073 X 12074,12073,12074,(F) Fat,12-Jul,25,53,0.4772146
14279,12074 X 12075,12074,12075,(F) Fat,12-Jul,25,42,0.4364418
14279,12074 X 12075,12074,12075,(F) Fat,12-Jul,25,42,0.517048
14274,12074 X 12075,12074,12075,(N) Normal,12-Jul,25,41,0.7154873
14274,12074 X 12075,12074,12075,(N) Normal,12-Jul,25,41,0.8816569
14279,12074 X 12075,12074,12075,(F) Fat,12-Jul,25,47,0.4129128
14281,12074 X 12075,12074,12075,(F) Fat,12-Jul,25,41,0.3750071
14281,12074 X 12075,12074,12075,(F) Fat,12-Jul,25,41,0.8714797
14288,12081 X 12083,12081,12083,(N) Normal,12-Jul,25,41,0.5408601
14288,12081 X 12083,12081,12083,(N) Normal,12-Jul,25,41,0.7597236
14309,12083 X 12084,12083,12084,(F) Fat,12-Jul,25,53,0.4114724
14309,12083 X 12084,12083,12084,(F) Fat,12-Jul,25,52,0.5565604
14316,12084 X 12085,12084,12085,(N) Normal,12-Jul,25,54,0.5661893
14316,12084 X 12085,12084,12085,(N) Normal,12-Jul,25,52,0.7330747
14323,12084 X 12085,12084,12085,(F) Fat,12-Jul,25,54,0.6759289
14323,12084 X 12085,12084,12085,(F) Fat,12-Jul,25,52,0.9398114
14330,12085 X 12086,12085,12086,(N) Normal,12-Jul,25,41,0.6898767
14330,12085 X 12086,12085,12086,(N) Normal,12-Jul,25,41,0.870373
14339,12085 X 12086,12085,12086,(F) Fat,12-Jul,25,41,0.5322862
14339,12085 X 12086,12085,12086,(F) Fat,12-Jul,25,41,0.7574106
14344,12086 X 12088,12086,12088,(N) Normal,12-Jul,25,54,0.3215176
14344,12086 X 12088,12086,12088,(N) Normal,12-Jul,25,53,0.4069531
14344,12086 X 12088,12086,12088,(N) Normal,12-Jul,25,57,0.5429887
14351,12086 X 12088,12086,12088,(F) Fat,12-Jul,25,54,0.4080359
14351,12086 X 12088,12086,12088,(F) Fat,12-Jul,25,52,0.46638
14351,12086 X 12088,12086,12088,(F) Fat,12-Jul,25,52,0.5462036
14358,12088 X 12089,12088,12089,(N) Normal,12-Jul,25,57,0.5622553
14365,12088 X 12089,12088,12089,(F) Fat,12-Jul,25,41,0.6474229
14365,12088 X 12089,12088,12089,(F) Fat,12-Jul,25,41,0.7353322
14365,12088 X 12089,12088,12089,(F) Fat,12-Jul,25,41,0.8356175
14390,12090 X 12091,12090,12091,(N) Normal,12-Jul,25,44,0.6028632
14390,12090 X 12091,12090,12091,(N) Normal,12-Jul,25,45,1.1244441
14386,12090 X 12091,12090,12091,(N) Normal,12-Jul,25,53,0.3089336
14386,12090 X 12091,12090,12091,(N) Normal,12-Jul,25,52,0.3175058
14386,12090 X 12091,12090,12091,(N) Normal,12-Jul,25,53,0.5408053
14393,12090 X 12091,12090,12091,(F) Fat,12-Jul,25,52,0.2614525
14393,12090 X 12091,12090,12091,(F) Fat,12-Jul,25,52,0.4360474
14393,12090 X 12091,12090,12091,(F) Fat,12-Jul,25,52,0.4683145
14400,12091 X 12092,12091,12092,(N) Normal,12-Jul,25,52,0.4225072
14736,12096 X 12098,12096,12098,(N) Normal,12-Jul,26,47,0.7377672
14736,12096 X 12098,12096,12098,(N) Normal,12-Jul,26,43,0.7433997
14736,12096 X 12098,12096,12098,(N) Normal,12-Jul,26,46,0.7474894
14743,12096 X 12098,12096,12098,(F) Fat,12-Jul,26,40,0.6490393
14743,12096 X 12098,12096,12098,(F) Fat,12-Jul,26,40,0.7086036
14743,12096 X 12098,12096,12098,(F) Fat,12-Jul,26,40,0.9604803
14757,12097 X 12099,12097,12099,(F) Fat,12-Jul,26,40,0.8567267
14757,12097 X 12099,12097,12099,(F) Fat,12-Jul,26,40,1.1605837
14771,12098 X 12100,12098,12100,(F) Fat,12-Jul,26,46,0.4605935
14771,12098 X 12100,12098,12100,(F) Fat,12-Jul,26,46,0.5768297
14792,12099 X 11011,12099,11011,(N) Normal,12-Jul,26,44,1.0983102
14792,12099 X 11011,12099,11011,(N) Normal,12-Jul,26,45,1.3789649
16766,12101 X 12102,12101,12102,(N) Normal,12-Aug,33,71,0.3418835
16766,12101 X 12102,12101,12102,(N) Normal,12-Aug,33,70,0.360483
16766,12101 X 12102,12101,12102,(N) Normal,12-Aug,33,70,0.3655202
16773,12101 X 12102,12101,12102,(F) Fat,12-Aug,33,71,0.4773116
16773,12101 X 12102,12101,12102,(F) Fat,12-Aug,33,71,0.4797493
16787,12102 X 12103,12102,12103,(F) Fat,12-Aug,33,70,0.5836917
16787,12102 X 12103,12102,12103,(F) Fat,12-Aug,33,70,0.5894044
16822,12105 X 12107,12105,12107,(N) Normal,12-Aug,33,76,0.3322228
16822,12105 X 12107,12105,12107,(N) Normal,12-Aug,33,75,0.472198
16822,12105 X 12107,12105,12107,(N) Normal,12-Aug,33,76,0.6905398
16829,12105 X 12107,12105,12107,(F) Fat,12-Aug,33,76,0.271688
16829,12105 X 12107,12105,12107,(F) Fat,12-Aug,33,76,0.3325734
16829,12105 X 12107,12105,12107,(F) Fat,12-Aug,33,76,0.4226069
16836,12107 X 12108,12107,12108,(N) Normal,12-Aug,33,70,0.3287086
16836,12107 X 12108,12107,12108,(N) Normal,12-Aug,33,70,0.4814184
16836,12107 X 12108,12107,12108,(N) Normal,12-Aug,33,71,0.5819188
16843,12107 X 12108,12107,12108,(F) Fat,12-Aug,33,71,0.2936562
16843,12107 X 12108,12107,12108,(F) Fat,12-Aug,33,71,0.4164831
16846,12107 X 12108,12107,12108,(F) Fat,12-Aug,33,72,0.5664532
16851,12108 X 12109,12108,12109,(N) Normal,12-Aug,33,76,0.5141544
16857,12108 X 12109,12108,12109,(F) Fat,12-Aug,33,73,0.320207
16857,12108 X 12109,12108,12109,(F) Fat,12-Aug,33,76,0.340583
16857,12108 X 12109,12108,12109,(F) Fat,12-Aug,33,75,0.4913625
16857,12108 X 12109,12108,12109,(F) Fat,12-Aug,33,74,0.529913
16857,12108 X 12109,12108,12109,(F) Fat,12-Aug,33,75,0.5692707
16857,12108 X 12109,12108,12109,(F) Fat,12-Aug,33,75,0.5851549
16864,12109 X 12110,12109,12110,(N) Normal,12-Aug,33,73,0.3607609
16864,12109 X 12110,12109,12110,(N) Normal,12-Aug,33,73,0.5016408
16878,12110 X 12111,12110,12111,(N) Normal,12-Aug,33,72,0.4784646
16878,12110 X 12111,12110,12111,(N) Normal,12-Aug,33,73,0.5364693
16878,12110 X 12111,12110,12111,(N) Normal,12-Aug,33,72,0.5628852
16885,12110 X 12111,12110,12111,(F) Fat,12-Aug,33,73,0.3469394
16885,12110 X 12111,12110,12111,(F) Fat,12-Aug,33,72,0.475431
16885,12110 X 12111,12110,12111,(F) Fat,12-Aug,33,72,0.4900225
16906,12112 X 12113,12112,12113,(N) Normal,12-Aug,33,73,0.5074023
16906,12112 X 12113,12112,12113,(N) Normal,12-Aug,33,73,0.5354476
16906,12112 X 12113,12112,12113,(N) Normal,12-Aug,33,72,0.5464379
16913,12112 X 12113,12112,12113,(F) Fat,12-Aug,33,72,0.3855431
16913,12112 X 12113,12112,12113,(F) Fat,12-Aug,33,73,0.4063433
16913,12112 X 12113,12112,12113,(F) Fat,12-Aug,33,72,0.4979285
16919,12113 X 12114,12113,12114,(N) Normal,12-Aug,33,40,0.6190319
16927,12113 X 12114,12113,12114,(F) Fat,12-Aug,33,70,0.9172946
16934,12114 X 12115,12114,12115,(N) Normal,12-Aug,33,71,0.4948039
16941,12114 X 12115,12114,12115,(F) Fat,12-Aug,33,70,0.7246779
16948,12115 X 12116,12115,12116,(N) Normal,12-Aug,33,70,0.3273153
16948,12115 X 12116,12115,12116,(N) Normal,12-Aug,33,70,0.332501
16948,12115 X 12116,12115,12116,(N) Normal,12-Aug,33,70,0.4139999
16955,12115 X 12116,12115,12116,(F) Fat,12-Aug,33,71,0.3741542
16955,12115 X 12116,12115,12116,(F) Fat,12-Aug,33,73,0.5004155
16976,12118 X 12119,12118,12119,(N) Normal,12-Sep,34,73,0.4526925
16976,12118 X 12119,12118,12119,(N) Normal,12-Sep,34,73,0.5812453
16976,12118 X 12119,12118,12119,(N) Normal,12-Sep,34,72,0.6220661
16983,12118 X 12119,12118,12119,(F) Fat,12-Sep,34,73,0.4634564
16983,12118 X 12119,12118,12119,(F) Fat,12-Sep,34,72,0.6926996
16983,12118 X 12119,12118,12119,(F) Fat,12-Sep,34,72,0.7030652
16990,12119 X 12120,12119,12120,(N) Normal,12-Sep,34,72,0.4284267
16990,12119 X 12120,12119,12120,(N) Normal,12-Sep,34,60,0.4473935
17004,12120 X 12121,12120,12121,(N) Normal,12-Sep,34,73,0.4238392
17004,12120 X 12121,12120,12121,(N) Normal,12-Sep,34,73,0.9178443
17032,12123 X 12124,12123,12124,(N) Normal,12-Sep,34,73,0.2759313
17032,12123 X 12124,12123,12124,(N) Normal,12-Sep,34,73,0.3150011
17032,12123 X 12124,12123,12124,(N) Normal,12-Sep,34,73,0.3263144
17039,12123 X 12124,12123,12124,(F) Fat,12-Sep,34,71,0.3653224
17039,12123 X 12124,12123,12124,(F) Fat,12-Sep,34,71,0.3740663
17046,12124 X 12127,12124,12127,(N) Normal,12-Sep,34,73,0.389986
17046,12124 X 12127,12124,12127,(N) Normal,12-Sep,34,73,0.4829755
17046,12124 X 12127,12124,12127,(N) Normal,12-Sep,34,72,0.5241089
17053,12124 X 12127,12124,12127,(F) Fat,12-Sep,34,73,0.3756443
17053,12124 X 12127,12124,12127,(F) Fat,12-Sep,34,73,0.5301768
17053,12124 X 12127,12124,12127,(F) Fat,12-Sep,34,73,0.5557586
17060,12127 X 12128,12127,12128,(N) Normal,12-Sep,34,73,0.4364807
17060,12127 X 12128,12127,12128,(N) Normal,12-Sep,34,72,0.4588049
17060,12127 X 12128,12127,12128,(N) Normal,12-Sep,34,72,0.5192853
17067,12127 X 12128,12127,12128,(F) Fat,12-Sep,34,73,0.5123736
17067,12127 X 12128,12127,12128,(F) Fat,12-Sep,34,73,0.637745
17067,12127 X 12128,12127,12128,(F) Fat,12-Sep,34,73,0.8612324
17074,12128 X 12130,12128,12130,(N) Normal,12-Sep,34,72,0.3472784
17074,12128 X 12130,12128,12130,(N) Normal,12-Sep,34,72,0.3796584
17074,12128 X 12130,12128,12130,(N) Normal,12-Sep,34,73,0.4840482
17081,12128 X 12130,12128,12130,(F) Fat,12-Sep,34,72,0.6000559
17081,12128 X 12130,12128,12130,(F) Fat,12-Sep,34,72,0.6290955
17081,12128 X 12130,12128,12130,(F) Fat,12-Sep,34,73,0.6737001
17095,12130 X 12131,12130,12131,(F) Fat,12-Sep,34,72,0.5790234
17130,12134 X 12135,12134,12135,(N) Normal,12-Sep,34,71,0.2804501
17130,12134 X 12135,12134,12135,(N) Normal,12-Sep,34,71,0.2887954
17130,12134 X 12135,12134,12135,(N) Normal,12-Sep,34,70,0.2974739
17137,12134 X 12135,12134,12135,(F) Fat,12-Sep,34,73,0.3725543
17137,12134 X 12135,12134,12135,(F) Fat,12-Sep,34,73,0.6055291
17137,12134 X 12135,12134,12135,(F) Fat,12-Sep,34,72,0.937212
17144,12135 X 12142,12135,12142,(N) Normal,12-Sep,34,72,0.4021302
17144,12135 X 12142,12135,12142,(N) Normal,12-Sep,34,72,0.5879273
17151,12135 X 12142,12135,12142,(F) Fat,12-Sep,34,72,0.5592684
17151,12135 X 12142,12135,12142,(F) Fat,12-Sep,34,73,0.8264018
17172,12143 X 12115,12143,12115,(N) Normal,12-Sep,34,72,0.3731809
17179,12143 X 12115,12143,12115,(F) Fat,12-Sep,34,70,0.2492004
17179,12143 X 12115,12143,12115,(F) Fat,12-Sep,34,70,0.2631337
17179,12143 X 12115,12143,12115,(F) Fat,12-Sep,34,71,0.3052439
17375,12146 X 12168,12146,12168,(F) Fat,12-Sep,36,74,0.4102501
17375,12146 X 12168,12146,12168,(F) Fat,12-Sep,36,76,0.4258881
17375,12146 X 12168,12146,12168,(F) Fat,12-Sep,36,76,0.4367488
17354,12156 X 12141,12156,12141,(N) Normal,12-Sep,35,78,0.4840744
17354,12156 X 12141,12156,12141,(N) Normal,12-Sep,35,77,0.5555636
17354,12156 X 12141,12156,12141,(N) Normal,12-Sep,35,79,0.7134442
17382,12159 X 12161,12159,12161,(N) Normal,12-Sep,36,74,0.5744041
17382,12159 X 12161,12159,12161,(N) Normal,12-Sep,36,75,0.7074682
17424,12163 X 12164,12163,12164,(N) Normal,12-Sep,36,74,0.4159621
17424,12163 X 12164,12163,12164,(N) Normal,12-Sep,36,76,0.4870796
17424,12163 X 12164,12163,12164,(N) Normal,12-Sep,36,76,0.496384
17431,12163 X 12164,12163,12164,(F) Fat,12-Sep,36,75,0.488785
17431,12163 X 12164,12163,12164,(F) Fat,12-Sep,36,76,0.54576
17431,12163 X 12164,12163,12164,(F) Fat,12-Sep,36,76,0.5997858
17438,12164 X 12165,12164,12165,(N) Normal,12-Sep,36,75,0.6281185
17445,12164 X 12165,12164,12165,(F) Fat,12-Sep,36,76,0.3753978
17445,12164 X 12165,12164,12165,(F) Fat,12-Sep,36,76,0.4536965
17445,12164 X 12165,12164,12165,(F) Fat,12-Sep,36,75,0.5845158
17452,12165 X 12166,12165,12166,(N) Normal,12-Sep,36,75,0.4312806
17452,12165 X 12166,12165,12166,(N) Normal,12-Sep,36,75,0.4538796
17452,12165 X 12166,12165,12166,(N) Normal,12-Sep,36,76,0.6557033
17459,12165 X 12166,12165,12166,(F) Fat,12-Sep,36,75,0.626849
17459,12165 X 12166,12165,12166,(F) Fat,12-Sep,36,75,0.8097264
17480,12168 X 12169,12168,12169,(N) Normal,12-Sep,36,75,0.4505838
17480,12168 X 12169,12168,12169,(N) Normal,12-Sep,36,75,0.5139582
17480,12168 X 12169,12168,12169,(N) Normal,12-Sep,36,76,0.5685347
17487,12168 X 12169,12168,12169,(F) Fat,12-Sep,36,76,0.3166812
17487,12168 X 12169,12168,12169,(F) Fat,12-Sep,36,74,0.3822569
17487,12168 X 12169,12168,12169,(F) Fat,12-Sep,36,75,0.609053
17494,12169 X 12170,12169,12170,(N) Normal,12-Sep,36,75,0.4675509
17501,12169 X 12170,12169,12170,(F) Fat,12-Sep,36,74,0.4289055
17508,12170 X 12171,12170,12171,(N) Normal,12-Sep,36,76,0.4707521
17508,12170 X 12171,12170,12171,(N) Normal,12-Sep,36,76,0.4922713
17515,12170 X 12171,12170,12171,(F) Fat,12-Sep,36,75,0.3983386
17520,12171 X 12159,12171,12159,(N) Normal,12-Sep,36,74,0.446814
17522,12171 X 12159,12171,12159,(N) Normal,12-Sep,36,74,0.3777722
17522,12171 X 12159,12171,12159,(N) Normal,12-Sep,36,75,0.4407313
17529,12171 X 12159,12171,12159,(F) Fat,12-Sep,36,76,0.241989
17529,12171 X 12159,12171,12159,(F) Fat,12-Sep,36,76,0.2538225
17529,12171 X 12159,12171,12159,(F) Fat,12-Sep,36,74,0.36587
17529,12171 X 12159,12171,12159,(F) Fat,12-Sep,36,76,0.4661428
17536,12173 X 12174,12173,12174,(N) Normal,12-Sep,37,76,0.2178767
17536,12173 X 12174,12173,12174,(N) Normal,12-Sep,37,75,0.2830804
17543,12173 X 12174,12173,12174,(F) Fat,12-Sep,37,76,0.4797548
17550,12174 X 12175,12174,12175,(N) Normal,12-Sep,37,77,0.444964
17550,12174 X 12175,12174,12175,(N) Normal,12-Sep,37,78,0.467993
17550,12174 X 12175,12174,12175,(N) Normal,12-Sep,37,77,0.5109327
17557,12174 X 12175,12174,12175,(F) Fat,12-Sep,37,75,0.3363965
17557,12174 X 12175,12174,12175,(F) Fat,12-Sep,37,77,0.4472677
17578,12178 X 12179,12178,12179,(N) Normal,12-Sep,37,76,0.205361
17578,12178 X 12179,12178,12179,(N) Normal,12-Sep,37,76,0.3478432
17578,12178 X 12179,12178,12179,(N) Normal,12-Sep,37,76,0.570327
17585,12178 X 12179,12178,12179,(F) Fat,12-Sep,37,76,0.3885649
17585,12178 X 12179,12178,12179,(F) Fat,12-Sep,37,74,0.5646825
17600,12179 X 12180,12179,12180,(F) Fat,12-Sep,37,22,0.6395007
17592,12179 X 12180,12179,12180,(N) Normal,12-Sep,37,76,0.390013
17592,12179 X 12180,12179,12180,(N) Normal,12-Sep,37,75,0.5085976
17592,12179 X 12180,12179,12180,(N) Normal,12-Sep,37,76,0.5097238
17599,12179 X 12180,12179,12180,(F) Fat,12-Sep,37,74,0.381953
17599,12179 X 12180,12179,12180,(F) Fat,12-Sep,37,76,0.5955292
17599,12179 X 12180,12179,12180,(F) Fat,12-Sep,37,75,0.6208559
17606,12180 X 12181,12180,12181,(N) Normal,12-Sep,37,75,0.5926729
17606,12180 X 12181,12180,12181,(N) Normal,12-Sep,37,75,0.7879587
17613,12180 X 12181,12180,12181,(F) Fat,12-Sep,37,76,0.4101527
17613,12180 X 12181,12180,12181,(F) Fat,12-Sep,37,75,0.4339196
17613,12180 X 12181,12180,12181,(F) Fat,12-Sep,37,76,0.5749993
17620,12181 X 12182,12181,12182,(N) Normal,12-Sep,37,77,0.298742
17620,12181 X 12182,12181,12182,(N) Normal,12-Sep,37,74,0.5238847
17627,12181 X 12182,12181,12182,(F) Fat,12-Sep,37,77,0.3335498
17627,12181 X 12182,12181,12182,(F) Fat,12-Sep,37,74,0.3820011
17627,12181 X 12182,12181,12182,(F) Fat,12-Sep,37,74,0.3870073
17634,12182 X 12183,12182,12183,(N) Normal,12-Sep,37,77,0.2489897
17634,12182 X 12183,12182,12183,(N) Normal,12-Sep,37,78,0.251899
17634,12182 X 12183,12182,12183,(N) Normal,12-Sep,37,78,0.608712
17641,12182 X 12183,12182,12183,(F) Fat,12-Sep,37,76,0.2360394
17641,12182 X 12183,12182,12183,(F) Fat,12-Sep,37,78,0.3147597
17641,12182 X 12183,12182,12183,(F) Fat,12-Sep,37,77,0.4444638
17648,12183 X 12184,12183,12184,(N) Normal,12-Sep,37,75,0.2292453
17648,12183 X 12184,12183,12184,(N) Normal,12-Sep,37,75,0.2377262
17648,12183 X 12184,12183,12184,(N) Normal,12-Sep,37,75,0.2877887
17655,12183 X 12184,12183,12184,(F) Fat,12-Sep,37,74,0.1835768
17655,12183 X 12184,12183,12184,(F) Fat,12-Sep,37,75,0.1883015
17662,12184 X 12185,12184,12185,(N) Normal,12-Sep,37,75,0.9598859
17669,12184 X 12185,12184,12185,(F) Fat,12-Sep,37,76,0.2074646
17669,12184 X 12185,12184,12185,(F) Fat,12-Sep,37,75,0.2259386
17669,12184 X 12185,12184,12185,(F) Fat,12-Sep,37,76,0.2492099
17676,12185 X 12186,12185,12186,(N) Normal,12-Sep,37,78,0.2667234
17676,12185 X 12186,12185,12186,(N) Normal,12-Sep,37,77,0.3199004
17676,12185 X 12186,12185,12186,(N) Normal,12-Sep,37,77,0.3550513
17683,12185 X 12186,12185,12186,(F) Fat,12-Sep,37,75,0.2750573
17683,12185 X 12186,12185,12186,(F) Fat,12-Sep,37,78,0.3215869
17683,12185 X 12186,12185,12186,(F) Fat,12-Sep,37,78,0.3871614
17690,12186 X 12187,12186,12187,(N) Normal,12-Sep,37,77,0.2172414
17690,12186 X 12187,12186,12187,(N) Normal,12-Sep,37,78,0.2507782
17690,12186 X 12187,12186,12187,(N) Normal,12-Sep,37,78,0.372701
17697,12186 X 12187,12186,12187,(F) Fat,12-Sep,37,78,0.3172579
17697,12186 X 12187,12186,12187,(F) Fat,12-Sep,37,74,0.4001228
17697,12186 X 12187,12186,12187,(F) Fat,12-Sep,37,77,0.4785541
17704,12187 X 12173,12187,12173,(N) Normal,12-Sep,37,78,0.4617269
17704,12187 X 12173,12187,12173,(N) Normal,12-Sep,37,74,0.6775748
17872,12188 X 12190,12188,12190,(N) Normal,12-Oct,39,70,0.5312958
17886,12191 X 12192,12191,12192,(N) Normal,12-Oct,39,70,0.4165792
17886,12191 X 12192,12191,12192,(N) Normal,12-Oct,39,71,0.4209777
17886,12191 X 12192,12191,12192,(N) Normal,12-Oct,39,71,0.6169998
17893,12191 X 12192,12191,12192,(F) Fat,12-Oct,39,70,0.4173281
