vial,cross type,female line,male line,food type,month crossed,cross number,plate,y
8002,11011 X 11022,11011,11022,(N) Normal,12-Feb,3,1,0.0168531
8002,11011 X 11022,11011,11022,(N) Normal,12-Feb,3,1,0.1048213
8002,11011 X 11022,11011,11022,(N) Normal,12-Feb,3,1,0.3404274
8009,11011 X 11022,11011,11022,(F) Fat,12-Feb,3,1,0.0559015
8009,11011 X 11022,11011,11022,(F) Fat,12-Feb,3,1,0.0593475
8009,11011 X 11022,11011,11022,(F) Fat,12-Feb,3,1,0.1516191
14428,11011 X 11023,11011,11023,(N) Normal,12-Jul,26,47,0.7033106
14428,11011 X 11023,11011,11023,(N) Normal,12-Jul,26,46,0.8844692
14435,11011 X 11023,11011,11023,(F) Fat,12-Jul,26,40,1.2191324
8016,11022 X 11023,11022,11023,(N) Normal,12-Feb,3,1,0.209998
8016,11022 X 11023,11022,11023,(N) Normal,12-Feb,3,1,0.2759073
8016,11022 X 11023,11022,11023,(N) Normal,12-Feb,3,1,0.2957416
8023,11022 X 11023,11022,11023,(F) Fat,12-Feb,3,1,0.5402013
8023,11022 X 11023,11022,11023,(F) Fat,12-Feb,3,1,0.6988134
8023,11022 X 11023,11022,11023,(F) Fat,12-Feb,3,1,0.7138151
8030,11023 X 11024,11023,11024,(N) Normal,12-Feb,3,1,0.4410939
8030,11023 X 11024,11023,11024,(N) Normal,12-Feb,3,1,0.6343201
14449,11023 X 11027,11023,11027,(F) Fat,12-Jul,26,42,0.611905
14449,11023 X 11027,11023,11027,(F) Fat,12-Jul,26,42,0.6358989
14449,11023 X 11027,11023,11027,(F) Fat,12-Jul,26,42,0.8977886
8044,11025 X 11027,11025,11027,(N) Normal,12-Feb,3,1,0.1946298
8044,11025 X 11027,11025,11027,(N) Normal,12-Feb,3,1,0.1964501
8044,11025 X 11027,11025,11027,(N) Normal,12-Feb,3,1,0.2934162
8051,11025 X 11027,11025,11027,(F) Fat,12-Feb,3,4,0.3130101
8051,11025 X 11027,11025,11027,(F) Fat,12-Feb,3,4,0.4528822
8058,11027 X 11030,11027,11030,(N) Normal,12-Feb,3,1,0.1052967
8058,11027 X 11030,11027,11030,(N) Normal,12-Feb,3,1,0.2528017
8065,11027 X 11030,11027,11030,(F) Fat,12-Feb,3,4,0.2948642
8065,11027 X 11030,11027,11030,(F) Fat,12-Feb,3,4,0.4074989
8065,11027 X 11030,11027,11030,(F) Fat,12-Feb,3,4,0.4493462
14470,11027 X 11035,11027,11035,(N) Normal,12-Jul,26,39,0.7059546
14470,11027 X 11035,11027,11035,(N) Normal,12-Jul,26,39,1.0034647
8170,11028 X 11031,11028,11031,(N) Normal,12-Feb,4,1,0.1535812
8170,11028 X 11031,11028,11031,(N) Normal,12-Feb,4,1,0.2693142
8177,11028 X 11031,11028,11031,(F) Fat,12-Feb,4,1,0.2674052
8177,11028 X 11031,11028,11031,(F) Fat,12-Feb,4,1,0.3499302
8072,11031 X 11032,11031,11032,(N) Normal,12-Feb,3,1,0.2698806
8072,11031 X 11032,11031,11032,(N) Normal,12-Feb,3,1,0.2781748
8072,11031 X 11032,11031,11032,(N) Normal,12-Feb,3,1,0.327012
8079,11031 X 11032,11031,11032,(F) Fat,12-Feb,3,4,0.3641169
8079,11031 X 11032,11031,11032,(F) Fat,12-Feb,3,4,0.4359928
8079,11031 X 11032,11031,11032,(F) Fat,12-Feb,3,4,0.5174385
8086,11032 X 11033,11032,11033,(N) Normal,12-Feb,3,4,0.1822553
8086,11032 X 11033,11032,11033,(N) Normal,12-Feb,3,4,0.3582806
8093,11032 X 11033,11032,11033,(F) Fat,12-Feb,3,4,0.18344
8093,11032 X 11033,11032,11033,(F) Fat,12-Feb,3,4,0.3325041
8093,11032 X 11033,11032,11033,(F) Fat,12-Feb,3,4,0.3520414
8100,11033 X 11034,11033,11034,(N) Normal,12-Feb,3,1,0.009812
8100,11033 X 11034,11033,11034,(N) Normal,12-Feb,3,1,0.1684831
8100,11033 X 11034,11033,11034,(N) Normal,12-Feb,3,1,0.2439122
8107,11033 X 11034,11033,11034,(F) Fat,12-Feb,3,1,0.1746875
8107,11033 X 11034,11033,11034,(F) Fat,12-Feb,3,1,0.2645167
8107,11033 X 11034,11033,11034,(F) Fat,12-Feb,3,1,0.5484988
8156,11034 X 11011,11034,11011,(N) Normal,12-Feb,4,3,0.226272
8436,11034 X 11028,11034,11028,(N) Normal,12-Feb,5,4,0.2779548
8443,11034 X 11028,11034,11028,(F) Fat,12-Feb,5,4,0.4267199
8443,11034 X 11028,11034,11028,(F) Fat,12-Feb,5,4,0.4688215
14484,11034 X 11040,11034,11040,(N) Normal,12-Jul,26,47,0.490403
14484,11034 X 11040,11034,11040,(N) Normal,12-Jul,26,43,0.7068341
14484,11034 X 11040,11034,11040,(N) Normal,12-Jul,26,42,0.8105469
14491,11034 X 11040,11034,11040,(F) Fat,12-Jul,26,39,0.7505634
14491,11034 X 11040,11034,11040,(F) Fat,12-Jul,26,39,1.0321843
14491,11034 X 11040,11034,11040,(F) Fat,12-Jul,26,39,1.2591092
8189,11035 X 11036,11035,11036,(F) Fat,12-Feb,4,1,0.3412077
8184,11035 X 11036,11035,11036,(N) Normal,12-Feb,4,1,0.2007895
8184,11035 X 11036,11035,11036,(N) Normal,12-Feb,4,1,0.2245836
8184,11035 X 11036,11035,11036,(N) Normal,12-Feb,4,1,0.4167805
8191,11035 X 11036,11035,11036,(F) Fat,12-Feb,4,1,0.2521903
14498,11035 X 11042,11035,11042,(N) Normal,12-Jul,26,40,0.4488286
14498,11035 X 11042,11035,11042,(N) Normal,12-Jul,26,40,0.4604275
14498,11035 X 11042,11035,11042,(N) Normal,12-Jul,26,40,0.5742752
14505,11035 X 11042,11035,11042,(F) Fat,12-Jul,26,45,0.5623312
14505,11035 X 11042,11035,11042,(F) Fat,12-Jul,26,44,0.7067751
14505,11035 X 11042,11035,11042,(F) Fat,12-Jul,26,43,0.7246441
8198,11036 X 11037,11036,11037,(N) Normal,12-Feb,4,1,0.2178564
8198,11036 X 11037,11036,11037,(N) Normal,12-Feb,4,1,0.2235254
8198,11036 X 11037,11036,11037,(N) Normal,12-Feb,4,1,0.2791868
8205,11036 X 11037,11036,11037,(F) Fat,12-Feb,4,2,0.1531532
8205,11036 X 11037,11036,11037,(F) Fat,12-Feb,4,2,0.1761346
8205,11036 X 11037,11036,11037,(F) Fat,12-Feb,4,2,0.2711839
8212,11037 X 11038,11037,11038,(N) Normal,12-Feb,4,3,0.1734214
8212,11037 X 11038,11037,11038,(N) Normal,12-Feb,4,3,0.284034
8219,11037 X 11038,11037,11038,(F) Fat,12-Feb,4,3,0.18147
8219,11037 X 11038,11037,11038,(F) Fat,12-Feb,4,3,0.2142861
8226,11038 X 11039,11038,11039,(N) Normal,12-Feb,4,2,0.1683027
8226,11038 X 11039,11038,11039,(N) Normal,12-Feb,4,2,0.1928748
8226,11038 X 11039,11038,11039,(N) Normal,12-Feb,4,2,0.6133347
8233,11038 X 11039,11038,11039,(F) Fat,12-Feb,4,2,0.228428
8233,11038 X 11039,11038,11039,(F) Fat,12-Feb,4,2,0.2624122
8240,11039 X 11041,11039,11041,(N) Normal,12-Feb,4,2,0.1288493
8240,11039 X 11041,11039,11041,(N) Normal,12-Feb,4,2,0.2368551
8240,11039 X 11041,11039,11041,(N) Normal,12-Feb,4,2,0.3640136
8247,11039 X 11041,11039,11041,(F) Fat,12-Feb,4,2,0.0998425
8247,11039 X 11041,11039,11041,(F) Fat,12-Feb,4,2,0.2609016
14512,11040 X 11044,11040,11044,(N) Normal,12-Jul,26,39,0.5756873
14512,11040 X 11044,11040,11044,(N) Normal,12-Jul,26,39,0.7490691
14519,11040 X 11044,11040,11044,(F) Fat,12-Jul,26,43,0.6970916
14519,11040 X 11044,11040,11044,(F) Fat,12-Jul,26,44,0.6986082
14519,11040 X 11044,11040,11044,(F) Fat,12-Jul,26,47,0.9757999
8450,11040 X 11045,11040,11045,(N) Normal,12-Feb,5,4,0.2295628
8457,11040 X 11045,11040,11045,(F) Fat,12-Feb,5,4,0.2214347
8254,11041 X 11042,11041,11042,(N) Normal,12-Feb,4,3,0.159643
8254,11041 X 11042,11041,11042,(N) Normal,12-Feb,4,3,0.166949
8254,11041 X 11042,11041,11042,(N) Normal,12-Feb,4,3,1.0624224
8261,11041 X 11042,11041,11042,(F) Fat,12-Feb,4,2,0.1237678
8261,11041 X 11042,11041,11042,(F) Fat,12-Feb,4,2,0.1742559
8261,11041 X 11042,11041,11042,(F) Fat,12-Feb,4,2,0.2173523
8268,11042 X 11043,11042,11043,(N) Normal,12-Feb,4,2,0.1486715
8275,11042 X 11043,11042,11043,(F) Fat,12-Feb,4,2,0.1512872
8275,11042 X 11043,11042,11043,(F) Fat,12-Feb,4,2,0.166612
8275,11042 X 11043,11042,11043,(F) Fat,12-Feb,4,2,0.2570142
14526,11042 X 11045,11042,11045,(N) Normal,12-Jul,26,47,0.7925653
14526,11042 X 11045,11042,11045,(N) Normal,12-Jul,26,47,0.9664189
14526,11042 X 11045,11042,11045,(N) Normal,12-Jul,26,45,1.098942
14533,11042 X 11045,11042,11045,(F) Fat,12-Jul,26,42,1.1286628
14533,11042 X 11045,11042,11045,(F) Fat,12-Jul,26,45,1.187124
14533,11042 X 11045,11042,11045,(F) Fat,12-Jul,26,42,1.292103
8282,11043 X 11044,11043,11044,(N) Normal,12-Feb,4,2,0.024725
8282,11043 X 11044,11043,11044,(N) Normal,12-Feb,4,2,0.0293833
8282,11043 X 11044,11043,11044,(N) Normal,12-Feb,4,2,0.0384894
8289,11043 X 11044,11043,11044,(F) Fat,12-Feb,4,2,0.0714509
8289,11043 X 11044,11043,11044,(F) Fat,12-Feb,4,2,0.1179938
8289,11043 X 11044,11043,11044,(F) Fat,12-Feb,4,2,0.3016203
14540,11043 X 11046,11043,11046,(N) Normal,12-Jul,26,47,0.7315891
14540,11043 X 11046,11043,11046,(N) Normal,12-Jul,26,43,0.838362
14540,11043 X 11046,11043,11046,(N) Normal,12-Jul,26,42,0.8530086
14547,11043 X 11046,11043,11046,(F) Fat,12-Jul,26,46,0.6015067
14547,11043 X 11046,11043,11046,(F) Fat,12-Jul,26,45,0.7030984
14547,11043 X 11046,11043,11046,(F) Fat,12-Jul,26,42,0.7626023
8464,11044 X 11035,11044,11035,(N) Normal,12-Feb,5,4,0.2449478
8464,11044 X 11035,11044,11035,(N) Normal,12-Feb,5,4,0.2589816
8464,11044 X 11035,11044,11035,(N) Normal,12-Feb,5,4,0.3058646
8471,11044 X 11035,11044,11035,(F) Fat,12-Feb,5,4,0.3421898
8296,11044 X 11046,11044,11046,(N) Normal,12-Feb,4,2,0.0439488
8296,11044 X 11046,11044,11046,(N) Normal,12-Feb,4,2,0.0469689
8296,11044 X 11046,11044,11046,(N) Normal,12-Feb,4,2,0.0843909
8303,11044 X 11046,11044,11046,(F) Fat,12-Feb,4,3,0.2733892
8303,11044 X 11046,11044,11046,(F) Fat,12-Feb,4,3,0.3112242
14554,11044 X 11050,11044,11050,(N) Normal,12-Jul,26,47,0.5840201
14554,11044 X 11050,11044,11050,(N) Normal,12-Jul,26,47,0.6930499
14554,11044 X 11050,11044,11050,(N) Normal,12-Jul,26,47,0.8244448
14561,11044 X 11050,11044,11050,(F) Fat,12-Jul,26,44,0.6018941
14561,11044 X 11050,11044,11050,(F) Fat,12-Jul,26,46,0.6587581
14561,11044 X 11050,11044,11050,(F) Fat,12-Jul,26,45,0.6818697
8478,11045 X 11047,11045,11047,(N) Normal,12-Feb,5,4,0.2628283
8478,11045 X 11047,11045,11047,(N) Normal,12-Feb,5,4,0.3628276
8485,11045 X 11047,11045,11047,(F) Fat,12-Feb,5,4,0.1664937
8485,11045 X 11047,11045,11047,(F) Fat,12-Feb,5,4,0.2205745
8485,11045 X 11047,11045,11047,(F) Fat,12-Feb,5,4,0.2473234
14569,11045 X 11051,11045,11051,(N) Normal,12-Jul,26,43,0.6574694
14572,11045 X 11051,11045,11051,(N) Normal,12-Jul,26,40,0.6570626
14578,11045 X 11051,11045,11051,(F) Fat,12-Jul,26,40,0.9724828
14568,11045 X 11051,11045,11051,(N) Normal,12-Jul,26,43,0.8023327
14568,11045 X 11051,11045,11051,(N) Normal,12-Jul,26,45,1.311124
8310,11046 X 11049,11046,11049,(N) Normal,12-Feb,4,2,0.1461256
8310,11046 X 11049,11046,11049,(N) Normal,12-Feb,4,2,0.2501187
8310,11046 X 11049,11046,11049,(N) Normal,12-Feb,4,2,0.4941378
8317,11046 X 11049,11046,11049,(F) Fat,12-Feb,4,2,0.131761
8317,11046 X 11049,11046,11049,(F) Fat,12-Feb,4,2,0.1503631
8492,11047 X 11048,11047,11048,(N) Normal,12-Feb,5,4,0.1855337
8492,11047 X 11048,11047,11048,(N) Normal,12-Feb,5,4,0.2057054
8492,11047 X 11048,11047,11048,(N) Normal,12-Feb,5,4,0.2472679
8499,11047 X 11048,11047,11048,(F) Fat,12-Feb,5,4,0.1628729
8499,11047 X 11048,11047,11048,(F) Fat,12-Feb,5,4,0.1888376
8499,11047 X 11048,11047,11048,(F) Fat,12-Feb,5,4,0.2760365
8506,11048 X 11052,11048,11052,(N) Normal,12-Feb,5,4,0.2317286
8513,11048 X 11052,11048,11052,(F) Fat,12-Feb,5,7,0.514753
8513,11048 X 11052,11048,11052,(F) Fat,12-Feb,5,7,0.970045
8324,11049 X 11050,11049,11050,(N) Normal,12-Feb,4,3,0.1191195
8324,11049 X 11050,11049,11050,(N) Normal,12-Feb,4,3,0.2475005
8331,11049 X 11050,11049,11050,(F) Fat,12-Feb,4,3,0.1443782
8331,11049 X 11050,11049,11050,(F) Fat,12-Feb,4,3,0.1469708
8331,11049 X 11050,11049,11050,(F) Fat,12-Feb,4,3,0.1701694
8338,11050 X 11051,11050,11051,(N) Normal,12-Feb,4,3,0.1588375
8338,11050 X 11051,11050,11051,(N) Normal,12-Feb,4,3,0.2289586
8338,11050 X 11051,11050,11051,(N) Normal,12-Feb,4,3,0.2453353
8345,11050 X 11051,11050,11051,(F) Fat,12-Feb,4,2,0.0792147
8345,11050 X 11051,11050,11051,(F) Fat,12-Feb,4,2,0.1279453
8345,11050 X 11051,11050,11051,(F) Fat,12-Feb,4,2,0.1601955
14582,11050 X 11053,11050,11053,(N) Normal,12-Jul,26,39,0.6927997
14582,11050 X 11053,11050,11053,(N) Normal,12-Jul,26,39,1.0477538
8352,11051 X 11053,11051,11053,(N) Normal,12-Feb,4,2,0.0674141
8352,11051 X 11053,11051,11053,(N) Normal,12-Feb,4,2,0.1199263
8352,11051 X 11053,11051,11053,(N) Normal,12-Feb,4,2,0.3359161
8359,11051 X 11053,11051,11053,(F) Fat,12-Feb,4,3,0.2255093
8359,11051 X 11053,11051,11053,(F) Fat,12-Feb,4,3,0.2784736
14596,11051 X 11054,11051,11054,(N) Normal,12-Jul,26,43,0.9686544
14603,11051 X 11054,11051,11054,(F) Fat,12-Jul,26,46,0.5516804
14603,11051 X 11054,11051,11054,(F) Fat,12-Jul,26,43,0.7839488
14603,11051 X 11054,11051,11054,(F) Fat,12-Jul,26,44,0.8936739
8527,11052 X 11058,11052,11058,(F) Fat,12-Feb,5,4,0.125943
8527,11052 X 11058,11052,11058,(F) Fat,12-Feb,5,4,0.2566555
8527,11052 X 11058,11052,11058,(F) Fat,12-Feb,5,4,0.3946704
8366,11053 X 11054,11053,11054,(N) Normal,12-Feb,4,3,0.2088064
8366,11053 X 11054,11053,11054,(N) Normal,12-Feb,4,3,0.2969076
8373,11053 X 11054,11053,11054,(F) Fat,12-Feb,4,3,0.1368271
8373,11053 X 11054,11053,11054,(F) Fat,12-Feb,4,3,0.182067
8373,11053 X 11054,11053,11054,(F) Fat,12-Feb,4,3,0.2141314
8380,11054 X 11055,11054,11055,(N) Normal,12-Feb,4,3,0.1735336
8380,11054 X 11055,11054,11055,(N) Normal,12-Feb,4,3,0.1870387
8380,11054 X 11055,11054,11055,(N) Normal,12-Feb,4,3,0.2377163
8387,11054 X 11055,11054,11055,(F) Fat,12-Feb,4,3,0.1528159
8387,11054 X 11055,11054,11055,(F) Fat,12-Feb,4,3,0.1673959
8387,11054 X 11055,11054,11055,(F) Fat,12-Feb,4,3,0.1941032
14610,11054 X 11056,11054,11056,(N) Normal,12-Jul,26,41,0.7370579
14610,11054 X 11056,11054,11056,(N) Normal,12-Jul,26,41,0.8670758
14610,11054 X 11056,11054,11056,(N) Normal,12-Jul,26,41,1.4271329
14617,11054 X 11056,11054,11056,(F) Fat,12-Jul,26,39,0.6493602
14617,11054 X 11056,11054,11056,(F) Fat,12-Jul,26,39,0.7617918
14617,11054 X 11056,11054,11056,(F) Fat,12-Jul,26,40,0.8010349
8394,11055 X 11056,11055,11056,(N) Normal,12-Feb,4,3,0.0976867
8394,11055 X 11056,11055,11056,(N) Normal,12-Feb,4,3,0.1277024
8394,11055 X 11056,11055,11056,(N) Normal,12-Feb,4,3,0.1673367
8401,11055 X 11056,11055,11056,(F) Fat,12-Feb,4,3,0.1099448
8401,11055 X 11056,11055,11056,(F) Fat,12-Feb,4,3,0.1355512
8401,11055 X 11056,11055,11056,(F) Fat,12-Feb,4,3,0.1667059
8408,11056 X 11057,11056,11057,(N) Normal,12-Feb,4,3,0.1326485
8408,11056 X 11057,11056,11057,(N) Normal,12-Feb,4,3,0.4442063
8422,11057 X 11035,11057,11035,(N) Normal,12-Feb,4,3,0.1373688
8422,11057 X 11035,11057,11035,(N) Normal,12-Feb,4,4,0.2299929
8429,11057 X 11035,11057,11035,(F) Fat,12-Feb,4,4,0.2706522
8429,11057 X 11035,11057,11035,(F) Fat,12-Feb,4,4,0.328683
14628,11057 X 11059,11057,11059,(N) Normal,12-Jul,26,39,0.5289899
14624,11057 X 11059,11057,11059,(N) Normal,12-Jul,26,39,0.8190587
14624,11057 X 11059,11057,11059,(N) Normal,12-Jul,26,40,0.9073441
14624,11057 X 11059,11057,11059,(N) Normal,12-Jul,26,39,1.2997246
14630,11057 X 11059,11057,11059,(F) Fat,12-Jul,26,43,0.4705109
14630,11057 X 11059,11057,11059,(F) Fat,12-Jul,26,45,0.6526497
14630,11057 X 11059,11057,11059,(F) Fat,12-Jul,26,42,0.7437261
8534,11058 X 11040,11058,11040,(N) Normal,12-Feb,5,6,0.5960784
8541,11058 X 11040,11058,11040,(F) Fat,12-Feb,5,7,0.8131926
8541,11058 X 11040,11058,11040,(F) Fat,12-Feb,5,7,0.9575169
8548,11059 X 11060,11059,11060,(N) Normal,12-Feb,6,7,0.2769073
8548,11059 X 11060,11059,11060,(N) Normal,12-Feb,6,6,0.3756415
8548,11059 X 11060,11059,11060,(N) Normal,12-Feb,6,7,0.3901798
8548,11059 X 11060,11059,11060,(N) Normal,12-Feb,6,6,0.5810708
8555,11059 X 11060,11059,11060,(F) Fat,12-Feb,6,6,0.3893016
8555,11059 X 11060,11059,11060,(F) Fat,12-Feb,6,7,0.5129837
8555,11059 X 11060,11059,11060,(F) Fat,12-Feb,6,6,0.8077556
14781,11059 X 11062,11059,11062,(N) Normal,12-Jul,26,39,0.619267
14781,11059 X 11062,11059,11062,(N) Normal,12-Jul,26,40,0.7608788
14781,11059 X 11062,11059,11062,(N) Normal,12-Jul,26,39,0.7658351
14785,11059 X 11062,11059,11062,(F) Fat,12-Jul,26,44,0.3880481
14785,11059 X 11062,11059,11062,(F) Fat,12-Jul,26,46,0.5786326
14785,11059 X 11062,11059,11062,(F) Fat,12-Jul,26,43,0.940558
8562,11060 X 11062,11060,11062,(N) Normal,12-Feb,6,6,0.3090861
8562,11060 X 11062,11060,11062,(N) Normal,12-Feb,6,6,0.3798511
8562,11060 X 11062,11060,11062,(N) Normal,12-Feb,6,6,0.6647808
8569,11060 X 11062,11060,11062,(F) Fat,12-Feb,6,6,0.5370462
8569,11060 X 11062,11060,11062,(F) Fat,12-Feb,6,7,0.9008928
8569,11060 X 11062,11060,11062,(F) Fat,12-Feb,6,7,1.1433163
14638,11062 X 11063,11062,11063,(N) Normal,12-Jul,26,39,0.6718052
14638,11062 X 11063,11062,11063,(N) Normal,12-Jul,26,39,0.8353801
14645,11062 X 11063,11062,11063,(F) Fat,12-Jul,26,47,0.8013308
14645,11062 X 11063,11062,11063,(F) Fat,12-Jul,26,46,0.87256
14645,11062 X 11063,11062,11063,(F) Fat,12-Jul,26,46,0.8849229
8590,11063 X 11065,11063,11065,(N) Normal,12-Feb,6,7,0.1858362
8590,11063 X 11065,11063,11065,(N) Normal,12-Feb,6,6,0.2968332
8590,11063 X 11065,11063,11065,(N) Normal,12-Feb,6,6,0.4253883
8597,11063 X 11065,11063,11065,(F) Fat,12-Feb,6,6,0.4716803
8597,11063 X 11065,11063,11065,(F) Fat,12-Feb,6,7,0.5760686
8597,11063 X 11065,11063,11065,(F) Fat,12-Feb,6,7,0.6184466
14652,11063 X 11065,11063,11065,(N) Normal,12-Jul,26,39,0.6719587
14652,11063 X 11065,11063,11065,(N) Normal,12-Jul,26,39,0.7114121
14659,11063 X 11065,11063,11065,(F) Fat,12-Jul,26,44,0.8317489
14659,11063 X 11065,11063,11065,(F) Fat,12-Jul,26,47,0.9462818
14659,11063 X 11065,11063,11065,(F) Fat,12-Jul,26,47,1.0222713
14666,11065 X 11066,11065,11066,(N) Normal,12-Jul,26,46,0.7203884
14666,11065 X 11066,11065,11066,(N) Normal,12-Jul,26,45,0.9664417
14673,11065 X 11066,11065,11066,(F) Fat,12-Jul,26,43,0.6333266
14673,11065 X 11066,11065,11066,(F) Fat,12-Jul,26,45,0.7883897
14681,11066 X 11067,11066,11067,(N) Normal,12-Jul,26,47,0.5547507
14681,11066 X 11067,11066,11067,(N) Normal,12-Jul,26,46,0.5964833
14681,11066 X 11067,11066,11067,(N) Normal,12-Jul,26,44,0.8554473
14687,11066 X 11067,11066,11067,(F) Fat,12-Jul,26,44,0.4866468
14687,11066 X 11067,11066,11067,(F) Fat,12-Jul,26,42,0.5417993
14687,11066 X 11067,11066,11067,(F) Fat,12-Jul,26,46,0.6001651
14694,11067 X 11068,11067,11068,(N) Normal,12-Jul,26,40,0.5879784
14694,11067 X 11068,11067,11068,(N) Normal,12-Jul,26,40,0.8462755
14694,11067 X 11068,11067,11068,(N) Normal,12-Jul,26,40,1.1752063
14701,11067 X 11068,11067,11068,(F) Fat,12-Jul,26,46,0.4689509
14701,11067 X 11068,11067,11068,(F) Fat,12-Jul,26,47,0.4960026
14701,11067 X 11068,11067,11068,(F) Fat,12-Jul,26,44,0.7016223
8645,11068 X 11069,11068,11069,(N) Normal,12-Feb,6,7,0.5505379
8646,11068 X 11069,11068,11069,(N) Normal,12-Feb,6,6,0.2368575
8646,11068 X 11069,11068,11069,(N) Normal,12-Feb,6,6,0.2963909
8646,11068 X 11069,11068,11069,(N) Normal,12-Feb,6,7,0.5998531
8653,11068 X 11069,11068,11069,(F) Fat,12-Feb,6,7,0.1987
8653,11068 X 11069,11068,11069,(F) Fat,12-Feb,6,7,0.2432255
14708,11068 X 11071,11068,11071,(N) Normal,12-Jul,26,39,0.4082939
14708,11068 X 11071,11068,11071,(N) Normal,12-Jul,26,39,0.4794947
14708,11068 X 11071,11068,11071,(N) Normal,12-Jul,26,40,0.6291965
14715,11068 X 11071,11068,11071,(F) Fat,12-Jul,26,47,0.4422866
14715,11068 X 11071,11068,11071,(F) Fat,12-Jul,26,43,0.5551845
14806,11071 X 11073,11071,11073,(N) Normal,12-Jul,27,43,0.6005727
14806,11071 X 11073,11071,11073,(N) Normal,12-Jul,27,44,0.7273387
14806,11071 X 11073,11071,11073,(N) Normal,12-Jul,27,46,0.7473495
14813,11071 X 11073,11071,11073,(F) Fat,12-Jul,27,31,0.5330606
14813,11071 X 11073,11071,11073,(F) Fat,12-Jul,27,30,0.5421273
14813,11071 X 11073,11071,11073,(F) Fat,12-Jul,27,30,0.6167947
14722,11071 X 12096,11071,12096,(N) Normal,12-Jul,26,45,0.54876
14722,11071 X 12096,11071,12096,(N) Normal,12-Jul,26,45,0.6173298
14722,11071 X 12096,11071,12096,(N) Normal,12-Jul,26,45,0.7444825
8688,11073 X 11074,11073,11074,(N) Normal,12-Feb,6,6,0.2463252
8688,11073 X 11074,11073,11074,(N) Normal,12-Feb,6,6,0.2881334
8695,11073 X 11074,11073,11074,(F) Fat,12-Feb,6,6,0.2714589
8695,11073 X 11074,11073,11074,(F) Fat,12-Feb,6,7,0.4566414
14820,11073 X 11078,11073,11078,(N) Normal,12-Jul,27,45,0.6525033
14820,11073 X 11078,11073,11078,(N) Normal,12-Jul,27,46,0.7972333
14820,11073 X 11078,11073,11078,(N) Normal,12-Jul,27,43,1.0977681
14827,11073 X 11078,11073,11078,(F) Fat,12-Jul,27,46,0.5211316
14827,11073 X 11078,11073,11078,(F) Fat,12-Jul,27,47,0.5931825
14827,11073 X 11078,11073,11078,(F) Fat,12-Jul,27,44,0.6803743
8702,11074 X 11076,11074,11076,(N) Normal,12-Feb,6,7,0.5387485
8702,11074 X 11076,11074,11076,(N) Normal,12-Feb,6,7,0.6921643
8702,11074 X 11076,11074,11076,(N) Normal,12-Feb,6,7,0.8122422
8709,11074 X 11076,11074,11076,(F) Fat,12-Feb,6,7,0.3748017
8709,11074 X 11076,11074,11076,(F) Fat,12-Feb,6,7,0.3985112
8709,11074 X 11076,11074,11076,(F) Fat,12-Feb,6,7,0.4451442
8716,11076 X 11077,11076,11077,(N) Normal,12-Feb,6,6,0.3021409
8716,11076 X 11077,11076,11077,(N) Normal,12-Feb,6,6,0.3085867
8716,11076 X 11077,11076,11077,(N) Normal,12-Feb,6,7,0.3831458
8723,11076 X 11077,11076,11077,(F) Fat,12-Feb,6,6,0.6432377
8723,11076 X 11077,11076,11077,(F) Fat,12-Feb,6,7,0.8072415
8723,11076 X 11077,11076,11077,(F) Fat,12-Feb,6,7,1.2773029
8730,11077 X 11078,11077,11078,(N) Normal,12-Feb,6,6,0.4154481
8730,11077 X 11078,11077,11078,(N) Normal,12-Feb,6,7,1.2198373
8730,11077 X 11078,11077,11078,(N) Normal,12-Feb,6,6,2.2725833
8737,11077 X 11078,11077,11078,(F) Fat,12-Feb,6,6,0.6402148
8737,11077 X 11078,11077,11078,(F) Fat,12-Feb,6,7,0.6619224
14841,11078 X 11096,11078,11096,(F) Fat,12-Jul,27,47,0.6837922
14841,11078 X 11096,11078,11096,(F) Fat,12-Jul,27,45,0.8811399
14855,11079 X 11084,11079,11084,(F) Fat,12-Jul,27,27,0.8908874
14855,11079 X 11084,11079,11084,(F) Fat,12-Jul,27,31,0.8988823
8772,11081 X 11083,11081,11083,(N) Normal,12-Mar,7,6,0.3151606
14862,11084 X 11098,11084,11098,(N) Normal,12-Jul,27,45,0.4338371
14862,11084 X 11098,11084,11098,(N) Normal,12-Jul,27,44,0.7656409
14869,11084 X 11098,11084,11098,(F) Fat,12-Jul,27,31,0.3721779
14869,11084 X 11098,11084,11098,(F) Fat,12-Jul,27,31,0.4083165
14869,11084 X 11098,11084,11098,(F) Fat,12-Jul,27,31,0.693926
8814,11085 X 11086,11085,11086,(N) Normal,12-Mar,7,9,0.4287729
8814,11085 X 11086,11085,11086,(N) Normal,12-Mar,7,10,0.440506
14876,11085 X 11087,11085,11087,(N) Normal,12-Jul,27,43,0.6771046
14883,11085 X 11087,11085,11087,(F) Fat,12-Jul,27,31,0.751322
8834,11086 X 11087,11086,11087,(F) Fat,12-Mar,7,7,0.3331896
8834,11086 X 11087,11086,11087,(F) Fat,12-Mar,7,7,0.4523127
8835,11086 X 11087,11086,11087,(F) Fat,12-Mar,7,10,0.3119115
8835,11086 X 11087,11086,11087,(F) Fat,12-Mar,7,9,0.3290321
8835,11086 X 11087,11086,11087,(F) Fat,12-Mar,7,10,0.3338019
14897,11087 X 11094,11087,11094,(F) Fat,12-Jul,27,43,0.4585261
