"QTL1","Log Like - Additive","Log Like - Dominant","Log Like - Full","Log Like - D-Additive","Log Like - D-Dominant","Log Like - D-Full"
1,8425.08827566314,8441.55729730559,8458.18882267808,8463.85746788912,8474.70389967407,8489.70737479996
2,8425.08829628359,8441.55723636897,8458.18753431369,8463.85614622162,8474.70263957295,8489.7055769148
3,8425.08830584838,8441.557366092,8458.18773556247,8463.85643704391,8474.70304190083,8489.70638980962
4,8425.08831742822,8441.55743171225,8458.18690217346,8463.8556069066,8474.70203535351,8489.70377825593
5,8425.08833161243,8441.55746573658,8458.18604972681,8463.85478960833,8474.70159837419,8489.70330718789
6,8425.08834648309,8441.55760047344,8458.18576459337,8463.8545941204,8474.7012389753,8489.70172859594
7,8425.08836473299,8441.55764901439,8458.18423408683,8463.85323911856,8474.70003100215,8489.70006695973
8,8425.08837652798,8441.55778766008,8458.18412488137,8463.85316128239,8474.69994993574,8489.6994347941
9,8425.0883923537,8441.55788292302,8458.18369602214,8463.85276797784,8474.69961362364,8489.69837071294
10,8425.08841281082,8441.5579270146,8458.18295084523,8463.8520301117,8474.69902440413,8489.69705793575
11,8425.08842580088,8441.55803400907,8458.18246926048,8463.85162158545,8474.69869888581,8489.69597813545
12,8425.08844330617,8441.55809996841,8458.18117593748,8463.85056912873,8474.6977888737,8489.69393943174
13,8425.08845683213,8441.5582580146,8458.18089425091,8463.85033428358,8474.69757536293,8489.69396605854
14,8425.08847365528,8441.55833223071,8458.1802790497,8463.84973013468,8474.6968711638,8489.69187931728
15,8425.088493451,8441.55839776326,8458.17938914597,8463.84890033993,8474.69624202,8489.68996025506
16,8425.08850870468,8441.55848207929,8458.17868479916,8463.84823553977,8474.69568566125,8489.6894966114
17,8425.08852712154,8441.55863029542,8458.17876190966,8463.84831332447,8474.69570155547,8489.68820782181
18,8425.08853670275,8441.55885150954,8458.18245612669,8463.851559895,8474.69897623248,8489.69089628346
19,8425.08855135319,8441.55899832062,8458.18602254563,8463.85459541767,8474.70182005929,8489.69292922735
20,8425.08856701057,8441.5591749482,8458.19036250449,8463.85829033422,8474.70556918686,8489.69562418281
21,8425.08857572568,8441.55941499009,8458.19439724461,8463.8618653161,8474.70911444249,8489.6993998478
22,8425.08858808664,8441.55958787853,8458.19838712635,8463.86534508863,8474.71238944649,8489.70147775319
23,8425.08860174701,8441.55978179172,8458.20212758258,8463.86852468244,8474.71574479347,8489.70424626263
24,8425.08861296094,8441.5599977876,8458.20664303872,8463.87244399523,8474.71944698554,8489.70742024301
25,8425.08862629574,8441.56019262872,8458.2104134283,8463.87573122842,8474.72261718117,8489.70980785102
26,8425.08863796531,8441.56035267634,8458.21383973823,8463.87873229823,8474.72580515023,8489.7122744088
27,8425.0886511347,8441.56050874375,8458.21759708664,8463.88192140893,8474.72882317059,8489.71451614128
28,8425.08866292713,8441.56069357287,8458.22135221375,8463.88518316395,8474.73203679261,8489.71700762895
29,8425.08867967288,8441.56088930058,8458.2259052057,8463.88906334433,8474.73584269234,8489.72014879914
30,8425.08868638158,8441.56111132908,8458.23030693971,8463.89295641833,8474.73971958071,8489.72395267477
31,8425.08874030063,8441.56128460439,8458.23172417611,8463.89415930139,8474.74104550045,8489.72391032767
32,8425.08883982412,8441.56148776572,8458.23067306067,8463.89328670671,8474.74057417316,8489.72292714073
33,8425.08894362451,8441.56173251666,8458.22990162429,8463.89262828092,8474.74011305099,8489.72141795309
34,8425.08905955269,8441.56196774279,8458.22874176914,8463.89171124613,8474.73962481379,8489.71886973772
35,8425.0891803147,8441.56223868805,8458.22822603997,8463.89138936296,8474.73936600226,8489.7178834742
36,8425.08930304002,8441.5624612265,8458.22723892055,8463.89056002462,8474.7388717005,8489.71623354477
37,8425.08941988105,8441.56272851119,8458.22680844754,8463.8903021931,8474.73880750578,8489.7153512682
38,8425.08954044475,8441.56297632476,8458.22525191891,8463.88904700664,8474.7378773775,8489.71268688041
39,8425.08965750191,8441.5632368128,8458.22448210726,8463.8884409092,8474.73764316082,8489.71173345126
40,8425.08977689229,8441.56346755834,8458.22342732406,8463.887543466,8474.73691100394,8489.70945832815
41,8425.08989754151,8441.56372546571,8458.22230917414,8463.8866822255,8474.7363978528,8489.70810449131
42,8425.09001597787,8441.56395202708,8458.22143241477,8463.88600187235,8474.73611656299,8489.70667541852
43,8425.09013788357,8441.56418483241,8458.2205388246,8463.88526004853,8474.73550813864,8489.70478653969
44,8425.09025332213,8441.5644650639,8458.2202089882,8463.88514766926,8474.73571643537,8489.70342873523
45,8425.09037602475,8441.56468894644,8458.21888664583,8463.88388805855,8474.73464167669,8489.70141724153
46,8425.09049353758,8441.56493689111,8458.2183103299,8463.88364449228,8474.73488141337,8489.70078467694
47,8425.09061444126,8441.56519223475,8458.21711598134,8463.88260965918,8474.73390586661,8489.69849990495
48,8425.0907290114,8441.56549253026,8458.21673280584,8463.88245989638,8474.73412996997,8489.69806210953
49,8425.09085640287,8441.5657419882,8458.21557298965,8463.88148730263,8474.73329776872,8489.69491448266
50,8425.09098935539,8441.56599988678,8458.21462998985,8463.88078615792,8474.73297573294,8489.69369307382
51,8425.09112926794,8441.56623342329,8458.21303266966,8463.87947631698,8474.73195641379,8489.69160159662
52,8425.09127243563,8441.56655662236,8458.21221887268,8463.87885053814,8474.73167433482,8489.68923483518
53,8425.09132229093,8441.5669013959,8458.20434733954,8463.8702111572,8474.72266552402,8489.6778838485
54,8425.09117389385,8441.5673726684,8458.18422947968,8463.84718421378,8474.69770189232,8489.64911988081
55,8425.09099767025,8441.56789566403,8458.16416838753,8463.82423800148,8474.67273608214,8489.62053324315
56,8425.09080033909,8441.56841108357,8458.14464154653,8463.80152620908,8474.64766127008,8489.59138243574
57,8425.09056818413,8441.56894436653,8458.12556792246,8463.77918616138,8474.62303386475,8489.56312286256
58,8425.09029571111,8441.56948315598,8458.10676848184,8463.75712899926,8474.59861327876,8489.53522736722
59,8425.08998268986,8441.56999734626,8458.08739305996,8463.73426647045,8474.57323825829,8489.50625342897
60,8425.08961137787,8441.57066093337,8458.06943147111,8463.7127137952,8474.54888014852,8489.47860799383
61,8425.08917882108,8441.5712589941,8458.05113176214,8463.69057536203,8474.52382756028,8489.45025600874
62,8425.08866719617,8441.57187841992,8458.03337521831,8463.66863630681,8474.49865603694,8489.42187001481
63,8425.08805108346,8441.57260424934,8458.01655951705,8463.64733070245,8474.47384506418,8489.39437679546
64,8425.0873115448,8441.57336234869,8457.99934791818,8463.62524469421,8474.44787824116,8489.36607671075
65,8425.08640224476,8441.57426289035,8457.98258480176,8463.60310513324,8474.42119343101,8489.33712211577
66,8425.08527697544,8441.5752242719,8457.96642127846,8463.58076171965,8474.39370016892,8489.30798259849
67,8425.08384231744,8441.57644616173,8457.95105011524,8463.55811976255,8474.36482213812,8489.27846964463
68,8425.08168926748,8441.5779092565,8457.93705445572,8463.53515662989,8474.33359663956,8489.24817243493
69,8425.07739700046,8441.58037150863,8457.93216091817,8463.51695990189,8474.30183102514,8489.22214311666
70,8425.07149663203,8441.58601061083,8457.92924426715,8463.49481547802,8474.26190326584,8489.1889532547
71,8425.06275774652,8441.59890875781,8457.93072739795,8463.46535628859,8474.20602139494,8489.14168733529
72,8425.04754997921,8441.63362398663,8457.70511023098,8463.07792683964,8473.74265351663,8488.65335801229
73,8425.02231957014,8441.81229515852,8457.84581598429,8462.99670954235,8473.50519525278,8488.5121177837
74,8426.41392130957,8445.36846285841,8460.912983822,8465.84699839127,8475.63783949737,8487.0566745862
75,8426.41426228891,8445.38403637932,8460.91549037971,8465.86082176251,8475.66652074961,8487.0758599895
76,8426.41436500923,8445.39983178402,8460.91530937069,8465.87241278445,8475.69473721183,8487.09402699374
77,8426.4142328564,8445.41337086506,8460.91164204753,8465.8812989794,8475.72121489877,8487.11029488469
78,8426.41383152252,8445.42890593533,8458.1840762165,8463.58197811806,8473.43752108474,8484.98275274054
79,8426.41305304659,8445.44382139842,8458.20059704514,8463.61122767153,8473.4849080393,8485.0209349628
80,8426.41184067741,8445.46571262977,8458.22305451045,8463.64868186663,8473.54328262054,8485.06960242226
81,8426.41018041701,8445.48876773476,8458.24446454832,8463.68621827578,8473.60408535136,8485.12001393348
82,8426.40797818003,8445.51016261707,8458.26773182296,8463.72618784616,8473.66947635729,8485.17427209099
83,8426.40524240239,8445.52845642978,8458.28479368555,8463.76125240723,8473.73302408807,8485.22585453624
84,8426.40185901579,8445.54818838954,8458.30233026181,8463.79825212091,8473.80201697991,8483.96027297602
85,8426.39774758589,8445.56680129061,8458.31706731978,8463.8347012842,8473.87411371345,8484.03489918546
86,8426.39282341841,8445.58584316683,8458.33141599346,8463.87214385465,8473.95122096068,8484.12078630204
87,8426.38698727102,8445.59693566569,8457.30942754793,8463.01288592328,8473.18940854106,8483.19937950969
88,8426.380154233,8445.61389230704,8457.31288927887,8463.04016008668,8472.90660042176,8482.87547229705
89,8426.37223090846,8445.6281397796,8457.30850329067,8463.03625547003,8472.83422275481,8482.81952228259
90,8426.36300964299,8445.63972683247,8457.30717985607,8463.0628303357,8472.84384905266,8482.81840927775
91,8426.35236993128,8445.64436888105,8457.29825732888,8463.08357646175,8472.84149959709,8482.80863015826
92,8426.34022877399,8445.64680797644,8457.28653978737,8463.10497080772,8472.84674216334,8482.8092364308
93,8426.32633351615,8445.64844118148,8457.27164118902,8463.1283410637,8472.88206513438,8482.82620077332
94,8426.31053757488,8445.64626208102,8457.0012305151,8462.87417633311,8472.62392535946,8482.5088083062
95,8426.29267339029,8445.63528761652,8456.98157367869,8462.88784206891,8472.65126384405,8482.51265514474
96,8426.27250708384,8445.62131396004,8456.95783762593,8462.90027771114,8472.678874103,8482.51559813397
97,8426.24983209557,8445.42413685219,8456.83055712409,8462.8256408393,8472.63640138977,8482.38984744182
98,8426.22444386305,8445.4332401696,8456.83350855718,8462.86463533149,8472.67940450512,8482.42308511601
99,8426.19617419222,8445.41779633834,8456.80989103425,8462.88095885695,8472.70724049618,8482.43301652619
100,8426.16476151229,8445.38253729378,8456.76703623338,8462.88064057504,8472.72147995052,8482.42555512699
101,8426.13001595705,8445.33238981318,8456.70910811806,8462.86875967689,8472.72627729465,8482.40530495558
102,8426.09189760402,8445.27514215424,8456.64270923129,8462.85241433455,8472.72810635552,8482.38147574435
103,8426.05566313871,8445.27482162284,8456.61114096281,8462.8692788955,8472.76295080093,8482.37311028831
104,8426.02159235303,8445.18103601669,8456.11516681852,8462.46293642883,8472.59997181747,8482.04423533751
105,8425.97990345728,8445.36515936315,8456.26266760936,8462.66097806029,8472.77958579264,8482.16863732751
106,8425.93016422428,8445.51232657114,8456.38305826042,8462.81618815374,8472.915302252,8482.2482987277
107,8425.87222580392,8445.62525003197,8456.47646804904,8462.92935298983,8473.0100660228,8482.28582474184
108,8425.80642425198,8445.70153655433,8456.53950178863,8462.99788647952,8473.06346011003,8482.28014848997
109,8425.73368077042,8445.73093336846,8456.56626438324,8463.01632610469,8473.0707665973,8482.22933261055
110,8425.65548437636,8445.71329696051,8456.55928211277,8462.98934941507,8473.03672924439,8482.14011878113
111,8425.57397406998,8445.6457665563,8456.52406593624,8462.92354556788,8472.96717022655,8482.01934260671
112,8425.49173420036,8445.51712729383,8456.12924820697,8462.58875069805,8472.62836160809,8481.72533521641
113,8425.41148747481,8445.32601414888,8455.9203839686,8462.33274199088,8472.37009814642,8481.46338789858
