"QTL1","Log Like - Additive","Log Like - Dominant","Log Like - Full","Log Like - D-Additive","Log Like - D-Dominant","Log Like - D-Full"
1,9953.54695680404,9972.6747344981,9982.86793987209,9992.19335184087,10006.5438695973,10012.3696883436
2,9953.54692719194,9972.6745430523,9982.86933666843,9992.19482390225,10006.54542538,10012.3713228699
3,9953.5468905897,9972.67441230704,9982.86948654843,9992.19476836631,10006.5455656201,10012.3714660679
4,9953.54686443585,9972.67411418042,9982.87093708886,9992.19652265027,10006.5472685338,10012.373188922
5,9953.54684224746,9972.67399030566,9982.87151265563,9992.19702819136,10006.5479213172,10012.3738932475
6,9953.54681489407,9972.6737023935,9982.87250140495,9992.19817223265,10006.5491061092,10012.3750841309
7,9953.54677110517,9972.67349793657,9982.87359398241,9992.19921597909,10006.5502866473,10012.3762814525
8,9953.5467235357,9972.67326247895,9982.87474528196,9992.20043682107,10006.5515784045,10012.377604831
9,9953.54670224378,9972.67302058706,9982.87575821927,9992.20147846674,10006.552713098,10012.3787697858
10,9953.54665973156,9972.67279200137,9982.87682300682,9992.20259951267,10006.5539647717,10012.3800616044
11,9953.54662945891,9972.67262515637,9982.87792442066,9992.20376005618,10006.5551852707,10012.3813050964
12,9953.54660378861,9972.67230211446,9982.87923312398,9992.20523501091,10006.5566718028,10012.3828107355
13,9953.54655419065,9972.67213626118,9982.87963395003,9992.20543698351,10006.5571075758,10012.3832826625
14,9953.54650915609,9972.67185732685,9982.88121555683,9992.20719166793,10006.5589364194,10012.3851536117
15,9953.54648581994,9972.67155379654,9982.88278200946,9992.20898934513,10006.5607765654,10012.3870423488
16,9953.54644654427,9972.67138995952,9982.88342971576,9992.20944598667,10006.5614461293,10012.3877152959
17,9953.54638866324,9972.67103931733,9982.88525659432,9992.21143347453,10006.5635036848,10012.3898544029
18,9953.54636128283,9972.67078903598,9982.88673663797,9992.21308026008,10006.5653223723,10012.3916983171
19,9953.54632747051,9972.67051007652,9982.88824964619,9992.21469298958,10006.5671286183,10012.3935621342
20,9953.54629765085,9972.6701881798,9982.89000297853,9992.21669393659,10006.569249364,10012.3957214597
21,9953.54625394656,9972.66997390728,9982.89101525068,9992.2175991522,10006.5704217661,10012.3969145933
22,9953.54622390167,9972.6697411376,9982.89282371498,9992.21970436472,10006.5726643718,10012.3991950748
23,9953.54618275687,9972.66946562228,9982.89409234849,9992.22104329791,10006.5741840095,10012.4007352638
24,9953.54614035796,9972.66919392676,9982.89587819846,9992.22296712742,10006.5762477753,10012.4028625063
25,9953.54611388692,9972.66892563993,9982.89708375877,9992.22428135028,10006.5777632944,10012.4044029003
26,9953.54608328453,9972.66866348858,9982.8985628492,9992.2258923273,10006.5795342503,10012.4061978864
27,9953.54603978586,9972.66841711159,9982.90011334964,9992.22758695275,10006.5814068307,10012.408100601
28,9953.54601056344,9972.66816105042,9982.90151968574,9992.22910734267,10006.583117813,10012.409845279
29,9953.5459727465,9972.66792025892,9982.90303385386,9992.23075831357,10006.5849330658,10012.4116830366
30,9953.54593767702,9972.66765913369,9982.9041453656,9992.23186971853,10006.5862823808,10012.4130858954
31,9953.54588170513,9972.66737010075,9982.90594345048,9992.23384152858,10006.5883501456,10012.4151662838
32,9953.54581768834,9972.66711152304,9982.90753263723,9992.23534568889,10006.5900035994,10012.4168550535
33,9953.54576143598,9972.66681007927,9982.90952620391,9992.23741519138,10006.5921920021,10012.4190725655
34,9953.54567814249,9972.66644566738,9982.91225166421,9992.24042108798,10006.5952096597,10012.4221334734
35,9953.54559798126,9972.66606803477,9982.91386565768,9992.24192285587,10006.5968768935,10012.423797462
36,9953.54551344736,9972.66573078701,9982.91606791079,9992.24415410155,10006.5992002688,10012.426134771
37,9953.54544336852,9972.66535838152,9982.91770233781,9992.24568130034,10006.6009272745,10012.4278750382
38,9953.54537733762,9972.66500198092,9982.9197314071,9992.24782195103,10006.6031481379,10012.4300975587
39,9953.54529342475,9972.66468149567,9982.92173806545,9992.24977460604,10006.6052534951,10012.4322457165
40,9953.54520867733,9972.6642957571,9982.92404037495,9992.25220502416,10006.6077384057,10012.4347367939
41,9953.54513890515,9972.66398744239,9982.92571806553,9992.25376162892,10006.6094624877,10012.4364646099
42,9953.54505990365,9972.66365420594,9982.9276996648,9992.25576623591,10006.6115826929,10012.4385954705
43,9953.544985489,9972.66328464199,9982.92970696411,9992.25776850245,10006.6137122742,10012.4407411754
44,9953.5449145163,9972.66294938812,9982.93184034899,9992.26006127565,10006.6160803911,10012.4431215533
45,9953.54482560867,9972.66260796862,9982.93371190266,9992.26184701212,10006.6180390094,10012.4450956238
46,9953.54475392602,9972.66225722985,9982.93560522631,9992.2637208226,10006.6200084018,10012.4470619386
47,9953.54467211203,9972.66189351106,9982.93762092454,9992.26575909019,10006.6221891456,10012.4492468879
48,9953.54459502992,9972.66159914428,9982.93920342807,9992.26722799945,10006.6238020294,10012.450864801
49,9953.54452826429,9972.66118035191,9982.94173319219,9992.27002302234,10006.6266212451,10012.4536865375
50,9953.54444172218,9972.6608196584,9982.94382784159,9992.27200560535,10006.6287942334,10012.4558915044
51,9953.54435221624,9972.6605019674,9982.94588257759,9992.27396679567,10006.6309602578,10012.4580476589
52,9953.54425214925,9972.66011110434,9982.94816306987,9992.27638390173,10006.6334266054,10012.4605282171
53,9953.54411234207,9972.65941951957,9982.94970132313,9992.27788861567,10006.6352319445,10012.4625173914
54,9953.54390430078,9972.65798103608,9982.95091455771,9992.27903636341,10006.6372486008,10012.4652832101
55,9953.54369907835,9972.65656954649,9982.9520411879,9992.28006778741,10006.639148285,10012.4680204748
56,9953.54351736164,9972.65505817702,9982.95346615733,9992.28153366207,10006.6414319017,10012.4712194405
57,9953.54335286726,9972.65358243885,9982.95447435472,9992.28247815762,10006.6433174489,10012.4741334533
58,9953.54321909463,9972.65207175182,9982.9556119635,9992.28357959151,10006.6453514629,10012.4773149278
59,9953.54311759245,9972.65054856243,9982.95652963415,9992.28444056929,10006.6471702504,10012.480422473
60,9953.54305690931,9972.64893138132,9982.95730335044,9992.2851786726,10006.6489283566,10012.4836328854
61,9953.54303242551,9972.64722141055,9982.95825697713,9992.28609864135,10006.6509099818,10012.4873129692
62,9953.54306856984,9972.64545015335,9982.95860941103,9992.28642348724,10006.6523175187,10012.4906249713
63,9953.54317124008,9972.64360321462,9982.95909847574,9992.28685949133,10006.6539646047,10012.4945298845
64,9953.54336471683,9972.64145696705,9982.95954031625,9992.28727940812,10006.6557159816,10012.4990109418
65,9953.5436759232,9972.63915833289,9982.95951174048,9992.28722634852,10006.6570579801,10012.5036018373
66,9953.54414855903,9972.63648355172,9982.95930387276,9992.28699704593,10006.6584358492,10012.5090284432
67,9953.54483213484,9972.63323946347,9982.95860018523,9992.28627886168,10006.6595686879,10012.5152409714
68,9953.54547505385,9972.62412396868,9982.95323143987,9992.28093645376,10006.6538763799,10012.5163806551
69,9953.54494153536,9972.58071565795,9982.92132661204,9992.24898930017,10006.6069716446,10012.4785725911
70,9953.5458039638,9972.51303058889,9982.87131832992,9992.19866617259,10006.5351609307,10012.4182068045
71,9953.54933944656,9972.39961804235,9982.78337267117,9992.10908580569,10006.4115364854,10012.3099017879
72,9953.55987054692,9972.18002887306,9982.58954578821,9991.90843015099,10006.1468485992,10012.0729325271
73,9953.60319162435,9971.76315177645,9981.90700217449,9991.16996654701,10005.313008741,10010.0036636644
74,9953.52830599612,9969.14246236355,9978.37427340755,9984.80439928111,9994.98409769551,9998.65449239836
75,9953.52046200765,9969.12714281911,9978.35356016516,9984.78505761942,9994.96639886842,9998.63505281466
76,9953.51216433357,9969.11330292515,9978.33429210793,9984.76713510441,9994.95018546586,9998.61687023889
77,9953.5033926721,9969.09655418736,9978.31319701892,9984.74773640083,9994.93248966276,9998.59715785468
78,9953.49412353214,9969.07999451413,9978.1916233566,9984.62739102699,9994.80657059289,9998.45334082069
79,9953.48445334134,9969.06390338229,9978.16802019833,9984.60495633449,9994.78561498583,9998.4306646459
80,9953.47428482969,9969.04268510943,9978.13934875441,9984.57787054544,9994.76002129735,9998.40343887524
81,9953.46341832165,9969.02135124761,9978.11004676281,9984.55022488615,9994.73385906791,9998.37552498243
82,9953.45173235451,9967.80809987493,9977.46601282638,9984.14978182967,9994.35290854778,9998.08283118137
83,9953.43920087714,9967.86706073925,9977.50247795188,9984.16846046567,9994.37473631943,9998.09644533781
84,9953.42573436503,9967.93865799393,9977.54490829156,9984.18974813116,9994.39881980586,9998.11057654133
85,9953.41129009706,9968.02475249322,9977.59302392998,9984.21241876361,9994.42329731553,9998.12284655509
86,9953.39579687442,9968.12572446691,9977.64312486584,9984.23239942356,9994.44393989881,9998.12834268896
87,9953.37912342746,9968.24472280767,9977.69307537066,9984.24676507085,9994.45704644361,9998.1225043371
88,9953.36120675349,9968.37511342853,9977.72832113998,9984.24109452192,9994.44742487382,9998.08900292914
89,9953.34197744478,9965.26203419057,9974.47492158181,9981.4406283418,9991.67637399505,9995.3255210227
90,9953.32133070337,9965.25760884908,9974.46278155797,9981.42635425858,9991.66831574161,9995.3137161197
91,9953.29918979946,9965.25274072289,9974.44961622812,9981.41100798647,9991.65935608162,9995.30076200309
92,9953.2753921788,9965.24753577081,9974.43544816798,9981.39462251029,9991.64955508958,9995.28671142614
93,9953.24990586108,9965.24191087883,9974.42022994323,9981.37716484438,9991.63885665344,9995.27148523299
94,9953.22258741932,9965.23581835347,9974.40381815646,9981.35848332467,9991.62711973103,9995.25494632143
95,9953.19339646861,9965.2292161,9974.38617002921,9981.33856622944,9991.61433402756,9995.23705725504
96,9953.16223525931,9965.22213786197,9974.3672893855,9981.31742500818,9991.60046668454,9995.21777982544
97,9953.12902172168,9965.21447789751,9974.34706758227,9981.29498373574,9991.58543872348,9995.19702958003
98,9953.09369908843,9965.20629046093,9974.32552381273,9981.2712565226,9991.56924244531,9995.17480589054
99,9953.0562783769,9965.19751075041,9974.30258646366,9981.24622568302,9991.5518161049,9995.15103939477
100,9953.01675975006,9965.1881847442,9974.27836503538,9981.22004168404,9991.53327657673,9995.12586209733
101,9952.97521788196,9965.17826347816,9974.25284814512,9981.19270650343,9991.513563307,9995.09923813666
102,9952.9317487322,9965.16774731312,9974.22606419786,9981.16431753476,9991.49269758848,9995.07121861617
103,9952.878340479,9965.15567210708,9974.19739106015,9981.13477119477,9991.4700325745,9995.04027441699
104,9952.35676229689,9965.01226980501,9973.88499433401,9980.85800926585,9991.19411568395,9994.69575708364
105,9952.35632526207,9965.0129326186,9973.88619447731,9980.85905424109,9991.19670511911,9994.6985999087
106,9952.35588774331,9965.01357301127,9973.8873697719,9980.86007490862,9991.19927161393,9994.7014205278
107,9952.35545255034,9965.01420446688,9973.88856509018,9980.86111594992,9991.20184808984,9994.70425134337
108,9952.35501755137,9965.01484084306,9973.88974619945,9980.86214862204,9991.20443219978,9994.70709612749
109,9952.35458161492,9965.01547177565,9973.89093443684,9980.86318287133,9991.20701344228,9994.70994139792
110,9952.35414798434,9965.0160870209,9973.89212172296,9980.86421576679,9991.20958819736,9994.71277920586
111,9952.35370881617,9965.01672308937,9973.89330276971,9980.86524007954,9991.21216008021,9994.71562625632
112,9952.35327090945,9965.01735522606,9973.89449885072,9980.86628142511,9991.21474988299,9994.71849028836
113,9952.35283552328,9965.01799015372,9973.89568898669,9980.86731937296,9991.2173357012,9994.72135246578
114,9952.3523940527,9965.0186230989,9973.89687321759,9980.8683451345,9991.21991417031,9994.72421479028
115,9952.35195269152,9965.01926353655,9973.89807687179,9980.86940207827,9991.2225202062,9994.72710657923
116,9952.35149108832,9965.01982075882,9973.8990101984,9980.87010324618,9991.22476789862,9994.72968024593
117,9952.41101366782,9965.03189897084,9973.91926908608,9980.88510177726,9991.24132760008,9994.73681132551
118,9952.41363780684,9965.04770510251,9973.9471745693,9980.91427313212,9991.26288020213,9994.75199192132
119,9952.41435894942,9965.04574879908,9973.94409774136,9980.91140741859,9991.26056974883,9994.74987118957
120,9952.41503200639,9965.04305380883,9973.9397718853,9980.90720373171,9991.25741116717,9994.74719701862
121,9952.41567056225,9965.04034095797,9973.93551398154,9980.90305967754,9991.25444051424,9994.74480019383
122,9952.41624388665,9965.03761907235,9973.93133682135,9980.89898261435,9991.25169242035,9994.74272584437
123,9952.4167533105,9965.03491307593,9973.9273202727,9980.89503518229,9991.24924490633,9994.74103291145
124,9952.41715714643,9965.03225707265,9973.92359743114,9980.89135182387,9991.24727071896,9994.73990545182
125,9952.41751234571,9965.02960329151,9973.9200628956,9980.8878136086,9991.24569723277,9994.73931590413
