run_number,P-Val - Additive,P-Val - Dominant,P-Val - Full,P-Val - Main,P-Val - Add-D,P-Val - Dom-D,P-Val - Full-D,P-Val - Diet
0001,11.515400617397,11.0415297710242,10.8753916061822,14.9924463462489,7.21610876397936,7.35095112468755,7.85342216441964,10.3994247351849
0002,7.56225816145443,13.717524733723,10.6750133112775,13.5747570258637,6.32745654685462,9.41629473174304,7.13466765521216,9.02692673162983
0003,8.57702886800999,12.7213420441587,9.54802290075463,14.8534794989552,7.4126654841571,8.95445831297552,10.2911981307256,14.7632926497992
0004,10.3369469513624,11.6831067359965,11.9729177245915,15.9505124545379,5.44790105205963,9.0824627203415,10.5091431005499,8.10756378912185
0005,14.7701861673233,16.290237917729,13.1614795390738,16.9320249991098,6.71338407876606,5.91565732524675,7.90441086973407,7.88146388623132
0006,8.37831330264999,10.2510618236334,13.3629112815403,14.783827893045,4.2301632386804,8.68854804325013,8.81316282728336,10.2358127861085
0007,8.61136313104027,15.7762979473337,9.84991028633192,16.7305752294916,6.72279567621203,6.73712870171859,10.2356011815113,9.62979214530167
0008,8.08662999860125,11.5174843740515,10.4722094299039,15.8363745928819,5.13415663871251,8.88703980654219,9.87030033458149,10.8194430762304
0009,7.41047113291178,10.7416827954359,10.2817754762102,12.1170012407785,6.01066208714283,12.4320193863974,12.7341168973407,10.9061085930825
0010,8.94437569823458,14.5366933820031,12.0477267033141,17.1728480715288,4.59570427158211,8.13984630929423,7.80895264960669,10.583730942595
0011,10.8958317460112,12.2690590976757,8.17419104853686,14.1569954292792,6.28405229345639,8.99892304538712,12.3448100298533,17.7314877044952
0012,9.47470474606352,15.4821631003953,9.9823682067023,14.0601670835177,5.31585740224628,8.19000092842187,8.80896562795491,8.89966671201106
0013,12.9581537601795,11.1677373985305,12.4510934884515,15.8558511729203,5.1718793283852,7.17213304826443,8.97609144570348,8.35238827503276
0014,12.6597651022316,10.3595590962392,12.8639070097379,14.2992085825602,7.26913789777071,6.12272913641968,10.8651839968092,10.829559392541
0015,7.50978640574618,12.0385703199457,11.6379157460121,14.053153023585,4.0563377131706,8.05450309199712,8.67594454625187,10.0792165587637
0016,11.7997393629704,9.86640244342642,14.1523693403005,13.9972525787479,4.96383193500687,9.51337515877506,7.41148720685835,11.1029958464153
0017,7.64754097882903,11.2730851050772,12.1719626644548,13.5933577119612,4.78975328531736,7.32089969218092,11.2792168184354,9.84319920447062
0018,6.39206218343109,12.3497811009763,9.30528716729482,20.8474485701688,8.26286701963744,9.0356334283632,9.13897164064193,9.57938275486354
0019,9.2687649187515,11.7030001186649,11.8026750905799,17.1810532330694,8.10206924325966,7.80465064095227,9.67570426920073,11.0144560314389
0020,12.5060473172463,11.3208277242954,10.7056281239544,14.0378558892643,5.40854458034288,9.84007289194958,10.1348753559512,14.7919068759926
0021,9.17901087528601,10.8487895064611,9.88725646573786,15.758872073445,5.02028282796419,10.1154236633595,10.099538991791,10.184109370057
0022,8.80424200979431,11.5214498199117,9.71601254519514,13.3426822798564,6.67618764490842,7.95107779098714,7.69396333913026,11.9944414256219
0023,7.39762340225524,9.83233641961073,13.0611158615957,12.9957380569939,7.46559222827167,6.59319259869041,11.6822226107504,9.47130615476764
0024,8.04528012168198,11.4571623781068,10.4583215695909,12.8816963393094,6.74748303635519,10.7576702006545,8.18432621939819,10.2800316558174
0025,8.25874980520281,14.0885863181511,12.6411349842857,17.9353519474793,6.98041289713562,6.04835209243754,8.37308682329629,9.49570394564942
0026,9.88489256846263,12.9630838568911,10.5325281800619,16.0586259958867,4.02391084273981,9.82928840233745,8.29749227930676,9.75018903252617
0027,9.99990002326598,11.3713860628618,11.0884994730032,12.8943547173502,5.4016410074862,6.9600168808246,9.59235619678046,12.3490833942596
0028,9.7624844788629,9.77327305020182,9.89834947679967,14.2972855716653,9.70928223504357,7.96707653224264,12.802701811878,13.1122227203316
0029,8.15007991473883,13.4220762771295,15.5119660749031,15.3738624425678,4.49239991408574,7.06665764544586,7.58027530526199,9.19291552298609
0030,9.22980492898226,11.2296174130702,9.29036921097992,12.3597032659328,5.87893993697489,6.85562692621886,7.28998571714445,9.64683600527171
0031,12.0486090448163,11.2148943241512,10.0479062853816,14.8239536698583,8.16837658671285,12.172075262258,10.2089715475066,13.2305018098341
0032,7.29197788303222,12.099351062883,9.06147963674077,12.4212367329311,4.21203529896078,8.07780253205423,9.17358000767718,9.16630261725942
0033,8.68544637896147,11.3513341010248,9.93745558269893,10.8888034572491,4.26437539186708,8.10192467361593,9.93828098744372,9.4949390992539
0034,7.06789376766274,10.1601528308211,9.31240457261651,16.4857673191882,5.21442392968592,6.89538344225708,6.70449538454622,9.49145597117402
0035,9.04183985059491,13.5246712604709,10.5136540731411,13.3331712660009,4.07828830422256,8.45793430027957,8.79257855293783,12.0755371143519
0036,9.6632382601532,12.9977270529668,12.3294088476732,13.93110580918,7.14240918264746,11.0172244124282,7.35727133721565,14.6732413907155
0037,9.41335230827385,10.9217529644144,12.0113524738482,17.0497440740585,6.58240537561691,7.78485281133834,7.64248236157882,10.3735943450343
0038,9.47870720649165,13.3824431753088,11.6441842970872,14.2037659603354,7.13300922231607,7.37398577942292,9.65949581071508,9.78231258030705
0039,8.16345408577831,11.1138330870441,10.2474857967399,15.6119173538139,7.27731979444934,7.3968689534935,8.12586834679922,9.55896457707555
0040,11.1691744840172,11.2604279130134,11.1084207783728,13.1252106439515,5.42634692032879,8.31538491257331,9.19279049204679,9.89125572343672
0041,10.8647251099382,12.5772660406701,11.3186724359148,16.7764881811533,7.31204111313055,6.74532944372021,9.16943471340493,10.8992417858524
0042,11.6805849920094,9.234510581984,11.4777738010007,15.1605829003079,5.20494392308702,9.82703446143737,11.4716109316768,9.64962486478723
0043,8.15940966968713,10.1499246841381,11.4206673341776,18.8701952553617,6.09731131902983,10.097422672075,8.68563879098433,11.1919731072854
0044,9.98488608984671,10.6016095002806,11.1383380535217,12.1778388757719,5.91436732678689,8.14932378230767,8.42386451191027,10.1172382017964
0045,7.65718718775226,11.008863417876,10.4935504279896,12.2298992378147,7.0687959975912,6.40195555135838,10.5654924461264,9.52687654003366
0046,11.1324901292043,13.006599767012,11.130022968686,18.9203580560578,6.42233994877646,8.29937895146192,8.3451536521098,10.209558262263
0047,9.39029932802087,10.1070520829937,13.5119659382697,11.8780689005024,5.81549224703476,7.36685399552972,9.50838741044949,13.4901556515402
0048,13.5206606553402,11.0189084855245,9.85580360878205,12.4063899209814,8.05389490230095,7.37846474128426,11.4348237129214,12.1935228647957
0049,9.94972917538952,12.6783739004914,11.9313720008507,13.9682787327607,4.92074689292631,6.77057067984535,6.82541419554598,8.65360996351723
0050,6.10005149170423,11.3421248700384,12.9280005349735,13.9257359923538,4.69955403532182,7.30783794311036,8.52753906435296,9.50298590572561
0051,8.22127670607799,10.0654454281958,10.9870384191773,12.6172029165304,5.40897644298944,7.86164408970087,9.0300459485571,8.73656332607105
0052,8.75258253962474,12.0196902787913,11.3456741520228,17.3354867216839,8.67090997153016,9.88325317772155,11.6038698372659,15.5297153176311
0053,10.8108948752305,9.35991416731013,12.8108605163888,14.6067663242571,6.68865493577357,9.77914296170353,8.58638959888845,10.6548008481247
0054,6.93444005546587,11.9396314990381,10.1079709576774,12.8362412943281,9.62185376792634,9.7863516525348,9.58086165716256,15.1616361925778
0055,10.9610621165264,13.9812822648774,12.927002167044,14.6993050385906,9.44959084848123,7.45871768025604,12.3203668600181,13.8569688315084
0056,7.49549764683266,11.4764151578337,12.4783001573776,16.6398602659328,6.82319246202501,6.91816927101877,9.29429441929181,11.048962179308
0057,7.07603635353215,15.3922976598009,11.6819300211144,15.5971848105429,6.77925329070383,8.6747409818396,11.8072697812993,10.01160570775
0058,7.50468251475078,10.2341405719409,11.6380808688384,15.3155702239435,6.20484286805576,6.66665081254026,8.67187073487724,9.14694706133017
0059,9.31908219232516,10.2382175109389,11.671485968912,12.8801751521001,7.87693524409489,7.16267268947439,7.66193104030922,11.4871030782925
0060,9.07801840797495,10.6051123191251,12.8628750943755,15.6902619786599,6.77198794411212,10.19645439781,10.6279364240322,13.8810366488943
0061,13.9990027783792,11.8988779080265,10.4288625325329,14.7670860036012,5.72077003068501,7.76364692231518,9.03467317289448,8.07428991925314
0062,7.83389391872291,14.2832061408522,11.8040441297435,13.4854934634704,9.32911029402053,7.34868103640911,8.68467597898472,10.2852884332994
0063,9.70337103964991,10.646343049227,14.7399818044005,15.9496587995391,6.12677182119655,9.87218008360869,9.7647847947682,9.8166188188334
0064,7.23949675712329,11.1771591003776,9.21679274440105,14.5627341975789,4.69920670031623,7.29368016095425,8.22949020485832,9.24300452055269
0065,8.16972373358141,12.0567775524153,14.0685712561727,15.3474441732936,5.55650119995113,7.92296943308531,9.11090388093547,10.9501617723265
0066,8.71708215625773,10.4807949647594,10.401052888349,11.9431532999875,4.13707120428669,10.0406156159181,7.55848745467514,11.0310317837023
0067,9.54236563547272,12.1911563306893,11.6652002581376,15.2298019325689,5.76657013374302,9.22487948642575,7.76353074835902,9.72166865900364
0068,13.078244017872,9.61355949072878,12.0396015688342,16.9047056745932,4.71704763876572,7.308248424329,7.99840553540139,8.91888867245984
0069,8.48876647926716,12.8330152069124,11.2303625911814,16.3166257313045,5.73507590084264,6.88734125500004,8.30694292495894,9.37201172240394
0070,10.1660798843311,10.7872890000106,11.3844201201361,16.4762374118577,5.72735278706651,7.26603742899848,10.1130529449255,10.060307564173
0071,8.09806213393376,10.7065623216025,12.4328358116607,15.8013512193788,7.15527128239173,10.7746980214735,9.72391987888623,10.4783011192126
0072,9.37269671945984,10.3823455950305,9.71527160850655,14.1006813058321,6.80066759810906,11.2252795039204,9.42391151355291,12.8038165381604
0073,9.37817617202123,10.0483499993765,9.15918404127158,13.9645485943791,4.82603575268527,7.59089611827402,9.99406914243332,9.80048970308758
0074,9.99406521294918,12.9704476663565,11.6752793375724,17.1395131739242,4.85328959396809,13.2130178889407,7.76031138930025,11.9973441764435
0075,11.918401776388,11.5519840922106,10.4596231929993,11.6228456602665,7.45224857303868,7.78132870318796,8.88399820336946,15.3256884028012
0076,8.44174733201649,12.9825559348283,11.1439119602974,18.8006468252844,6.1515435290478,6.93740503278028,9.47618974464958,13.4021362997497
0077,12.3041233339143,10.0259875759855,11.0644231694348,14.1242771874766,6.47078411274729,7.28470569482346,8.35342896824392,10.9573539023699
0078,7.17560499158754,12.4153229485475,10.7426525143571,14.9823048489575,7.82291649712201,10.8240223002246,9.25594390474406,12.7889185806064
0079,11.4943051865888,12.056762711886,11.0099705090753,15.3926590000637,5.31323006151678,9.56986686767545,9.68096839288651,9.60433082178478
0080,7.8045037060995,12.4037802430642,10.2266852407784,17.2323591389552,9.10906375876902,13.3097966456605,9.42702053475216,11.6556242727563
0081,10.3312784356631,14.0736079884053,10.4955963391542,16.1324051982612,9.76076369010615,9.51184889810301,7.72916798075163,14.1669598639788
0082,9.62014991835247,15.2019112871956,11.8372061027061,14.8931231251285,6.96226643438569,7.87771144115534,6.41182225728057,10.8121689021506
0083,8.43214857112079,12.2767270031867,11.7505287396172,13.6282106982257,6.96236655641792,8.72245882776659,12.2468027049769,11.5259996795436
0084,8.28203566697387,12.497818917015,12.8121473864133,16.5839932570015,7.21869842359967,7.70391299610947,8.08667252148518,9.40542552282869
0085,9.72854451789723,11.8562497828746,10.1451308171616,15.3589169614708,6.39626581364995,8.43298322093252,11.1600552254145,11.8277980642427
0086,7.89223815337627,13.9397507551789,11.1545256129915,13.5625443151457,9.77508129694515,7.79839450674578,8.1082104507766,10.9374296195119
0087,9.25912976263274,14.0130712941531,10.1325948245105,13.2046527670341,4.82862714368746,12.5198837168799,8.47337777350324,16.4105167129289
0088,9.1183380877459,10.7577404524925,15.0520416220202,14.8260118955628,9.05946314443682,6.97549175231497,7.4631659026065,10.7873523237
0089,9.34243610182467,13.7958511384662,9.66814869619481,16.9124587433636,5.39706974323079,7.04307609119873,8.86084471421118,10.8989429270611
0090,9.62285702757737,13.1710709165985,12.2365180891395,16.9591550374008,5.5201065805263,8.14425267346894,10.3273274221307,11.2451272708727
0091,7.15337040845021,10.3140335116021,10.8220898478104,13.8468212256912,4.97732461146676,9.6833156338017,10.4276137418542,10.5657373341573
0092,8.74693618783279,15.2049327661715,14.1280851714353,15.8966391381196,7.36124529149733,6.7150132708033,10.808603099651,9.4796868223897
