"QTL1","Log Like - Additive","Log Like - Dominant","Log Like - Full","Log Like - D-Additive","Log Like - D-Dominant","Log Like - D-Full"
"1",1,2657.33983349844,2690.90134858137,2710.29084476005,2714.14533205371,2726.41549709264,2738.87675730327
"2",1,2657.33983349844,2690.90134858137,2710.29084476005,2714.14533205371,2726.41549709264,2738.87675730327
"3",2,2657.33991094541,2690.90410649529,2710.30289476109,2714.15753332388,2726.42920722536,2738.87348875311
"4",2,2657.33991094541,2690.90410649529,2710.30289476109,2714.15753332388,2726.42920722536,2738.87348875311
"5",3,2657.33996670007,2690.89986894223,2710.29787123606,2714.15212338091,2726.42982759875,2738.86166941562
"6",3,2657.33996670007,2690.89986894223,2710.29787123606,2714.15212338091,2726.42982759875,2738.86166941562
"7",4,2657.3400481847,2690.89441987114,2710.28739615419,2714.14109508995,2726.4183280987,2738.85608210755
"8",4,2657.3400481847,2690.89441987114,2710.28739615419,2714.14109508995,2726.4183280987,2738.85608210755
"9",5,2657.34010398268,2690.90364405671,2710.30564304724,2714.15959866501,2726.43082592028,2738.88038661608
"10",5,2657.34010398268,2690.90364405671,2710.30564304724,2714.15959866501,2726.43082592028,2738.88038661608
"11",6,2657.34020487135,2690.90003883725,2710.29756505001,2714.15093559737,2726.42432787749,2738.86211216599
"12",6,2657.34020487135,2690.90003883725,2710.29756505001,2714.15093559737,2726.42432787749,2738.86211216599
"13",7,2657.34028127805,2690.90194793627,2710.29994664053,2714.15344483545,2726.41893575644,2738.8735751152
"14",7,2657.34028127805,2690.90194793627,2710.29994664053,2714.15344483545,2726.41893575644,2738.8735751152
"15",8,2657.34037041824,2690.89656884548,2710.29388684919,2714.14746594026,2726.41773628352,2738.86944692114
"16",8,2657.34037041824,2690.89656884548,2710.29388684919,2714.14746594026,2726.41773628352,2738.86944692114
"17",9,2657.34045382376,2690.89722822952,2710.29696474818,2714.15000384832,2726.4255127121,2738.86732828815
"18",9,2657.34045382376,2690.89722822952,2710.29696474818,2714.15000384832,2726.4255127121,2738.86732828815
"19",10,2657.34055422973,2690.89498319723,2710.29546013089,2714.14796556099,2726.42060848881,2738.85970129992
"20",10,2657.34055422973,2690.89498319723,2710.29546013089,2714.14796556099,2726.42060848881,2738.85970129992
