"LR - Additive","LR - Dominant","LR - Full","LR - D-Additive","LR - D-Dominant","LR - D-Full","DF - Additive","DF - Dominant","DF - Full","DF - D-Additive","DF - D-Dominant","DF - D-Full","P-Val - Additive","P-Val - Dominant","P-Val - Full","P-Val - Main","P-Val - Add-D","P-Val - Dom-D","P-Val - Full-D","P-Val - Diet"
11.3773062405952,16.5846567744396,26.6052440392491,33.5612107477769,37.9843999869852,47.7457965861646,8,19,32,40,51,63,2.43250272728469,0.306699793848617,1.02600293640818,1.97163562638397,1.0752560880584,0.196495178407238,1.11538067649824,1.06959504580282
11.2712789575769,16.5096321504912,26.585975057779,33.5515416697635,37.9540151842139,47.4499892872874,8,19,32,40,51,61,2.39750826535229,0.311505456765797,1.03873120210637,1.9676762954092,1.07790721189773,0.193893944076604,1.39399427277141,1.22623007059271
11.1686298101618,16.4428082848751,24.0567476368529,31.6602645104474,36.2112399554277,45.7165833578839,8,19,31,39,50,60,2.36371746206935,0.31709908794892,0.639765723034075,1.59066486248365,1.25772549626003,0.212906499972451,1.3965616470266,1.37137290748763
11.0757323598324,16.4286485492337,23.9030808229834,31.4255355869164,36.0564459528631,45.5601750224901,8,19,31,39,50,60,2.33321320707849,0.329543888307951,0.612174613575999,1.56122781709914,1.23449474763454,0.223488396269654,1.39611919860636,1.370862111229
10.9959179472645,16.3455933382474,23.4873043122205,30.9512880795043,35.6648658845097,43.8833967623599,8,19,30,38,49,58,2.30706378930059,0.329027599951828,0.662130761386811,1.60160797424351,1.21780472021775,0.234683957904723,1.2343550169373,1.25098516337571
10.9321322925169,16.2783955829035,23.4564420822183,30.4488012759062,34.8137595747613,43.9306186123134,8,19,30,38,49,59,2.28620541743248,0.328484397364812,0.669765291237365,1.5955911790366,1.0853152740285,0.189225695730863,1.29118135581374,1.15748897164344
10.881147627028,16.2028599886586,24.2186506688518,31.2609923622688,35.4004764045313,44.1005558510891,8,19,30,38,49,60,2.26955860924041,0.324587302153981,0.853988378882879,1.74661382669483,1.09917039863273,0.162337236855622,1.01509639688675,0.960504601145714
10.8377581246633,16.1649774484742,24.1970787611572,31.2731129359803,35.2283775138824,44.1964908853363,8,19,30,38,49,61,2.25540969775027,0.325459709003391,0.857722976331832,1.74227117292154,1.1085355333919,0.141886836798682,0.929442540908984,0.889185233664884
10.8022982761026,16.1219376859709,24.1943191876242,31.2257330032878,35.0228290461786,43.7948136441372,8,19,30,38,48,59,2.24385896837417,0.324259168784997,0.866968721030895,1.74171592449341,1.09613730874512,0.174958382442891,1.03253017989152,1.00933396819169
10.7745697411042,16.1772296596404,24.3152819515972,31.2646448764498,35.1896532988067,44.1961878143344,8,19,30,38,49,61,2.23483445801607,0.337511989681238,0.882111937208979,1.76611474178957,1.07343336609069,0.138661084997337,0.938192253717959,0.871276545638924
