"QTL1","Log Like - Additive","Log Like - Dominant","Log Like - Full","Log Like - D-Additive","Log Like - D-Dominant","Log Like - D-Full"
"1",1,2654.22493132473,2670.24816858475,2681.65135693275,2683.3169460542,2698.50685920033,2714.27832361932
"2",1,2654.22493132473,2670.24816858475,2681.65135693275,2683.3169460542,2698.50685920033,2714.27832361932
"3",2,2654.22491780173,2670.2518288329,2681.65615183956,2683.32032790035,2698.48792056448,2714.28212380486
"4",2,2654.22491780173,2670.2518288329,2681.65615183956,2683.32032790035,2698.48792056448,2714.28212380486
"5",3,2654.22486600084,2670.24139782731,2681.64815393729,2683.31350102382,2698.49590850636,2714.28371397968
"6",3,2654.22486600084,2670.24139782731,2681.64815393729,2683.31350102382,2698.49590850636,2714.28371397968
"7",4,2654.22484431282,2670.24023388416,2681.64545092707,2683.3122023412,2698.48302052485,2714.26995295059
"8",4,2654.22484431282,2670.24023388416,2681.64545092707,2683.3122023412,2698.48302052485,2714.26995295059
"9",5,2654.2248213098,2670.23576441491,2681.62762030458,2683.2966202317,2698.45506003093,2714.26064752056
"10",5,2654.2248213098,2670.23576441491,2681.62762030458,2683.2966202317,2698.45506003093,2714.26064752056
"11",6,2654.22479186701,2670.24257176146,2681.63820779593,2683.3064435367,2698.47448182076,2714.26990626549
"12",6,2654.22479186701,2670.24257176146,2681.63820779593,2683.3064435367,2698.47448182076,2714.26990626549
"13",7,2654.22475697823,2670.24110668715,2681.62933695805,2683.29686934363,2698.46813579814,2714.26469737934
"14",7,2654.22475697823,2670.24110668715,2681.62933695805,2683.29686934363,2698.46813579814,2714.26469737934
"15",8,2654.22472205449,2670.25298805178,2681.65516290053,2683.3247596973,2698.48416328663,2714.28091062263
"16",8,2654.22472205449,2670.25298805178,2681.65516290053,2683.3247596973,2698.48416328663,2714.28091062263
"17",9,2654.22468191123,2670.25751803306,2681.6654861653,2683.33430951582,2698.4895713321,2714.28860992723
"18",9,2654.22468191123,2670.25751803306,2681.6654861653,2683.33430951582,2698.4895713321,2714.28860992723
"19",10,2654.22466716789,2670.23732641963,2681.60986009676,2683.28086765926,2698.43459481958,2714.25241156397
"20",10,2654.22466716789,2670.23732641963,2681.60986009676,2683.28086765926,2698.43459481958,2714.25241156397
"21",11,2654.22462589598,2670.26081479096,2681.63781744767,2683.30922215852,2698.46534659232,2714.28799375117
"22",11,2654.22462589598,2670.26081479096,2681.63781744767,2683.30922215852,2698.46534659232,2714.28799375117
"23",12,2654.22459367262,2670.24687813268,2681.63221857503,2683.30282235842,2698.45767882284,2714.27964527854
"24",12,2654.22459367262,2670.24687813268,2681.63221857503,2683.30282235842,2698.45767882284,2714.27964527854
"25",13,2654.22456116036,2670.26178425378,2681.62425661444,2683.29687790795,2698.44815720395,2714.26368501284
"26",13,2654.22456116036,2670.26178425378,2681.62425661444,2683.29687790795,2698.44815720395,2714.26368501284
"27",14,2654.2245321333,2670.26651645397,2681.62036819419,2683.29362653532,2698.42847437072,2714.24085205052
"28",14,2654.2245321333,2670.26651645397,2681.62036819419,2683.29362653532,2698.42847437072,2714.24085205052
"29",15,2654.22450010975,2670.23616745053,2681.59208054665,2683.26643158211,2698.39556817632,2714.22047089268
"30",15,2654.22450010975,2670.23616745053,2681.59208054665,2683.26643158211,2698.39556817632,2714.22047089268
"31",16,2654.22445729184,2670.25250091154,2681.5985428733,2683.27317730881,2698.4084984193,2714.24903883575
"32",16,2654.22445729184,2670.25250091154,2681.5985428733,2683.27317730881,2698.4084984193,2714.24903883575
"33",17,2654.224428635,2670.26051381235,2681.61499494935,2683.28947867256,2698.40575993155,2714.2384389647
"34",17,2654.224428635,2670.26051381235,2681.61499494935,2683.28947867256,2698.40575993155,2714.2384389647
"35",18,2654.224404072,2670.26697911942,2681.60452148502,2683.28020632075,2698.40553208632,2714.24475105309
"36",18,2654.224404072,2670.26697911942,2681.60452148502,2683.28020632075,2698.40553208632,2714.24475105309
"37",19,2654.22438299208,2670.24869045361,2681.56609897078,2683.24348790549,2698.36122498257,2714.20224559093
"38",19,2654.22438299208,2670.24869045361,2681.56609897078,2683.24348790549,2698.36122498257,2714.20224559093
"39",20,2654.22436725483,2670.25523846648,2681.5599837021,2683.23744982624,2698.3596112503,2714.20132121597
"40",20,2654.22436725483,2670.25523846648,2681.5599837021,2683.23744982624,2698.3596112503,2714.20132121597
"41",21,2654.22432917856,2670.25100049316,2681.54530504817,2683.22453121093,2698.31917217722,2714.17218004748
"42",21,2654.22432917856,2670.25100049316,2681.54530504817,2683.22453121093,2698.31917217722,2714.17218004748
"43",22,2654.22431044582,2670.24235509212,2681.50039550904,2683.18143103697,2698.28133941697,2714.14124407334
"44",22,2654.22431044582,2670.24235509212,2681.50039550904,2683.18143103697,2698.28133941697,2714.14124407334
"45",23,2654.22429547446,2670.26221212514,2681.51381130352,2683.19464160999,2698.31791348199,2714.1690381864
"46",23,2654.22429547446,2670.26221212514,2681.51381130352,2683.19464160999,2698.31791348199,2714.1690381864
"47",24,2654.22425327166,2670.2712545692,2681.50486151379,2683.18656656221,2698.29191407328,2714.15157222959
"48",24,2654.22425327166,2670.2712545692,2681.50486151379,2683.18656656221,2698.29191407328,2714.15157222959
"49",25,2654.22423892108,2670.28196354295,2681.50159412768,2683.18520801907,2698.28415339137,2714.15763062694
"50",25,2654.22423892108,2670.28196354295,2681.50159412768,2683.18520801907,2698.28415339137,2714.15763062694
"51",26,2654.22422427636,2670.26498864988,2681.47560511793,2683.15905575905,2698.27244864834,2714.13979657599
"52",26,2654.22422427636,2670.26498864988,2681.47560511793,2683.15905575905,2698.27244864834,2714.13979657599
"53",27,2654.22418956341,2670.26752249414,2681.44832006408,2683.13407635015,2698.23807448476,2714.11505374644
"54",27,2654.22418956341,2670.26752249414,2681.44832006408,2683.13407635015,2698.23807448476,2714.11505374644
"55",28,2654.22417461927,2670.26978794486,2681.43494968153,2683.12109829202,2698.21622550443,2714.08719487957
"56",28,2654.22417461927,2670.26978794486,2681.43494968153,2683.12109829202,2698.21622550443,2714.08719487957
"57",29,2654.22413771614,2670.29090923229,2681.44158303774,2683.12842458764,2698.23414634897,2714.11624426591
"58",29,2654.22413771614,2670.29090923229,2681.44158303774,2683.12842458764,2698.23414634897,2714.11624426591
"59",30,2654.22411884933,2670.29766280623,2681.42852918704,2683.1167284221,2698.19769288849,2714.08328684137
"60",30,2654.22411884933,2670.29766280623,2681.42852918704,2683.1167284221,2698.19769288849,2714.08328684137
"61",31,2654.22411059176,2670.31423592087,2681.42259284145,2683.11301693117,2698.19879818437,2714.08326336037
"62",31,2654.22411059176,2670.31423592087,2681.42259284145,2683.11301693117,2698.19879818437,2714.08326336037
"63",32,2654.22411233081,2670.30648403323,2681.41939428279,2683.10961304972,2698.19977267967,2714.08896240942
"64",32,2654.22411233081,2670.30648403323,2681.41939428279,2683.10961304972,2698.19977267967,2714.08896240942
"65",33,2654.2241327363,2670.28979499122,2681.35458723858,2683.04943927843,2698.11682422432,2714.02581480358
"66",33,2654.2241327363,2670.28979499122,2681.35458723858,2683.04943927843,2698.11682422432,2714.02581480358
"67",34,2654.22415643518,2670.31008254982,2681.36061739581,2683.05759826838,2698.11859951949,2714.02489051431
"68",34,2654.22415643518,2670.31008254982,2681.36061739581,2683.05759826838,2698.11859951949,2714.02489051431
"69",35,2654.22415522425,2670.31624609905,2681.40002661399,2683.09584414266,2698.16473548405,2714.07896126093
"70",35,2654.22415522425,2670.31624609905,2681.40002661399,2683.09584414266,2698.16473548405,2714.07896126093
"71",36,2654.22417674432,2670.31357070271,2681.34578204971,2683.04591420672,2698.0843700035,2714.02663201288
"72",36,2654.22417674432,2670.31357070271,2681.34578204971,2683.04591420672,2698.0843700035,2714.02663201288
"73",37,2654.22418251565,2670.33977341083,2681.40384810778,2683.10255071359,2698.15258937633,2714.09672190847
"74",37,2654.22418251565,2670.33977341083,2681.40384810778,2683.10255071359,2698.15258937633,2714.09672190847
"75",38,2654.22419801051,2670.36263895467,2681.40270765594,2683.10435357008,2698.13684956252,2714.09324993755
"76",38,2654.22419801051,2670.36263895467,2681.40270765594,2683.10435357008,2698.13684956252,2714.09324993755
"77",39,2654.22421378737,2670.3641534554,2681.39052298218,2683.09409089088,2698.11059176163,2714.07318708224
"78",39,2654.22421378737,2670.3641534554,2681.39052298218,2683.09409089088,2698.11059176163,2714.07318708224
"79",40,2654.22422133193,2670.38543891425,2681.42009077084,2683.12374481617,2698.13665732625,2714.11387088867
"80",40,2654.22422133193,2670.38543891425,2681.42009077084,2683.12374481617,2698.13665732625,2714.11387088867
"81",41,2654.22425652095,2670.36495210998,2681.35429342896,2683.0617735736,2698.06504979743,2714.04596259035
"82",41,2654.22425652095,2670.36495210998,2681.35429342896,2683.0617735736,2698.06504979743,2714.04596259035
"83",42,2654.22425196486,2670.39410972475,2681.40002895867,2683.10694783088,2698.09790006122,2714.10888586377
"84",42,2654.22425196486,2670.39410972475,2681.40002895867,2683.10694783088,2698.09790006122,2714.10888586377
"85",43,2654.22426487935,2670.41287413943,2681.4057821537,2683.11400236111,2698.10348984925,2714.11366542048
"86",43,2654.22426487935,2670.41287413943,2681.4057821537,2683.11400236111,2698.10348984925,2714.11366542048
"87",44,2654.22430498296,2670.40833557937,2681.37667632306,2683.08764667106,2698.04777987616,2714.08116720313
"88",44,2654.22430498296,2670.40833557937,2681.37667632306,2683.08764667106,2698.04777987616,2714.08116720313
"89",45,2654.22430087759,2670.4401356493,2681.4046805729,2683.11681379719,2698.07251285847,2714.1212808943
"90",45,2654.22430087759,2670.4401356493,2681.4046805729,2683.11681379719,2698.07251285847,2714.1212808943
"91",46,2654.22432723274,2670.43111741891,2681.37590945494,2683.09031571597,2698.04173706826,2714.09619939434
"92",46,2654.22432723274,2670.43111741891,2681.37590945494,2683.09031571597,2698.04173706826,2714.09619939434
"93",47,2654.22434058836,2670.44625108881,2681.39808560426,2683.1137067338,2698.04157764457,2714.12140383259
"94",47,2654.22434058836,2670.44625108881,2681.39808560426,2683.1137067338,2698.04157764457,2714.12140383259
"95",48,2654.22434582044,2670.46470846023,2681.39593128996,2683.11275841367,2698.02649151492,2714.11421291204
"96",48,2654.22434582044,2670.46470846023,2681.39593128996,2683.11275841367,2698.02649151492,2714.11421291204
"97",49,2654.22438456148,2670.47447495113,2681.38409514468,2683.10292225672,2698.01377260947,2714.13362656866
"98",49,2654.22438456148,2670.47447495113,2681.38409514468,2683.10292225672,2698.01377260947,2714.13362656866
"99",50,2654.22439724918,2670.48512446817,2681.41210660365,2683.13305578701,2698.03537328838,2714.17771622037
"100",50,2654.22439724918,2670.48512446817,2681.41210660365,2683.13305578701,2698.03537328838,2714.17771622037
"101",51,2654.22442469825,2670.5049693961,2681.39397444173,2683.11769096606,2697.99563927479,2714.15005134973
"102",51,2654.22442469825,2670.5049693961,2681.39397444173,2683.11769096606,2697.99563927479,2714.15005134973
"103",52,2654.22446503505,2670.52903231686,2681.42207656605,2683.14551321541,2698.01135132925,2714.18975374771
"104",52,2654.22446503505,2670.52903231686,2681.42207656605,2683.14551321541,2698.01135132925,2714.18975374771
"105",53,2654.22421528222,2670.52504864207,2681.40678169257,2683.1319392339,2697.97847897388,2714.20441229033
"106",53,2654.22421528222,2670.52504864207,2681.40678169257,2683.1319392339,2697.97847897388,2714.20441229033
"107",54,2654.22337255915,2670.51689752288,2681.4177848455,2683.14165510915,2697.93664173661,2714.20734595734
"108",54,2654.22337255915,2670.51689752288,2681.4177848455,2683.14165510915,2697.93664173661,2714.20734595734
