"QTL1","Log Like - Additive","Log Like - Dominant","Log Like - Full","Log Like - D-Additive","Log Like - D-Dominant","Log Like - D-Full"
1,2658.673505491,2693.11225373639,2707.98204317191,2709.20427661167,2726.30735320903,2747.75323957288
1,2658.673505491,2693.11225373639,2707.98204317191,2709.20427661167,2726.30735320903,2747.75323957288
2,2658.67352871498,2693.11265204525,2707.96681135402,2709.19045308572,2726.29971417175,2747.74747223421
2,2658.67352871498,2693.11265204525,2707.96681135402,2709.19045308572,2726.29971417175,2747.74747223421
3,2658.67351630285,2693.1099005472,2707.96761805867,2709.19056943907,2726.29928139001,2747.7750058447
3,2658.67351630285,2693.1099005472,2707.96761805867,2709.19056943907,2726.29928139001,2747.7750058447
4,2658.673604029,2693.10182915216,2707.97703240531,2709.19794661201,2726.30412680082,2747.79061641638
4,2658.673604029,2693.10182915216,2707.97703240531,2709.19794661201,2726.30412680082,2747.79061641638
5,2658.67358352255,2693.10471250716,2707.95384669925,2709.17662675909,2726.27630193183,2747.8061584398
5,2658.67358352255,2693.10471250716,2707.95384669925,2709.17662675909,2726.27630193183,2747.8061584398
6,2658.67363095518,2693.10644269671,2707.97363289888,2709.19504074962,2726.29066590151,2747.82180678182
6,2658.67363095518,2693.10644269671,2707.97363289888,2709.19504074962,2726.29066590151,2747.82180678182
7,2658.67366473967,2693.09975884798,2707.98510415576,2709.20535767815,2726.30905891556,2747.79857109138
7,2658.67366473967,2693.09975884798,2707.98510415576,2709.20535767815,2726.30905891556,2747.79857109138
8,2658.6737040077,2693.1047522979,2707.97391919631,2709.19560271032,2726.29637945717,2747.82966119466
8,2658.6737040077,2693.1047522979,2707.97391919631,2709.19560271032,2726.29637945717,2747.82966119466
9,2658.67369327802,2693.10778394185,2707.97031543716,2709.19165130589,2726.29678485847,2747.82642796543
9,2658.67369327802,2693.10778394185,2707.97031543716,2709.19165130589,2726.29678485847,2747.82642796543
10,2658.67378743012,2693.10783615616,2707.98399357222,2709.20489322904,2726.30508986584,2747.85348820888
10,2658.67378743012,2693.10783615616,2707.98399357222,2709.20489322904,2726.30508986584,2747.85348820888
11,2658.67377544398,2693.10190764543,2707.98074303959,2709.20126619249,2726.29844542036,2747.85926358346
11,2658.67377544398,2693.10190764543,2707.98074303959,2709.20126619249,2726.29844542036,2747.85926358346
12,2658.67381454763,2693.103210115,2707.96423409081,2709.18530374079,2726.27786984663,2747.86345101238
12,2658.67381454763,2693.103210115,2707.96423409081,2709.18530374079,2726.27786984663,2747.86345101238
13,2658.67384832303,2693.1063620383,2707.97715221759,2709.198056189,2726.2995387773,2747.8617390242
13,2658.67384832303,2693.1063620383,2707.97715221759,2709.198056189,2726.2995387773,2747.8617390242
14,2658.67390801999,2693.1065755298,2707.97562230098,2709.19618992072,2726.29430319353,2747.87208082882
14,2658.67390801999,2693.1065755298,2707.97562230098,2709.19618992072,2726.29430319353,2747.87208082882
15,2658.67391042194,2693.1059759141,2707.96768048426,2709.18836719848,2726.28376392829,2747.8817786363
15,2658.67391042194,2693.1059759141,2707.96768048426,2709.18836719848,2726.28376392829,2747.8817786363
16,2658.67391058469,2693.09576636481,2707.98885184409,2709.20757310313,2726.30433847464,2747.89477155504
16,2658.67391058469,2693.09576636481,2707.98885184409,2709.20757310313,2726.30433847464,2747.89477155504
17,2658.67399499421,2693.09673387819,2708.00942285535,2709.22713291962,2726.33165482879,2747.90690521129
17,2658.67399499421,2693.09673387819,2708.00942285535,2709.22713291962,2726.33165482879,2747.90690521129
18,2658.67387112105,2693.09731170136,2708.00180813273,2709.21768934262,2726.31614756444,2747.95276084937
18,2658.67387112105,2693.09731170136,2708.00180813273,2709.21768934262,2726.31614756444,2747.95276084937
