"QTL1","Log Like - Additive","Log Like - Dominant","Log Like - Full","Log Like - D-Additive","Log Like - D-Dominant","Log Like - D-Full"
"1",1,2661.94482014421,2694.73408545744,2719.78772351029,2726.00710965285,2741.24535851958,2760.39727531635
"2",1,2661.94482014421,2694.73408545744,2719.78772351029,2726.00710965285,2741.24535851958,2760.39727531635
"3",2,2661.94482975728,2694.72445768442,2719.77315499728,2725.99222436392,2741.22348172702,2760.37788065489
"4",2,2661.94482975728,2694.72445768442,2719.77315499728,2725.99222436392,2741.22348172702,2760.37788065489
"5",3,2661.94481915751,2694.7208834024,2719.7613989668,2725.97656902434,2741.21055619096,2760.36616421608
"6",3,2661.94481915751,2694.7208834024,2719.7613989668,2725.97656902434,2741.21055619096,2760.36616421608
"7",4,2661.94482903023,2694.7195918754,2719.75138533343,2725.96363338387,2741.19461940596,2760.3510137193
"8",4,2661.94482903023,2694.7195918754,2719.75138533343,2725.96363338387,2741.19461940596,2760.3510137193
"9",5,2661.94480362119,2694.70707186774,2719.7373442224,2725.9485344854,2741.17617409822,2760.33584271081
"10",5,2661.94480362119,2694.70707186774,2719.7373442224,2725.9485344854,2741.17617409822,2760.33584271081
"11",6,2661.94479758795,2694.69930458097,2719.73384055585,2725.94540122042,2741.16864846796,2760.33101507263
"12",6,2661.94479758795,2694.69930458097,2719.73384055585,2725.94540122042,2741.16864846796,2760.33101507263
"13",7,2661.94478371673,2694.6935778232,2719.71861169955,2725.926471554,2741.14661440473,2760.31269895895
"14",7,2661.94478371673,2694.6935778232,2719.71861169955,2725.926471554,2741.14661440473,2760.31269895895
"15",8,2661.94479427562,2694.68413174988,2719.70717303109,2725.915918067,2741.13439241873,2760.29909492706
"16",8,2661.94479427562,2694.68413174988,2719.70717303109,2725.915918067,2741.13439241873,2760.29909492706
"17",9,2661.94480209523,2694.67361052323,2719.69149106986,2725.89773987412,2741.11229790474,2760.28037047382
"18",9,2661.94480209523,2694.67361052323,2719.69149106986,2725.89773987412,2741.11229790474,2760.28037047382
"19",10,2661.94482123612,2694.67039396627,2719.35496179111,2725.47775386451,2740.68778523612,2759.9189214958
"20",10,2661.94482123612,2694.67039396627,2719.35496179111,2725.47775386451,2740.68778523612,2759.9189214958
"21",11,2661.94480438513,2694.66056267803,2719.35286379063,2725.47431942469,2740.68240740617,2759.91572212487
"22",11,2661.94480438513,2694.66056267803,2719.35286379063,2725.47431942469,2740.68240740617,2759.91572212487
"23",12,2661.9448089975,2694.65104905667,2719.3503435633,2725.47226127702,2740.68083583342,2759.915807713
"24",12,2661.9448089975,2694.65104905667,2719.3503435633,2725.47226127702,2740.68083583342,2759.915807713
"25",13,2661.94483349419,2694.63884127633,2719.34824909063,2725.47093104482,2740.67497037948,2759.90765227369
"26",13,2661.94483349419,2694.63884127633,2719.34824909063,2725.47093104482,2740.67497037948,2759.90765227369
"27",14,2661.94484492063,2694.63124134361,2719.34855757995,2725.47138604145,2740.67229856359,2759.90844722468
"28",14,2661.94484492063,2694.63124134361,2719.34855757995,2725.47138604145,2740.67229856359,2759.90844722468
"29",15,2661.94479736325,2694.62839848151,2719.355169946,2725.47863495738,2740.67567776391,2759.91313879203
"30",15,2661.94479736325,2694.62839848151,2719.355169946,2725.47863495738,2740.67567776391,2759.91313879203
"31",16,2661.94478264389,2694.61600162644,2719.35253157106,2725.47518610566,2740.6686307052,2759.90845228714
"32",16,2661.94478264389,2694.61600162644,2719.35253157106,2725.47518610566,2740.6686307052,2759.90845228714
"33",17,2661.94484910343,2694.60047612692,2719.34145185368,2725.46337014619,2740.65311206415,2759.89875099536
"34",17,2661.94484910343,2694.60047612692,2719.34145185368,2725.46337014619,2740.65311206415,2759.89875099536
"35",18,2661.94478156389,2694.58966000441,2719.34175506071,2725.46500392954,2740.64856079061,2759.90786084741
"36",18,2661.94478156389,2694.58966000441,2719.34175506071,2725.46500392954,2740.64856079061,2759.90786084741
"37",19,2661.94480411508,2694.58488012027,2719.34318155754,2725.46401378452,2740.64466853339,2759.91790471758
"38",19,2661.94480411508,2694.58488012027,2719.34318155754,2725.46401378452,2740.64466853339,2759.91790471758
"39",20,2661.94481993235,2694.57486488729,2719.35243095399,2725.4725275795,2740.65119009793,2759.94095740578
"40",20,2661.94481993235,2694.57486488729,2719.35243095399,2725.4725275795,2740.65119009793,2759.94095740578
"41",21,2661.94477061001,2694.55391945534,2719.32546329489,2725.44520595101,2740.61653843921,2759.92003471886
"42",21,2661.94477061001,2694.55391945534,2719.32546329489,2725.44520595101,2740.61653843921,2759.92003471886
"43",22,2661.9446960549,2694.53666049008,2719.3150352889,2725.43653625969,2740.59688251754,2759.91209476869
"44",22,2661.9446960549,2694.53666049008,2719.3150352889,2725.43653625969,2740.59688251754,2759.91209476869
"45",23,2661.94476668086,2694.53222476682,2719.32564955804,2725.44477918293,2740.60523726673,2759.9373754163
"46",23,2661.94476668086,2694.53222476682,2719.32564955804,2725.44477918293,2740.60523726673,2759.9373754163
"47",24,2661.94473084331,2694.52160824884,2719.32608084494,2725.44405887405,2740.59914779037,2759.94591490209
"48",24,2661.94473084331,2694.52160824884,2719.32608084494,2725.44405887405,2740.59914779037,2759.94591490209
"49",25,2661.94474270892,2694.50358214146,2719.31314067088,2725.43084737839,2740.57852019534,2759.94015678793
"50",25,2661.94474270892,2694.50358214146,2719.31314067088,2725.43084737839,2740.57852019534,2759.94015678793
"51",26,2661.9447257312,2694.49144723758,2719.304405531,2725.42124551355,2740.56399167993,2759.93739301161
"52",26,2661.9447257312,2694.49144723758,2719.304405531,2725.42124551355,2740.56399167993,2759.93739301161
"53",27,2661.94468627583,2694.47949642012,2719.29998502323,2725.41417492838,2740.55289463738,2759.93999795852
"54",27,2661.94468627583,2694.47949642012,2719.29998502323,2725.41417492838,2740.55289463738,2759.93999795852
"55",28,2661.94470011524,2694.47355135028,2719.30980966711,2725.42449139496,2740.55834168812,2759.95982476656
"56",28,2661.94470011524,2694.47355135028,2719.30980966711,2725.42449139496,2740.55834168812,2759.95982476656
"57",29,2661.94466810041,2694.45989946359,2719.30415156608,2725.4177282279,2740.54638463181,2759.95775211787
"58",29,2661.94466810041,2694.45989946359,2719.30415156608,2725.4177282279,2740.54638463181,2759.95775211787
"59",30,2661.94465466628,2694.44760543939,2719.30531899063,2725.41893558738,2740.54027648342,2759.96486542959
"60",30,2661.94465466628,2694.44760543939,2719.30531899063,2725.41893558738,2740.54027648342,2759.96486542959
"61",31,2661.94471516063,2694.43051758866,2719.29980219334,2725.41309904706,2740.53032094255,2759.96614969646
