"QTL1","Log Like - Additive","Log Like - Dominant","Log Like - Full","Log Like - D-Additive","Log Like - D-Dominant","Log Like - D-Full"
1,2660.20605574184,2683.83851612823,2713.22563115253,2721.92941658064,2740.18685800939,2758.53049437405
2,2660.20616686958,2683.83543844193,2713.22437006901,2721.92826597824,2740.17988246377,2758.527964527
3,2660.20629373907,2683.83806486849,2713.22214640362,2721.92641386693,2740.17615808987,2758.52175904761
4,2660.2064339707,2683.83554233004,2713.22181896976,2721.92771806868,2740.17801666698,2758.52333832867
5,2660.20656254566,2683.83171191462,2713.21673712687,2721.92230023923,2740.17330087261,2758.51598345521
6,2660.20670845849,2683.83478842708,2713.21822572518,2721.92422469777,2740.17287245271,2758.51508225826
7,2660.20685966813,2683.82895325836,2713.21094034022,2721.9182836689,2740.16579476546,2758.50481395188
8,2660.20700942186,2683.828235743,2713.21619977368,2721.92331572001,2740.16689214304,2758.50313863871
9,2660.20716354711,2683.82947356578,2713.21418014622,2721.92143512634,2740.16801863749,2758.50445859981
10,2660.20732150995,2683.83202125731,2713.20960279711,2721.91773246635,2740.15853031903,2758.49343316537
11,2660.207478923,2683.82998701336,2713.20706152274,2721.91578246925,2740.15288691532,2758.4809345473
12,2660.20762703776,2683.82722925105,2713.20563748478,2721.91427118158,2740.15414032091,2758.48023437934
13,2660.20778134745,2683.82184252438,2713.20182611154,2721.91120076562,2740.14974116631,2758.47215260206
14,2660.20795348423,2683.82583957539,2713.20143178228,2721.91123976457,2740.14628044964,2758.46840625302
15,2660.20813631086,2683.81882044799,2713.191979222,2721.90206375729,2740.13333000587,2758.45596173644
16,2660.20832172061,2683.81952161177,2713.18874352146,2721.89945729937,2740.12670302629,2758.44775011952
17,2660.20849999727,2683.82546376986,2713.19073867196,2721.90121881333,2740.1287067193,2758.44250310219
18,2660.20872264312,2683.81584474635,2713.18209309222,2721.89298441997,2740.11746369725,2758.42540985259
19,2660.2089429952,2683.82939418041,2713.19072318262,2721.90209778271,2740.12285259414,2758.43021351576
20,2660.20916690317,2683.82106154418,2713.18015382788,2721.89263780181,2740.11835006987,2758.41958905074
21,2660.20939303399,2683.81676254045,2713.17556021151,2721.8887364501,2740.10602538645,2758.40534251443
22,2660.20961433536,2683.82314857579,2713.17183648427,2721.88554519775,2740.10002077086,2758.39680342656
23,2660.20983844452,2683.8101839394,2713.1631269582,2721.87715677237,2740.09453558373,2758.38301640475
24,2660.2100630987,2683.8261680891,2713.16695072511,2721.88101712386,2740.09870901575,2758.38657146127
25,2660.21027033761,2683.8169633902,2713.16324161487,2721.8792629591,2740.094709337,2758.37352282625
26,2660.21050155005,2683.82926945273,2713.17820150355,2721.89320441506,2740.10668624585,2758.39553017165
27,2660.21071395225,2683.81975800196,2713.15621455719,2721.87295423214,2740.08602920226,2758.35361781784
28,2660.21094761052,2683.40920368196,2713.06360167447,2721.78315104004,2739.99088529212,2758.18281479071
29,2660.21116393413,2683.41488191271,2713.05905938858,2721.77905412409,2739.98548286167,2758.17232630181
30,2660.21138568245,2683.41544655187,2713.05983991325,2721.7804058219,2739.98699566545,2758.16935538949
31,2660.21159776615,2683.41010404896,2713.05047706195,2721.77141295059,2739.9761896013,2758.15927834538
32,2660.21176698615,2683.41340572526,2713.05274333333,2721.77493398655,2739.97356966292,2758.15763058175
33,2660.21195457005,2683.40656885753,2713.04090138169,2721.76423353351,2739.96105886153,2758.15330191864
34,2660.21215875345,2683.40811715892,2713.03530494551,2721.75911765509,2739.95299298855,2758.14604858093
35,2660.21235098974,2683.40529051263,2713.03008982189,2721.75511682294,2739.94675040742,2758.14563004495
36,2660.21254687339,2683.40459786784,2713.02140975896,2721.74732417331,2739.93352690732,2758.13695150563
37,2660.21273922576,2683.4057319552,2713.02084765833,2721.74821541609,2739.93142709251,2758.14119087965
38,2660.21293511047,2683.40295696744,2713.00439189409,2721.73240011591,2739.91488994655,2758.12978794126
39,2660.21313753328,2683.4025909361,2713.00272169869,2721.73209668844,2739.91184819431,2758.13168703966
40,2660.21333307399,2683.40091557255,2712.99373148805,2721.72362815683,2739.90141142957,2758.1296136705
41,2660.21352542962,2683.40167375957,2712.98894517569,2721.71980950406,2739.89604538422,2758.12939642196
42,2660.2137242229,2683.40138434168,2712.97778138354,2721.70910054486,2739.8823210565,2758.12408694943
43,2660.21391550978,2683.39706785555,2712.96875815982,2721.70140397385,2739.87518653476,2758.1237459839
44,2660.21411161661,2683.40026864302,2712.96528189409,2721.69821576654,2739.86424504482,2758.12258530018
45,2660.21430561738,2683.39833555048,2712.95338795589,2721.68666337967,2739.85111729676,2758.11886318012
46,2660.21450593542,2683.39732260955,2712.94993014642,2721.68505508372,2739.84849455152,2758.12147535949
47,2660.21469364473,2683.39766395076,2712.9433897789,2721.67869055849,2739.83888950867,2758.12405202581
48,2660.21488679413,2683.4000785851,2712.93752105619,2721.67323018365,2739.82961963376,2758.12427656968
49,2660.21509201136,2683.39441818336,2712.92308389856,2721.65933429775,2739.81515559231,2758.11694627598
50,2660.21529726008,2683.3938454071,2712.91925558225,2721.65699695973,2739.81114381784,2758.11655202289
51,2660.21550898449,2683.39628529255,2712.91490768374,2721.65236315486,2739.79755745114,2758.11265362523
52,2660.21573699039,2683.39159126916,2712.90330592687,2721.64164076606,2739.7858768102,2758.10704922656
53,2660.21646400248,2683.39736172898,2712.9102656865,2721.64941426111,2739.79306330223,2758.12339315002
54,2660.21820360293,2683.41083076305,2712.9306686103,2721.6695632852,2739.80741225398,2758.15825641836
55,2660.21998748491,2683.42519397754,2712.95770168355,2721.69613436796,2739.83050529171,2758.20005858433
56,2660.22180788168,2683.44712738378,2712.99428122288,2721.73180980151,2739.86345613463,2758.2578758693
57,2660.22370365489,2683.46598492206,2713.01560090559,2721.75251184279,2739.88381641157,2758.3061861877
58,2660.22565948838,2683.48631413458,2713.05361695831,2721.79079940864,2739.91824272611,2758.3716873407
59,2660.22769699447,2683.51535319602,2713.09517816377,2721.83108117665,2739.95479951443,2758.4401356837
60,2660.22984617508,2683.53615208344,2713.13164274272,2721.86721951907,2739.98726491469,2758.50914335221
61,2660.23211089706,2683.5697608733,2713.16680503501,2721.90096639768,2740.01777694695,2758.57826256868
62,2660.23452625329,2683.60266396754,2713.21050478329,2721.94203384477,2740.056655883,2758.65432453807
63,2660.23714778251,2683.62841878582,2713.23781147361,2721.96638260979,2740.07383945039,2758.71374548054
64,2660.24000880418,2683.67895066898,2713.28926078318,2722.01417568906,2740.1186387627,2758.79826729
65,2660.24321311348,2683.73065654788,2713.33598660902,2722.05583961659,2740.15784105557,2758.87926349235
66,2660.24686042746,2683.78745959053,2713.37521513623,2722.08826525694,2740.18246069171,2757.76709254149
67,2660.25114539101,2683.85792323082,2713.41936583099,2722.12512868814,2740.20855320043,2757.85807499453
68,2660.25679706726,2683.94035034499,2713.44233709867,2722.14083936012,2740.2214385331,2757.93889005365
69,2660.26627294438,2684.06291587791,2712.78239894257,2721.51569262091,2739.51158446991,2757.31078915213
70,2660.27947962907,2684.19830401143,2712.92455955611,2721.65207368949,2739.4666058944,2757.51277383032
71,2660.30038101185,2684.32297215145,2713.02548397234,2721.74825757601,2739.56992264234,2757.86100007601
72,2660.34368930055,2684.48004439828,2713.03261626403,2721.77736327571,2739.6318687416,2758.10679752607
73,2660.52412132679,2683.71576771781,2711.0858769433,2720.26992711088,2738.19181739513,2756.68942681787
74,2661.98604320739,2691.34523974378,2713.83810921279,2724.34348404829,2741.94013484198,2758.71432958449
75,2661.98211829168,2691.43295514594,2713.89872427537,2724.38073669749,2742.00153428425,2758.91653131033
76,2661.97765962541,2691.52101396974,2713.9634791799,2724.42277884882,2742.07004509467,2759.09872593083
77,2661.97266876202,2691.61031982048,2714.03570591618,2724.47194181486,2742.14909004278,2759.26813301576
78,2661.96712915864,2691.68781558509,2714.09119331137,2724.50488424119,2742.21582842371,2759.42895344796
79,2661.96040632702,2691.78787261411,2714.17098136444,2724.55883081553,2742.30580686091,2759.58575455043
80,2661.95222973299,2691.8900732151,2714.25785360199,2724.61684697875,2742.40757560603,2759.76027284306
81,2661.9430785324,2691.99116553858,2714.34713965194,2724.67907011622,2742.51671919474,2759.94032809141
82,2661.93288335905,2692.09420698887,2714.43372821498,2724.73630721943,2742.62239728783,2760.09516409305
