"QTL1","Log Like - Additive","Log Like - Dominant","Log Like - Full","Log Like - D-Additive","Log Like - D-Dominant","Log Like - D-Full"
1,2659.22555496326,2688.7571281241,2708.15481523913,2714.29741916337,2741.67709396199,2758.25428331781
2,2659.22569550652,2688.7565817821,2708.18836963197,2714.32847069424,2741.70442402832,2758.28895376068
3,2659.2258291521,2688.76344605652,2708.20444172276,2714.34384140605,2741.7165538889,2758.29773250204
4,2659.22598429948,2688.7655896603,2708.22971641863,2714.36867441421,2741.74145994932,2758.25345663613
5,2659.22612875282,2688.76694983601,2708.23018350882,2714.36863051711,2741.7410357793,2758.26395805265
6,2659.22630594103,2688.77075664084,2708.25384307667,2714.39079176548,2741.76151709375,2758.29518127043
7,2659.22646615313,2688.76107980694,2706.59866377303,2712.79234473922,2739.95547030301,2756.59393030442
8,2659.22665344477,2688.7724394294,2706.62132929097,2712.81476133161,2739.97692723105,2756.62852070873
9,2659.22682108676,2688.77565125942,2706.65890808485,2712.85142541119,2740.01256482793,2756.68116098591
10,2659.22701529169,2688.78048915695,2706.67914374341,2712.86988774776,2740.02874681063,2756.7197837028
11,2659.22718815728,2688.77598426198,2706.707912428,2712.89818137125,2740.05352165823,2756.76161842648
12,2659.22736107252,2688.77491143017,2706.73272089705,2712.92219086818,2740.07977505068,2756.80563357783
13,2659.2275471713,2688.78739231802,2706.74738651709,2712.9358501897,2740.09457365484,2756.81601932334
14,2659.22775039126,2688.79203285723,2706.78586254113,2712.97340643707,2740.12963008322,2756.87593989244
15,2659.22797211825,2688.79724337494,2706.81167614244,2712.99683769077,2740.14844924697,2756.90534787995
16,2659.22816088318,2688.79192056675,2706.84738856248,2713.03240550967,2740.18197926459,2756.95786419446
17,2659.22838872541,2688.79742887752,2706.8764569349,2713.05906199018,2740.2102470952,2757.00732249976
18,2659.22865703428,2688.80293388691,2706.93397371877,2713.10452293473,2740.26764074334,2757.09947007376
19,2659.22891407503,2688.80632813585,2706.99421244627,2713.15258427299,2740.32986295643,2757.20795489969
20,2659.22920920641,2688.81154824914,2707.04163208232,2713.18795570537,2740.37539913724,2757.28874066071
21,2659.22946087654,2688.81816957368,2707.10455430194,2713.23894890467,2740.44090600563,2757.38876274024
22,2659.2297363293,2688.81507105774,2707.18080888742,2713.30197265206,2740.51779325856,2757.4929683431
23,2659.23001087187,2688.82308888979,2707.26020557902,2713.36778251947,2740.59954868632,2757.59993940766
24,2659.23026835962,2688.8278319192,2707.34261097852,2713.43573265862,2740.68795795748,2757.71750797434
25,2659.23056101719,2688.83609184636,2707.45033754597,2713.52752829357,2740.79755241874,2757.85674507508
26,2659.23082461515,2688.83694200975,2707.56564418883,2713.62375640111,2740.91664985395,2757.99947910963
27,2659.23107131922,2688.83550207804,2707.6998379689,2713.73379250166,2741.05641968749,2758.16835395833
28,2659.23136318672,2688.84479074931,2707.92012397528,2713.91890626476,2741.28451527312,2758.49229715387
29,2659.23163445978,2688.84968183478,2708.12970876406,2714.07308481608,2741.51635813373,2758.89033988555
30,2659.23189508757,2688.85021879453,2708.27755431656,2714.13523397243,2741.65757003958,2759.50796031574
31,2659.23218492612,2688.84925080899,2708.22098615967,2714.04767750697,2741.59533827917,2759.66374199201
32,2659.23247817302,2688.86077207478,2708.27528022592,2714.09513472649,2741.63099608854,2759.78638985422
33,2659.23278066303,2688.87293674386,2708.32266969852,2714.13769919801,2741.67131342619,2759.87503207719
34,2659.2331230434,2688.87291679591,2708.36000620964,2714.17534517756,2741.70607426704,2759.95115563641
35,2659.23345036402,2688.86960468008,2708.38865005673,2714.20228135251,2741.72217171777,2759.97322815382
36,2659.23377932084,2688.88705636976,2708.4694326982,2714.27550562793,2741.79645355632,2760.0688988619
37,2659.23409573862,2688.88756646299,2708.50855560263,2714.31482166576,2741.83314703571,2760.15085477361
38,2659.23443556365,2688.8814296738,2708.53712403264,2714.34413462208,2741.85115491684,2760.16048514949
39,2659.23476091759,2688.89323683999,2708.61083839358,2714.41309389474,2741.92150615578,2760.28889325704
40,2659.23507003545,2688.88586166407,2708.60859396436,2714.40987284317,2741.90257585245,2760.28403451649
41,2659.23540779745,2688.89357252716,2708.6552700402,2714.45415660073,2741.94139493224,2760.38060669155
42,2659.23572779984,2688.89747666555,2708.71860297357,2714.51338272747,2741.99885501668,2760.41943515039
43,2659.23605489379,2688.89277574813,2708.74132674811,2714.53510688104,2742.01554525729,2760.49797910417
44,2659.23640477546,2688.90689409188,2708.82990450085,2714.61683766973,2742.09710290519,2760.58283657214
45,2659.23671821118,2688.90968799672,2708.85767515173,2714.64593138043,2742.13316681053,2760.65189300232
46,2659.23704011001,2688.90643707382,2708.89321214831,2714.68117620463,2742.15869802173,2760.67859814908
47,2659.23737244123,2688.91480087671,2708.93947114649,2714.72354623114,2742.20291840351,2760.76488506361
