"QTL1","Log Like - Additive","Log Like - Dominant","Log Like - Full","Log Like - D-Additive","Log Like - D-Dominant","Log Like - D-Full"
1,2657.16224486711,2678.50687410872,2705.38936326055,2709.47405761655,2726.29248304294,2743.34847922243
2,2657.16220560474,2678.50036567854,2705.40386078262,2709.48835610002,2726.2954957253,2743.32589932782
3,2657.16216829872,2678.5041257013,2705.37048121008,2709.45411761418,2726.26665789351,2743.32875702506
4,2657.16211733946,2678.50555201961,2705.38605899062,2709.4701370424,2726.2831846979,2743.36277434934
5,2657.16208049359,2678.49104499286,2705.41049465349,2709.49411691949,2726.29687020275,2743.34790945797
6,2657.16203518712,2678.50209076705,2705.42874406526,2709.51307024482,2726.31580929289,2743.39334370959
7,2657.1619940856,2678.50439666757,2705.41508291778,2709.49964951609,2726.30049245904,2743.38518519463
8,2657.1619422795,2678.5024970164,2705.43279116073,2709.51777730226,2726.31753771305,2743.34557595887
9,2657.16189574431,2678.50600678858,2705.44443524082,2709.53109644942,2726.32452416643,2743.36301067003
10,2657.16184923605,2678.51139444647,2705.44930926636,2709.53556098699,2726.32608273973,2743.36797296429
11,2657.16179659257,2678.49494294182,2705.42588935608,2709.50991141308,2726.30095766763,2743.35864904542
12,2657.16174493316,2678.49804234014,2705.43778613323,2709.52338752676,2726.31132850272,2743.3685439181
13,2657.16170665782,2678.50276243985,2705.46827361311,2709.55465757744,2726.33693756064,2743.3877851143
14,2657.16164619433,2678.50560773869,2705.44447348184,2709.53107152422,2726.31987154086,2743.37337472492
15,2657.1615951474,2678.50942402155,2705.46390429522,2709.55119584723,2726.34051608793,2743.37754995827
16,2657.16154629296,2678.51002231727,2705.46187819622,2709.54923231101,2726.33583967821,2743.38615900162
17,2657.16149397477,2678.50992700406,2705.45335887469,2709.54105982788,2726.32860901438,2743.31440779535
18,2657.16148098614,2678.50549438079,2705.49102475327,2709.57935346251,2726.35875962521,2743.3691260302
19,2657.16146111398,2678.50806029344,2705.48847702967,2709.57808603709,2726.36749600831,2743.35225048817
20,2657.16144791338,2678.50705698777,2705.51695140665,2709.60801159771,2726.38796016389,2743.37439578653
21,2657.16142896999,2678.51530354974,2705.50752024332,2709.60008624121,2726.38481055966,2743.38915332544
22,2657.161415385,2678.51025195195,2705.51451285838,2709.60779721861,2726.39606400322,2743.37945909117
23,2657.16140187409,2678.50782215989,2705.54879174852,2709.64363974732,2726.43355455636,2743.42618428562
24,2657.16137735857,2678.5045626701,2705.54157670248,2709.63900327224,2726.42966308514,2743.41677264429
25,2657.16136704113,2678.50885369297,2705.58891146272,2709.68867448761,2726.4754803732,2743.43960839092
26,2657.16134236862,2678.49625233545,2705.6229563808,2709.72482627164,2726.51549065328,2743.47421603188
27,2657.16132536707,2678.50047663484,2705.62206380602,2709.72838494473,2726.52789416762,2743.51091037627
28,2657.16132204998,2678.51416190395,2705.70958052068,2709.82548189276,2726.63070853079,2743.60528522935
29,2657.16130846312,2678.50790139313,2705.32170300697,2709.40474143949,2726.10762872449,2743.07881089532
30,2657.16127756752,2678.49763729516,2705.3517716924,2709.43554777,2726.14218224236,2743.11231884444
31,2657.16124763772,2678.50077814159,2705.35263769214,2709.4362135998,2726.14644295095,2743.11040804778
32,2657.16120643893,2678.49904266129,2705.33430495666,2709.41676850729,2726.12790591098,2743.0866924275
33,2657.16115755645,2678.50321215206,2705.36692229687,2709.45114868888,2726.15422014084,2743.09150074715
34,2657.16110365031,2678.49487860116,2705.38019208298,2709.46377656069,2726.15987731326,2743.09087810038
35,2657.16105393114,2678.50413475095,2705.36653186871,2709.45067580625,2726.14832825529,2743.09090628694
36,2657.16100106732,2678.49660626726,2705.36746510924,2709.45233307081,2726.1502220937,2743.06057148047
37,2657.16094737037,2678.49993601282,2705.35833540459,2709.44175857014,2726.13997048345,2743.07092693768
38,2657.16089475866,2678.49170973265,2705.36290566217,2709.44504684904,2726.13477254096,2743.08319197974
39,2657.16084693995,2678.50008408045,2705.37133358796,2709.45508836001,2726.15467067311,2743.07213121314
40,2657.16078267942,2678.48954789294,2705.37446906143,2709.45741282101,2726.13629093227,2743.05923579093
41,2657.16073992287,2678.49424742463,2705.39262866082,2709.47620062627,2726.16807493956,2743.06204899665
42,2657.1606862135,2678.48752369612,2705.40209374197,2709.48459242598,2726.17356523955,2743.07476717685
43,2657.16064001841,2678.48862609986,2705.38084185025,2709.46336681698,2726.14854641945,2743.05799454644
44,2657.16058538606,2678.48713148979,2705.40904266796,2709.49111529098,2726.17677034338,2743.0766476783
45,2657.16053785786,2678.4944983211,2705.41336454881,2709.49655567035,2726.18086960905,2743.07800666584
46,2657.16048310706,2678.4897678921,2705.39669203629,2709.48012979645,2726.15838785218,2743.06662315035
47,2657.16042704443,2678.48763223581,2705.42933748332,2709.5113523619,2726.19059793309,2743.08713896115
48,2657.16037593096,2678.48542917183,2705.43106875142,2709.51397532017,2726.19147559375,2743.07162265455
49,2657.16032274155,2678.47319837771,2705.44612101067,2709.52802459459,2726.20220241948,2743.07549134052
50,2657.16027598808,2678.47759217543,2705.43970116807,2709.52188022082,2726.18783583819,2743.05515444633
51,2657.16022470908,2678.48333748859,2705.4459940449,2709.52850949328,2726.20438448078,2743.05565229004
52,2657.16019681951,2678.46712987229,2705.45090860708,2709.53260716366,2726.20146545895,2743.06412598138
53,2657.15999075089,2678.45192285392,2705.42850818296,2709.50890528347,2726.1840969534,2743.07572841642
54,2657.15945175525,2678.427685815,2705.44146466872,2709.52077703938,2726.17709285825,2743.02273779996
55,2657.15891742277,2678.41227218296,2705.25818875174,2709.4091365212,2726.07885604825,2742.97075515188
56,2657.15837273775,2678.38301737443,2705.22838971852,2709.37886251235,2726.03471173492,2742.9242036779
57,2657.15782909369,2678.36227365366,2705.22935092306,2709.38043204211,2726.02074423397,2742.8927569137
58,2657.15727412133,2678.3334719534,2705.21539344399,2709.36785099732,2726.00408167863,2742.85195743589
59,2657.15670535419,2678.29683529436,2705.18543646924,2709.33705134401,2725.94640425308,2742.74922023156
60,2657.15613081068,2678.27238297931,2705.20184243119,2709.355063362,2725.9540048747,2742.71674879838
61,2657.15555144493,2678.24906653009,2705.16401911012,2709.3173572674,2725.90919256274,2742.66718354758
62,2657.15493506199,2678.19498853028,2705.14914019541,2709.30425994463,2725.87512437498,2742.66283427344
63,2657.15432127867,2678.16792702493,2705.1294983791,2709.28685187975,2725.84339613213,2742.62365353957
64,2657.15367981369,2678.14266857735,2705.11186233119,2709.27080107252,2725.81408633186,2742.57814576166
65,2657.15299944692,2678.07321333582,2705.08802203052,2709.25024034676,2725.76162272925,2742.52606548324
66,2657.15228396026,2678.03377853304,2705.0776809799,2709.242643084,2725.35343397127,2742.2759554835
67,2657.15151060771,2677.98401369476,2705.06562260067,2709.23402804599,2725.34189483756,2742.27490459646
68,2657.15136833793,2677.929678649,2705.05963491849,2709.23146750486,2725.33433777272,2742.26482299095
69,2657.15458493873,2677.86529642286,2705.01082006554,2709.19091492582,2725.28334331775,2742.18681061088
70,2657.15763982125,2677.70181551476,2704.93833240701,2709.12422081935,2725.17958048188,2742.15704342933
71,2657.16016827811,2677.69289608811,2704.92273911668,2709.11645898739,2725.14096516427,2742.12746143188
72,2657.16133732197,2677.69944132457,2704.78738329025,2708.99381934378,2724.9817426886,2741.95099475521
73,2657.1587918089,2677.86647725033,2704.41696756648,2708.65940481488,2724.49950650126,2741.37440239498
74,2657.38653215963,2679.8336539258,2701.04554913871,2705.11758377666,2719.44193007292,2734.87087269693
75,2657.39178711528,2679.85333964575,2700.89284459874,2704.98343893404,2719.30813556289,2734.76602891622
76,2657.39719658519,2679.87789335914,2700.76670287983,2704.87557059101,2719.20071016767,2734.67121056799
77,2657.40273776923,2679.9069629406,2700.65746567138,2704.78553540443,2719.10651041752,2734.60088176351
78,2657.40841064123,2679.93258873454,2700.53278695262,2704.67739785011,2718.99854574759,2734.44572611317
79,2657.4136332294,2679.96338349445,2700.45479772054,2704.61912975205,2718.93012961388,2734.45274195772
80,2657.41834541297,2679.98715084584,2700.25758491502,2704.43941439936,2718.75320544364,2734.30733713409
81,2657.42315552453,2680.02640075789,2700.15614954895,2704.35975595321,2718.6727098314,2734.16443001767
82,2657.42808137195,2680.06203221576,2700.00055101149,2704.22484451071,2718.54018167101,2734.1030279447
83,2657.43306326234,2680.09485729463,2699.70809383887,2703.94676457038,2718.28490982045,2733.91157433319
84,2657.43816611557,2680.14237216488,2699.65114001456,2703.91246354766,2718.24124500324,2733.78102007417
85,2657.44332478011,2680.18315148622,2699.54143181161,2703.82099306347,2718.14846149043,2733.73841761447
