"QTL1","Log Like - Additive","Log Like - Dominant","Log Like - Full","Log Like - D-Additive","Log Like - D-Dominant","Log Like - D-Full"
"1",1,2658.11331735539,2683.70432744639,2698.97668709025,2709.33720005001,2731.08910993936,2756.23372895721
"2",1,2658.11331735539,2683.70432744639,2698.97668709025,2709.33720005001,2731.08910993936,2756.23372895721
"3",2,2658.11322142963,2683.69142776735,2698.95432672625,2709.3188637756,2731.08205027944,2756.23399471821
"4",2,2658.11322142963,2683.69142776735,2698.95432672625,2709.3188637756,2731.08205027944,2756.23399471821
"5",3,2658.11312242039,2683.68991877139,2698.9571647828,2709.31960054051,2731.07886516565,2756.2214489512
"6",3,2658.11312242039,2683.68991877139,2698.9571647828,2709.31960054051,2731.07886516565,2756.2214489512
"7",4,2658.1130184475,2683.69207264589,2698.96713770276,2709.32809186947,2731.1094167071,2756.28402147636
"8",4,2658.1130184475,2683.69207264589,2698.96713770276,2709.32809186947,2731.1094167071,2756.28402147636
"9",5,2658.11291923308,2683.6872475052,2698.96354273673,2709.32400199095,2731.09232950847,2756.26568722913
"10",5,2658.11291923308,2683.6872475052,2698.96354273673,2709.32400199095,2731.09232950847,2756.26568722913
"11",6,2658.11279745062,2683.68598940469,2698.9715914819,2709.33092323359,2731.09407392238,2756.29430141043
"12",6,2658.11279745062,2683.68598940469,2698.9715914819,2709.33092323359,2731.09407392238,2756.29430141043
"13",7,2658.1126715071,2683.68303371653,2698.95006436943,2709.31152182903,2731.09523492621,2756.29950838422
"14",7,2658.1126715071,2683.68303371653,2698.95006436943,2709.31152182903,2731.09523492621,2756.29950838422
"15",8,2658.11254603231,2683.66928905076,2698.94555536244,2709.30630835145,2731.08474864968,2756.30720764776
"16",8,2658.11254603231,2683.66928905076,2698.94555536244,2709.30630835145,2731.08474864968,2756.30720764776
"17",9,2658.11242394901,2683.66009461679,2698.95941340154,2709.31566974119,2731.10650464003,2756.3580494923
"18",9,2658.11242394901,2683.66009461679,2698.95941340154,2709.31566974119,2731.10650464003,2756.3580494923
"19",10,2658.1122987842,2683.65581836629,2698.95446405242,2709.31084022796,2731.10678596244,2756.35993169955
"20",10,2658.1122987842,2683.65581836629,2698.95446405242,2709.31084022796,2731.10678596244,2756.35993169955
"21",11,2658.11216818189,2683.64960276985,2698.94049876878,2709.29719503576,2731.1017976373,2756.37939735229
"22",11,2658.11216818189,2683.64960276985,2698.94049876878,2709.29719503576,2731.1017976373,2756.37939735229
"23",12,2658.11204873461,2683.63772159464,2698.92389047348,2709.28103533014,2731.09321079796,2756.37706678599
"24",12,2658.11204873461,2683.63772159464,2698.92389047348,2709.28103533014,2731.09321079796,2756.37706678599
"25",13,2658.11192098958,2683.6396808146,2698.93729612621,2709.29280706393,2731.08813430244,2756.40429960561
"26",13,2658.11192098958,2683.6396808146,2698.93729612621,2709.29280706393,2731.08813430244,2756.40429960561
"27",14,2658.11178473539,2683.63734807442,2698.93689723179,2709.29246681659,2731.09240895149,2756.41282441801
"28",14,2658.11178473539,2683.63734807442,2698.93689723179,2709.29246681659,2731.09240895149,2756.41282441801
"29",15,2658.11164396163,2683.61808379651,2698.92298888335,2709.27652947078,2731.08990511022,2756.42153881451
"30",15,2658.11164396163,2683.61808379651,2698.92298888335,2709.27652947078,2731.08990511022,2756.42153881451
"31",16,2658.11149557838,2683.62129995455,2698.94470904731,2709.29351442495,2731.11074637538,2756.45646798179
"32",16,2658.11149557838,2683.62129995455,2698.94470904731,2709.29351442495,2731.11074637538,2756.45646798179
"33",17,2658.11134396209,2683.62263956464,2698.93512229395,2709.28612116836,2731.11095806988,2756.46862490836
"34",17,2658.11134396209,2683.62263956464,2698.93512229395,2709.28612116836,2731.11095806988,2756.46862490836
"35",18,2658.11115387356,2683.61621342757,2698.93609555718,2709.28576888484,2731.10334198377,2756.48269789598
"36",18,2658.11115387356,2683.61621342757,2698.93609555718,2709.28576888484,2731.10334198377,2756.48269789598
"37",19,2658.11097223803,2683.60792746066,2698.91441536114,2709.26468428458,2731.08424393573,2756.48380292057
"38",19,2658.11097223803,2683.60792746066,2698.91441536114,2709.26468428458,2731.08424393573,2756.48380292057
"39",20,2658.11078702554,2683.61310782939,2698.92506225406,2709.27310241006,2731.08956947176,2756.51309282171
"40",20,2658.11078702554,2683.61310782939,2698.92506225406,2709.27310241006,2731.08956947176,2756.51309282171
"41",21,2658.1106077561,2683.58536578583,2698.92654441447,2709.27040071188,2731.09601777991,2756.53340532776
"42",21,2658.1106077561,2683.58536578583,2698.92654441447,2709.27040071188,2731.09601777991,2756.53340532776
"43",22,2658.11041620286,2683.61701630375,2698.95757288572,2709.2978454468,2731.1142726338,2756.57340893458
"44",22,2658.11041620286,2683.61701630375,2698.95757288572,2709.2978454468,2731.1142726338,2756.57340893458
"45",23,2658.11023360764,2683.59840464533,2698.91535461182,2709.26001270593,2731.06810428718,2756.54352960882
"46",23,2658.11023360764,2683.59840464533,2698.91535461182,2709.26001270593,2731.06810428718,2756.54352960882
"47",24,2658.11005455805,2683.57691338161,2698.89943987709,2709.24240519355,2731.04697935186,2756.55031124438
"48",24,2658.11005455805,2683.57691338161,2698.89943987709,2709.24240519355,2731.04697935186,2756.55031124438
"49",25,2658.10986472328,2683.59157878442,2698.9221752185,2709.26142561841,2731.06643195849,2756.59474195989
"50",25,2658.10986472328,2683.59157878442,2698.9221752185,2709.26142561841,2731.06643195849,2756.59474195989
"51",26,2658.10967731677,2683.5816163141,2698.88360007471,2709.22386088862,2731.02217305613,2756.5506157671
"52",26,2658.10967731677,2683.5816163141,2698.88360007471,2709.22386088862,2731.02217305613,2756.5506157671
"53",27,2658.1094917161,2683.58792964057,2698.86331493803,2709.20173839596,2731.01504864387,2756.53205113185
"54",27,2658.1094917161,2683.58792964057,2698.86331493803,2709.20173839596,2731.01504864387,2756.53205113185
"55",28,2658.10931410974,2683.57441834,2698.84068098109,2709.17513887032,2730.96102774043,2756.29708538595
"56",28,2658.10931410974,2683.57441834,2698.84068098109,2709.17513887032,2730.96102774043,2756.29708538595
"57",29,2658.10912536344,2683.58283007405,2698.74360490013,2709.06550273282,2730.88253545686,2756.18496481713
"58",29,2658.10912536344,2683.58283007405,2698.74360490013,2709.06550273282,2730.88253545686,2756.18496481713
"59",30,2658.10894285255,2683.56924536433,2698.71492216523,2709.03914345503,2730.85247707089,2756.16719771015
"60",30,2658.10894285255,2683.56924536433,2698.71492216523,2709.03914345503,2730.85247707089,2756.16719771015
"61",31,2658.10873204977,2683.5753042172,2698.72170750344,2709.04614902205,2730.86651704797,2756.18396755182
"62",31,2658.10873204977,2683.5753042172,2698.72170750344,2709.04614902205,2730.86651704797,2756.18396755182
"63",32,2658.10848993261,2683.58289222438,2698.75457241717,2709.0757056418,2730.90410158006,2756.24777941279
"64",32,2658.10848993261,2683.58289222438,2698.75457241717,2709.0757056418,2730.90410158006,2756.24777941279
"65",33,2658.10825957006,2683.5529749932,2698.74216187354,2709.06278277162,2730.8897364882,2756.25045598659
"66",33,2658.10825957006,2683.5529749932,2698.74216187354,2709.06278277162,2730.8897364882,2756.25045598659
"67",34,2658.10799618494,2683.54206920489,2698.75906762391,2709.07938714162,2730.91429966402,2756.31148293733
"68",34,2658.10799618494,2683.54206920489,2698.75906762391,2709.07938714162,2730.91429966402,2756.31148293733
"69",35,2658.10772554203,2683.53974374097,2698.75575457404,2709.07771872964,2730.92364428417,2756.34109300549
"70",35,2658.10772554203,2683.53974374097,2698.75575457404,2709.07771872964,2730.92364428417,2756.34109300549
"71",36,2658.1074661094,2683.5184221202,2698.76774284393,2709.08582856119,2730.92164211216,2756.36878123237
"72",36,2658.1074661094,2683.5184221202,2698.76774284393,2709.08582856119,2730.92164211216,2756.36878123237
"73",37,2658.1071971056,2683.51452225304,2698.76446523076,2709.08665168177,2730.93920470495,2756.39810272843
"74",37,2658.1071971056,2683.51452225304,2698.76446523076,2709.08665168177,2730.93920470495,2756.39810272843
"75",38,2658.1069285105,2683.49649635799,2698.75749150716,2709.079394971,2730.93877689793,2756.41881194923
"76",38,2658.1069285105,2683.49649635799,2698.75749150716,2709.079394971,2730.93877689793,2756.41881194923
"77",39,2658.10666927535,2683.46928994475,2698.76141638686,2709.08141093007,2730.94042938017,2756.44351512489
"78",39,2658.10666927535,2683.46928994475,2698.76141638686,2709.08141093007,2730.94042938017,2756.44351512489
"79",40,2658.10640234788,2683.4794040169,2698.77282623175,2709.09444912076,2730.95701652383,2756.4556431594
"80",40,2658.10640234788,2683.4794040169,2698.77282623175,2709.09444912076,2730.95701652383,2756.4556431594
"81",41,2658.10614480137,2683.44784247785,2698.78282672737,2709.10122157037,2730.98446568116,2756.51192241298
"82",41,2658.10614480137,2683.44784247785,2698.78282672737,2709.10122157037,2730.98446568116,2756.51192241298
"83",42,2658.10587546692,2683.43632520635,2698.76698828462,2709.0867638304,2730.94285131793,2756.46945824666
"84",42,2658.10587546692,2683.43632520635,2698.76698828462,2709.0867638304,2730.94285131793,2756.46945824666
"85",43,2658.10560760622,2683.42783635663,2698.76529745201,2709.08909384785,2730.98161081365,2756.50443139933
"86",43,2658.10560760622,2683.42783635663,2698.76529745201,2709.08909384785,2730.98161081365,2756.50443139933
"87",44,2658.10534928944,2683.40884074177,2698.7851239292,2709.10383857107,2730.99278914917,2756.55005121847
"88",44,2658.10534928944,2683.40884074177,2698.7851239292,2709.10383857107,2730.99278914917,2756.55005121847
"89",45,2658.10507106784,2683.41331357898,2698.78973936327,2709.11212999687,2731.01576192593,2756.58565318863
"90",45,2658.10507106784,2683.41331357898,2698.78973936327,2709.11212999687,2731.01576192593,2756.58565318863
"91",46,2658.10481749781,2683.39455321319,2698.79586116352,2709.11690958523,2731.03345380526,2756.62799371406
"92",46,2658.10481749781,2683.39455321319,2698.79586116352,2709.11690958523,2731.03345380526,2756.62799371406
"93",47,2658.10454839439,2683.380257101,2698.79913699906,2709.11915102946,2731.04157975787,2756.6409288413
"94",47,2658.10454839439,2683.380257101,2698.79913699906,2709.11915102946,2731.04157975787,2756.6409288413
"95",48,2658.10428428911,2683.34877533968,2698.76634346798,2709.0905786933,2730.98468407516,2756.63122310931
"96",48,2658.10428428911,2683.34877533968,2698.76634346798,2709.0905786933,2730.98468407516,2756.63122310931
"97",49,2658.10400860033,2683.34509864325,2698.7776085544,2709.10113870562,2730.99665296392,2756.66287154134
"98",49,2658.10400860033,2683.34509864325,2698.7776085544,2709.10113870562,2730.99665296392,2756.66287154134
"99",50,2658.1037166642,2683.31199644021,2698.76852813762,2709.09291577029,2730.98486657763,2756.7081050646
"100",50,2658.1037166642,2683.31199644021,2698.76852813762,2709.09291577029,2730.98486657763,2756.7081050646
"101",51,2658.10343533088,2683.30621832923,2698.82092194606,2709.13878230658,2731.03679751217,2756.74914468908
"102",51,2658.10343533088,2683.30621832923,2698.82092194606,2709.13878230658,2731.03679751217,2756.74914468908
"103",52,2658.10317984618,2683.22578649371,2698.73999010639,2709.06718983186,2730.90762457642,2756.65624219696
"104",52,2658.10317984618,2683.22578649371,2698.73999010639,2709.06718983186,2730.90762457642,2756.65624219696
"105",53,2658.10277673957,2683.11583912171,2698.70146545016,2709.03155439904,2730.80695671344,2756.59258851823
"106",53,2658.10277673957,2683.11583912171,2698.70146545016,2709.03155439904,2730.80695671344,2756.59258851823
"107",54,2658.10209468971,2682.96013883577,2698.67133412196,2709.0029583129,2730.63252856428,2756.5525373602
"108",54,2658.10209468971,2682.96013883577,2698.67133412196,2709.0029583129,2730.63252856428,2756.5525373602
"109",55,2658.10141714742,2682.78067357071,2698.88606527617,2709.21605656694,2730.69732569775,2756.78916088322
"110",55,2658.10141714742,2682.78067357071,2698.88606527617,2709.21605656694,2730.69732569775,2756.78916088322
"111",56,2658.10073829676,2682.63308240444,2698.85122168147,2709.18626653559,2730.52159003903,2756.85078622541
"112",56,2658.10073829676,2682.63308240444,2698.85122168147,2709.18626653559,2730.52159003903,2756.85078622541
"113",57,2658.1000766198,2682.44673625439,2698.78310263936,2709.12094607046,2730.24764419629,2756.77793495298
"114",57,2658.1000766198,2682.44673625439,2698.78310263936,2709.12094607046,2730.24764419629,2756.77793495298
"115",58,2658.09942260067,2682.26647920292,2698.70931172709,2709.05084658131,2729.94561878634,2756.68814871425
"116",58,2658.09942260067,2682.26647920292,2698.70931172709,2709.05084658131,2729.94561878634,2756.68814871425
"117",59,2658.09876387449,2682.1124799612,2698.621590919,2708.97210331395,2729.64634117293,2756.63119535017
"118",59,2658.09876387449,2682.1124799612,2698.621590919,2708.97210331395,2729.64634117293,2756.63119535017
"119",60,2658.09812488481,2681.9580544762,2698.55652102342,2708.91134353006,2729.3623662624,2756.60665728624
"120",60,2658.09812488481,2681.9580544762,2698.55652102342,2708.91134353006,2729.3623662624,2756.60665728624
"121",61,2658.09749999453,2681.82079888334,2698.52020197698,2708.87473346795,2729.12290329053,2756.62243773613
"122",61,2658.09749999453,2681.82079888334,2698.52020197698,2708.87473346795,2729.12290329053,2756.62243773613
"123",62,2658.09687655303,2681.72285680981,2698.45969166648,2708.82298600472,2728.87517539117,2756.69082467485
"124",62,2658.09687655303,2681.72285680981,2698.45969166648,2708.82298600472,2728.87517539117,2756.69082467485
"125",63,2658.09628983322,2681.61227804507,2698.386929161,2708.7566427031,2728.59722278332,2756.7075316685
"126",63,2658.09628983322,2681.61227804507,2698.386929161,2708.7566427031,2728.59722278332,2756.7075316685
"127",64,2658.09572349568,2681.50458831827,2698.31003303224,2708.68438580749,2728.34212195684,2756.75311497512
"128",64,2658.09572349568,2681.50458831827,2698.31003303224,2708.68438580749,2728.34212195684,2756.75311497512
"129",65,2658.0951907176,2681.41528890181,2698.20179538174,2708.58711596974,2728.08953901263,2756.83463083394
"130",65,2658.0951907176,2681.41528890181,2698.20179538174,2708.58711596974,2728.08953901263,2756.83463083394
"131",66,2658.09470225394,2681.34387037649,2698.17475759503,2708.56125225028,2727.93634565026,2757.03808140277
"132",66,2658.09470225394,2681.34387037649,2698.17475759503,2708.56125225028,2727.93634565026,2757.03808140277
"133",67,2658.09428178026,2681.25505064069,2698.07562085852,2708.46922444563,2727.75112174824,2757.19221880647
"134",67,2658.09428178026,2681.25505064069,2698.07562085852,2708.46922444563,2727.75112174824,2757.19221880647
