"LR - Additive","LR - Dominant","LR - Full","LR - D-Additive","LR - D-Dominant","LR - D-Full","DF - Additive","DF - Dominant","DF - Full","DF - D-Additive","DF - D-Dominant","DF - D-Full","P-Val - Additive","P-Val - Dominant","P-Val - Full","P-Val - Main","P-Val - Add-D","P-Val - Dom-D","P-Val - Full-D","P-Val - Diet"
10.882803248867,31.6881343667629,47.2385321034282,55.3251704420116,72.5709480220487,86.9875502732244,8,31,55,63,85,107,2.27009882127932,1.99679102023015,0.821317662816836,3.13033303657385,1.39830842975084,1.35902264698751,0.82482224489756,2.07687061335285
10.8828156587547,31.689426435212,47.2397548797811,55.3240082397534,72.5696505475007,86.9872714976968,8,31,55,63,85,107,2.27010287058664,1.99708705794763,0.821306330119748,3.13057828184419,1.39760580724103,1.35899476440894,0.824995420452173,2.07660702897418
10.882831221401,31.6899413959569,47.2396339552894,55.3233549148136,72.5690812600698,86.9848374361064,8,31,55,63,85,107,2.27010794863111,1.99720259312929,0.821202334399833,3.13055402840491,1.39744897162576,1.35901208635402,0.824678426253554,2.0762010035466
10.8828574054415,31.6905989054912,47.2397179006336,55.321859679118,72.5673680692362,86.9844359400974,8,31,55,63,85,107,2.27011649240925,1.99734865264702,0.821108535726009,3.13057086504752,1.39698379750628,1.35896716125794,0.824901396883699,2.07611579788073
10.8828814584489,31.6917725954038,47.2407713858415,55.3213174169311,72.566783812979,86.9834890443061,8,31,55,63,85,107,2.27012434084264,1.99761463429448,0.821088878443307,3.13078216186238,1.39651378037137,1.3589585054662,0.824839750510089,2.07576470136246
10.8828949183141,31.6927642012847,47.2407723324655,55.3201630717733,72.5652898996556,86.982307007208,8,31,55,63,85,107,2.27012873276367,1.99784094855179,0.820926881783546,3.1307823517284,1.39617351974812,1.35888851461357,0.82489276733531,2.0755570811449
10.8829221571063,31.6944936687396,47.2429496551567,55.3194100894426,72.5647082036832,86.9825254200819,8,31,55,63,85,107,2.27013762071971,1.99823481396842,0.82100011523691,3.13121907195276,1.39531056315439,1.35892381952295,0.825028786798742,2.07521329950195
10.8829538563548,31.6951582207553,47.2434532712291,55.3190161098047,72.5643727559758,86.9815980774871,8,31,55,63,85,107,2.27014796412072,1.99838125121631,0.82097379861501,3.13132008869378,1.39504625184037,1.35893588398307,0.824928163067102,2.07496218551274
10.8829806026583,31.6967496431889,47.2447996996366,55.318246062411,72.5634633079397,86.9813886369793,8,31,55,63,85,107,2.2701566913926,1.99874332004694,0.820933737301762,3.13159016481722,1.39442306842625,1.3589071511227,0.825047166787196,2.07468916498551
10.8830028363536,31.698477950329,47.246702230266,55.3181336311536,72.5633481038659,86.9819404382379,8,31,55,63,85,107,2.27016394621318,1.99913813255683,0.820962226163908,3.1319718019785,1.39382983587172,1.35890657959996,0.825160566610146,2.0744521533347
10.8830244720806,31.7000084584794,47.2488392199893,55.3181512282055,72.5634304323905,86.9831840547688,8,31,55,63,85,107,2.27017100592178,1.99948733055558,0.821061400715496,3.13240049006701,1.39320592137838,1.3589199218362,0.825358016442019,2.07429539952829
10.883049964212,31.7011207786408,47.2501567451768,55.3175647362661,72.5627757303958,86.9836141800621,8,31,55,63,85,107,2.27017932397522,1.99973886709312,0.821094957893585,3.13266480092022,1.39264546582753,1.35890586260741,0.825542483530386,2.07413969841529
10.8830703278437,31.703188126363,47.2541546021569,55.319131320649,72.5646636495099,86.9861603430382,8,31,55,63,85,107,2.2701859686092,2.00021265076771,0.821410682385792,3.13346686600664,1.39192988734231,1.35897209550561,0.825654421463159,2.07388499746354
10.8831048877579,31.7047773979821,47.2560317873245,55.3194464166235,72.5648836667551,86.9870752117201,8,31,55,63,85,107,2.27019724548518,2.00057251994676,0.821457773496566,3.13384349914095,1.39147017474542,1.35895249793961,0.82577259150656,2.07371616497988
10.8831340927903,31.7064899899955,47.2587848494019,55.3197510233515,72.5654773457741,86.9900104218526,8,31,55,63,85,107,2.2702067750752,2.00096219711454,0.82162796216394,3.13439589486384,1.39074968216327,1.35901208164751,0.82617085581933,2.07374812131727
10.8831603376693,31.7090630562764,47.2635463489151,55.3216994418045,72.567815337664,86.9929892127279,8,31,55,63,85,107,2.27021533877476,2.00155179201824,0.821985970550109,3.1353513607676,1.38992200152249,1.35909238217993,0.826279861288571,2.07343536845761
10.8831977824342,31.7114742019535,47.269656768671,55.3243110541418,72.5707181047267,86.998512729749,8,31,55,63,85,107,2.2702275570057,2.00210135951261,0.822591288674454,3.13657765933994,1.38889272413765,1.35915239734187,0.826725735349222,2.07333240811725
10.8832342702079,31.7157223160592,47.2866449652706,55.3334591277793,72.5814885092489,87.017041475267,8,31,55,63,85,107,2.27023946298217,2.00307656948612,0.824677405520217,3.13998791192283,1.38658697168434,1.35948682270179,0.82804626077401,2.07360267087591
10.8832701423417,31.7202308999873,47.3075703157943,55.3460770238624,72.5962580674509,87.0410013848953,8,31,55,63,85,107,2.27025116808653,2.00411240172508,0.827368839526483,3.14419032859628,1.38414476222553,1.35993040934643,0.829611648841382,2.0741350724065
10.8833042596246,31.7246470859678,47.3277848183543,55.3591275399016,72.6117154919355,87.065115812832,8,31,55,63,85,107,2.2702623005922,2.00512740919749,0.82996236636519,3.14825188245257,1.38203952118146,1.36042667913828,0.831087306238093,2.07481937781556
10.8833398431479,31.7294108224642,47.3525863558963,55.3766753908545,72.6319493126422,87.0943792693371,8,31,55,63,85,107,2.2702739115446,2.00622276484283,0.83325677601894,3.15323761953099,1.37990868963149,1.3609805640866,0.832627632685379,2.07560240277645
