"LR - Additive","LR - Dominant","LR - Full","LR - D-Additive","LR - D-Dominant","LR - D-Full","DF - Additive","DF - Dominant","DF - Full","DF - D-Additive","DF - D-Dominant","DF - D-Full","P-Val - Additive","P-Val - Dominant","P-Val - Full","P-Val - Main","P-Val - Add-D","P-Val - Dom-D","P-Val - Full-D","P-Val - Diet"
11.0460593595245,24.3415616428195,38.0751195059623,49.9805899918597,59.1538274317795,81.0912209155707,8,30,54,62,84,105,2.32348511775072,0.64364219123431,0.547975832202435,1.59880718120432,2.60815998562223,0.164144890699224,2.61492994522772,2.80604490629692
11.046035455458,24.3415565957781,38.0763352444052,49.9819901635958,59.1552466468573,81.0921721322115,8,30,54,62,84,105,2.32347728400767,0.643645075407187,0.548142741198866,1.59899627718239,2.60822170091868,0.164146346997643,2.61480900020613,2.80599253539338
11.0460208040823,24.3415654302896,38.0771443441943,49.9829128219109,59.1560002660153,81.0921056893096,8,30,54,62,84,105,2.3234724825211,0.643648667570222,0.54825216836482,1.59912212980028,2.60825970014023,0.164133420351351,2.61459707508015,2.80581919506078
11.0460121480378,24.3415337171136,38.0776008652807,49.9835779642306,59.1565755234383,81.0922814074,8,30,54,62,84,105,2.32346964579985,0.643645140985232,0.548318933818679,1.59919314188671,2.60832950972161,0.164126546972182,2.61449382561182,2.80576360237576
11.0459847039253,24.3415184385751,38.0782368381148,49.9843003456006,59.1574068702131,81.0922428241817,8,30,54,62,84,105,2.32346065193891,0.643647001706994,0.548407997538774,1.59929206999838,2.60835842415004,0.16413487943373,2.61426902119605,2.80563005705349
11.0459809739121,24.3415768852093,38.0785491092902,49.9847557489085,59.1575429157945,81.0919017475963,8,30,54,62,84,105,2.32345942955626,0.643656511647895,0.548442711847804,1.59934064596951,2.60840631981721,0.164110459192677,2.61414572720756,2.80550071262966
11.0459539716918,24.3415420594449,38.0793372485778,49.9857514992743,59.1585730468307,81.0919943634936,8,30,54,62,84,105,2.32345058051742,0.643655315030575,0.548555271658817,1.59946324932716,2.60847579206024,0.164113088070388,2.61390346707047,2.80536302098296
11.0459417001542,24.3415955308487,38.0798013324725,49.9864011825081,59.1591394512993,81.0917311415078,8,30,54,62,84,105,2.32344655894974,0.6436653704963,0.548611436573145,1.59953544431175,2.60853789885857,0.164106720298553,2.6136890914131,2.80521904001312
11.0459227923461,24.3416199337738,38.0813689848527,49.9882095815215,59.1607586083155,81.0927219922601,8,30,54,62,84,105,2.32344036257875,0.643671994965204,0.54882255111094,1.59977932554174,2.60861845989017,0.164092250749938,2.6135267402658,2.80510485548275
11.0458937343678,24.3415634553192,38.0821797612025,49.9891551201594,59.1616933227428,81.0927257360119,8,30,54,62,84,105,2.32343083985146,0.64366780094147,0.54894120698484,1.59990546496627,2.60866355557692,0.164091423146808,2.61328618744733,2.80494509689009
11.0458807869005,24.341609317754,38.0824967136478,49.9896342680648,59.1621032601731,81.0923753867338,8,30,54,62,84,105,2.32342659677817,0.643676796063454,0.548978299357741,1.59995477711352,2.60871783144422,0.164086131472619,2.61308974220508,2.80481300162483
11.0458640707952,24.3416375279236,38.0826815750631,49.989994388809,59.1624072944733,81.0920041553278,8,30,54,62,84,105,2.32342111866948,0.643683667687022,0.548999733972985,1.59998353854816,2.60877647912856,0.164081843303283,2.61291526847688,2.8047029223562
11.0458458360833,24.3416475932023,38.0838785323165,49.9913626341968,59.1636446405092,81.0923368806805,8,30,54,62,84,105,2.32341514289428,0.643687996281496,0.54916214920357,1.60016977093354,2.60883379814041,0.16407183545517,2.61268153968862,2.80453184966269
11.0458231021464,24.3416456489664,38.0851399483594,49.9928762497884,59.1651686914987,81.0930600091023,8,30,54,62,84,105,2.32340769266286,0.643691176155881,0.549335052894409,1.60036604222713,2.60891819334824,0.16407263327579,2.61247460857062,2.80442529878176
11.0458027138375,24.3416609698534,38.0854438411792,49.9934083016995,59.1655125811602,81.0926388686251,8,30,54,62,84,105,2.32340101113056,0.6436966380474,0.549374550436536,1.60041332825105,2.60899454415029,0.16405824799101,2.61227695518917,2.80428178499485
11.0457738085279,24.3416427655931,38.0867356177709,49.9948613676758,59.1670245574068,81.093012902256,8,30,54,62,84,105,2.32339153846482,0.643698274827803,0.54955386725713,1.60061433653774,2.60904851801434,0.164062751691571,2.61198296391792,2.80410012986859
11.0457446645816,24.3416078325346,38.0880847190828,49.9963325463235,59.1684932266339,81.0935488354638,8,30,54,62,84,105,2.32338198760182,0.643697389353174,0.549743350375767,1.60082427625298,2.60908937009217,0.164062559844486,2.61174199547768,2.80393917750175
11.0457017120475,24.3416732372256,38.0889590160836,49.9974204718878,59.1695372927605,81.0929737699581,8,30,54,62,84,105,2.32336791149226,0.643713963239682,0.549854106906017,1.60096033573104,2.60916085923108,0.164059206778243,2.61132371463248,2.80365230986725
11.0456476785498,24.3416153181855,38.090654709412,49.9992787595922,59.1713062452607,81.0931081091855,8,30,54,62,84,105,2.32335020402787,0.643713368919466,0.550094253523414,1.60122423608722,2.6092152704056,0.164052377198093,2.61090145365565,2.80334328793745
