"QTL1","Log Like - Additive","Log Like - Dominant","Log Like - Full","Log Like - D-Additive","Log Like - D-Dominant","Log Like - D-Full"
"1",1,2652.46304731334,2671.24804538206,2688.33960553701,2692.20945772898,2703.14378204153,2718.01789702852
"2",1,2652.46304731334,2671.24804538206,2688.33960553701,2692.20945772898,2703.14378204153,2718.01789702852
"3",2,2652.46304149166,2671.24586495053,2688.33241424286,2692.20303881873,2703.13527000154,2717.99953940967
"4",2,2652.46304149166,2671.24586495053,2688.33241424286,2692.20303881873,2703.13527000154,2717.99953940967
"5",3,2652.46304148924,2671.24820971094,2688.34108823295,2692.21167081475,2703.1439724764,2717.98859286083
"6",3,2652.46304148924,2671.24820971094,2688.34108823295,2692.21167081475,2703.1439724764,2717.98859286083
"7",4,2652.46302874861,2671.24878232374,2688.35262601968,2692.22355112163,2703.15373897189,2718.00658790777
"8",4,2652.46302874861,2671.24878232374,2688.35262601968,2692.22355112163,2703.15373897189,2718.00658790777
"9",5,2652.46302616487,2671.24848805956,2688.35079424758,2692.22124590429,2703.15020190996,2717.99576789208
"10",5,2652.46302616487,2671.24848805956,2688.35079424758,2692.22124590429,2703.15020190996,2717.99576789208
"11",6,2652.46301515569,2671.25053829276,2688.35494979895,2692.22571811603,2703.15284368451,2717.99515566524
"12",6,2652.46301515569,2671.25053829276,2688.35494979895,2692.22571811603,2703.15284368451,2717.99515566524
"13",7,2652.46301081739,2671.25040922184,2688.34862091478,2692.22015243392,2703.1478937901,2717.9810587061
"14",7,2652.46301081739,2671.25040922184,2688.34862091478,2692.22015243392,2703.1478937901,2717.9810587061
"15",8,2652.46299594739,2671.25035891793,2688.34906577808,2692.2210229448,2703.14827700045,2717.99122458054
"16",8,2652.46299594739,2671.25035891793,2688.34906577808,2692.2210229448,2703.14827700045,2717.99122458054
"17",9,2652.46297882706,2671.25407801765,2688.35097544974,2692.22391874948,2703.14993181385,2718.00369269516
"18",9,2652.46297882706,2671.25407801765,2688.35097544974,2692.22391874948,2703.14993181385,2718.00369269516
"19",10,2652.46296883412,2671.25413253234,2688.35718598893,2692.22962133629,2703.15253739954,2717.9879149741
"20",10,2652.46296883412,2671.25413253234,2688.35718598893,2692.22962133629,2703.15253739954,2717.9879149741
"21",11,2652.46297388559,2671.25112422712,2688.35859727836,2692.23136093122,2703.15070921108,2717.97757456973
"22",11,2652.46297388559,2671.25112422712,2688.35859727836,2692.23136093122,2703.15070921108,2717.97757456973
"23",12,2652.46296083371,2671.25275520678,2688.34464711351,2692.21863613908,2703.13370580358,2717.961984399
"24",12,2652.46296083371,2671.25275520678,2688.34464711351,2692.21863613908,2703.13370580358,2717.961984399
"25",13,2652.46295314766,2671.25247381453,2688.35252257068,2692.22595851547,2703.14210707526,2717.96498752704
"26",13,2652.46295314766,2671.25247381453,2688.35252257068,2692.22595851547,2703.14210707526,2717.96498752704
"27",14,2652.46293644694,2671.25244692834,2688.34482456553,2692.21932855979,2703.13281919829,2717.95451023181
"28",14,2652.46293644694,2671.25244692834,2688.34482456553,2692.21932855979,2703.13281919829,2717.95451023181
"29",15,2652.46292733122,2671.25144336999,2688.33935215589,2692.21398550592,2703.12531247349,2717.93667039488
"30",15,2652.46292733122,2671.25144336999,2688.33935215589,2692.21398550592,2703.12531247349,2717.93667039488
"31",16,2652.46292007352,2671.25388981307,2688.34149230736,2692.21662753291,2703.1299653327,2717.94049022113
"32",16,2652.46292007352,2671.25388981307,2688.34149230736,2692.21662753291,2703.1299653327,2717.94049022113
"33",17,2652.46289505481,2671.25736074413,2688.34478120142,2692.2208323334,2703.13610476033,2717.94034056064
"34",17,2652.46289505481,2671.25736074413,2688.34478120142,2692.2208323334,2703.13610476033,2717.94034056064
"35",18,2652.46289804124,2671.25475705796,2688.35741070209,2692.23264106205,2703.13950632138,2717.92676993317
"36",18,2652.46289804124,2671.25475705796,2688.35741070209,2692.23264106205,2703.13950632138,2717.92676993317
"37",19,2652.46288969154,2671.25819195719,2688.36138411367,2692.23718083977,2703.13938189844,2717.91083751696
"38",19,2652.46288969154,2671.25819195719,2688.36138411367,2692.23718083977,2703.13938189844,2717.91083751696
"39",20,2652.4628729602,2671.25976120105,2688.37192943555,2692.24813433122,2703.14269622174,2717.90032172267
"40",20,2652.4628729602,2671.25976120105,2688.37192943555,2692.24813433122,2703.14269622174,2717.90032172267
"41",21,2652.46286777891,2671.26319839939,2688.38474428428,2692.26045401673,2703.14651029854,2717.89203971595
"42",21,2652.46286777891,2671.26319839939,2688.38474428428,2692.26045401673,2703.14651029854,2717.89203971595
"43",22,2652.46287482542,2671.2591586243,2688.38668561584,2692.26210194931,2703.13534127244,2717.83235055293
"44",22,2652.46287482542,2671.2591586243,2688.38668561584,2692.26210194931,2703.13534127244,2717.83235055293
"45",23,2652.46285458027,2671.26194286865,2688.40216723543,2692.2781106013,2703.13978740911,2717.81261174737
"46",23,2652.46285458027,2671.26194286865,2688.40216723543,2692.2781106013,2703.13978740911,2717.81261174737
"47",24,2652.46285067815,2671.26476259503,2688.40509937444,2692.28130030709,2703.1285086005,2717.77665251523
"48",24,2652.46285067815,2671.26476259503,2688.40509937444,2692.28130030709,2703.1285086005,2717.77665251523
"49",25,2652.46283213877,2671.26659566575,2688.40756314178,2692.28303886824,2703.11079372733,2717.72689668303
